"";"Artikel";"name";"Bruttobetrag";"Nettobetrag";"Verkaufte.Stücke";"Gewicht.verkauft";"Durchschnittlicher.Preis";"Rabattierter.Betrag";"Durchschnittlicher.Rabatt";"Referenzbetrag";"Ref..";"Tot..Umsatz";"source";"year"
"50";"A10411";"Sandwich Power Ham";8;8;2;NA;4;0;0;8;100;0,0921404220031328;"KW02.xlsx";2017
"51";"A10413";"Sandwich Start Your Day";20,5;20,5;5;NA;4,1;0;0;20,5;100;0,236109831383028;"KW02.xlsx";2017
"52";"A10415";"Sandwich Turkey";15;15;3;NA;5;0;0;15;100;0,172763291255874;"KW02.xlsx";2017
"53";"A10417";"Sandwich Softie";12,5;12,5;3;NA;4,17;0;0;12,5;100;0,143969409379895;"KW02.xlsx";2017
"54";"A10425";"Sandwich Italien";12;12;2;NA;6;0;0;12;100;0,138210633004699;"KW02.xlsx";2017
"55";"A10450";"Sandwich Laugenkaiser";16;16;4;NA;4;0;0;16;100;0,184280844006266;"KW02.xlsx";2017
"56";"A10451";"Sandwich Bauette";15,5;15,5;3;NA;5,17;0;0;15,5;100;0,17852206763107;"KW02.xlsx";2017
"57";"A10452";"Crispy Chicken";12,5;12,5;2;NA;6,25;0;0;12,5;100;0,143969409379895;"KW02.xlsx";2017
"58";"Total Gruppe";NA;8682,4;8682,4;1121;47,452;7,75;0;0;8682,4;NA;100;"KW02.xlsx";2017
"59";"A10000";"Küche";44,9;44,9;8;NA;5,61;0;0;44,9;100;0,599090023616689;"KW03.xlsx";2017
"60";"A10001";"Favorite";3532;3532;436;NA;8,1;0;0;3532;100;47,1266361562171;"KW03.xlsx";2017
"61";"A10002";"Green";1740;1740;220;NA;7,91;0;0;1740;100;23,216406260424;"KW03.xlsx";2017
"62";"A10004";"Brot Stück";0,6;0,6;2;NA;0,3;0;0;0,6;100;0,0080056573311807;"KW03.xlsx";2017
"63";"A10005";"Menu Suppe";37;37;24;NA;1,54;0;0;37;100;0,493682202089477;"KW03.xlsx";2017
"64";"A10006";"Menu Salat";82,5;82,5;51;NA;1,62;0;0;82,5;100;1,10077788303735;"KW03.xlsx";2017
"65";"A10007";"Senf Mayo Ketschup";4;4;8;NA;0,5;0;0;4;100;0,053371048874538;"KW03.xlsx";2017
"66";"A10008";"Gemüseportion";1,5;1,5;1;NA;1,5;0;0;1,5;100;0,0200141433279518;"KW03.xlsx";2017
"67";"A10012";"Kitchen 2";88;88;8;NA;11;0;0;88;100;1,17416307523984;"KW03.xlsx";2017
"68";"A10014";"Kitchen 4";640;640;49;NA;13,06;0;0;640;100;8,53936781992608;"KW03.xlsx";2017
"69";"A10040";"Garden";910,8;910,8;113;39,1;23,29;0;0;910,8;100;12,1525878287323;"KW03.xlsx";2017
"70";"A10063";"Frucht 1.00";80;80;80;NA;1;0;0;80;100;1,06742097749076;"KW03.xlsx";2017
"71";"A10072";"Schichtjoghurt";6;6;2;NA;3;0;0;6;100;0,080056573311807;"KW03.xlsx";2017
"72";"A10100";"Gipfel";60;60;40;NA;1,5;0;0;60;100;0,80056573311807;"KW03.xlsx";2017
"73";"A10103";"Vanille-Gipfel";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0320226293247228;"KW03.xlsx";2017
"74";"A10108";"Laugenbrezel mit Butter";8,8;8,8;4;NA;2,2;0;0;8,8;100;0,117416307523984;"KW03.xlsx";2017
"75";"A10112";"Maisbrötli";72;72;38;NA;1,89;0;0;72;100;0,960678879741684;"KW03.xlsx";2017
"76";"A10121";"Mandelschnecke ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0320226293247228;"KW03.xlsx";2017
"77";"A10126";"Apfel im Schlafrock";7,2;7,2;3;NA;2,4;0;0;7,2;100;0,0960678879741684;"KW03.xlsx";2017
"78";"A10127";"Aprikosenplunder";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0320226293247228;"KW03.xlsx";2017
"79";"A10128";"Aprikosenjalousie";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0640452586494456;"KW03.xlsx";2017
"80";"A10135";"Wähe";13,5;13,5;3;NA;4,5;0;0;13,5;100;0,180127289951566;"KW03.xlsx";2017
"81";"A10139";"Zitronencake-Schnitte 100g verpackt";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0640452586494456;"KW03.xlsx";2017
"82";"A10143";"Trockengebäck Lyner verpackt";7,2;7,2;3;NA;2,4;0;0;7,2;100;0,0960678879741684;"KW03.xlsx";2017
"83";"A10200";"Birchermüesli Classic";22,4;22,4;7;NA;3,2;0;0;22,4;100;0,298877873697413;"KW03.xlsx";2017
"84";"A10409";"Sandwich Appenzell";5;5;1;NA;5;0;0;5;100;0,0667138110931725;"KW03.xlsx";2017
"85";"A10410";"Sandwich Milano";16;16;4;NA;4;0;0;16;100;0,213484195498152;"KW03.xlsx";2017
"86";"A10413";"Sandwich Start Your Day";8,5;8,5;2;NA;4,25;0;0;8,5;100;0,113413478858393;"KW03.xlsx";2017
"87";"A10415";"Sandwich Turkey";15;15;3;NA;5;0;0;15;100;0,200141433279518;"KW03.xlsx";2017
"88";"A10416";"Sandwich Ticinese";6;6;1;NA;6;0;0;6;100;0,080056573311807;"KW03.xlsx";2017
"89";"A10417";"Sandwich Softie";12;12;3;NA;4;0;0;12;100;0,160113146623614;"KW03.xlsx";2017
"90";"A10430";"Bagel Sandwich Fisherman's Catch";11,5;11,5;2;NA;5,75;0;0;11,5;100;0,153441765514297;"KW03.xlsx";2017
"91";"A10450";"Sandwich Laugenkaiser";8;8;2;NA;4;0;0;8;100;0,106742097749076;"KW03.xlsx";2017
"92";"A10451";"Sandwich Bauette";25,5;25,5;5;NA;5,1;0;0;25,5;100;0,34024043657518;"KW03.xlsx";2017
"93";"A10452";"Crispy Chicken";12;12;2;NA;6;0;0;12;100;0,160113146623614;"KW03.xlsx";2017
"94";"Total Gruppe";NA;7494,7;7494,7;1132;39,1;6,62;0;0;7494,7;NA;100;"KW03.xlsx";2017
"95";"A10000";"Küche";257,4;257,4;31;NA;8,3;0;0;257,4;100;3,59527334692851;"KW04.xlsx";2017
"96";"A10001";"Favorite";2374;2374;289;NA;8,21;0;0;2374;100;33,1592032851915;"KW04.xlsx";2017
"97";"A10002";"Green";1833;1833;229;NA;8;0;0;1833;100;25,6027041372182;"KW04.xlsx";2017
"98";"A10004";"Brot Stück";0,6;0,6;2;NA;0,3;0;0;0,6;100;0,00838059055228092;"KW04.xlsx";2017
"99";"A10005";"Menu Suppe";44;44;28;NA;1,57;0;0;44;100;0,614576640500601;"KW04.xlsx";2017
"100";"A10006";"Menu Salat";59,5;59,5;39;NA;1,53;0;0;59,5;100;0,831075229767858;"KW04.xlsx";2017
"101";"A10007";"Senf Mayo Ketschup";1;1;2;NA;0,5;0;0;1;100;0,0139676509204682;"KW04.xlsx";2017
"102";"A10012";"Kitchen 2";136;136;12;NA;11,33;0;0;136;100;1,89960052518367;"KW04.xlsx";2017
"103";"A10014";"Kitchen 4";878;878;67;NA;13,1;0;0;878;100;12,2635975081711;"KW04.xlsx";2017
"104";"A10040";"Garden";1134,2;1134,2;145;48,784;23,25;0;0;1134,2;100;15,842109673995;"KW04.xlsx";2017
"105";"A10063";"Frucht 1.00";44;44;44;NA;1;0;0;44;100;0,614576640500601;"KW04.xlsx";2017
"106";"A10100";"Gipfel";28,5;28,5;19;NA;1,5;0;0;28,5;100;0,398078051233344;"KW04.xlsx";2017
"107";"A10101";"Ragusa-Gipfel ";13;13;5;NA;2,6;0;0;13;100;0,181579461966087;"KW04.xlsx";2017
"108";"A10108";"Laugenbrezel mit Butter";4,4;4,4;2;NA;2,2;0;0;4,4;100;0,0614576640500601;"KW04.xlsx";2017
"109";"A10112";"Maisbrötli";36,1;36,1;19;NA;1,9;0;0;36,1;100;0,504232198228902;"KW04.xlsx";2017
"110";"A10118";"Brownie ";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0670447244182473;"KW04.xlsx";2017
"111";"A10121";"Mandelschnecke ";7,2;7,2;3;NA;2,4;0;0;7,2;100;0,100567086627371;"KW04.xlsx";2017
"112";"A10126";"Apfel im Schlafrock";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0670447244182473;"KW04.xlsx";2017
"113";"A10135";"Wähe";13,5;13,5;3;NA;4,5;0;0;13,5;100;0,188563287426321;"KW04.xlsx";2017
"114";"A10139";"Zitronencake-Schnitte 100g verpackt";7,2;7,2;3;NA;2,4;0;0;7,2;100;0,100567086627371;"KW04.xlsx";2017
"115";"A10143";"Trockengebäck Lyner verpackt";8,2;8,2;3;NA;2,73;0;0;8,2;100;0,114534737547839;"KW04.xlsx";2017
"116";"A10200";"Birchermüesli Classic";22,9;22,9;7;NA;3,27;0;0;22,9;100;0,319859206078722;"KW04.xlsx";2017
"117";"A10409";"Sandwich Appenzell";20;20;4;NA;5;0;0;20;100;0,279353018409364;"KW04.xlsx";2017
"118";"A10410";"Sandwich Milano";16,5;16,5;4;NA;4,13;0;0;16,5;100;0,230466240187725;"KW04.xlsx";2017
"119";"A10411";"Sandwich Power Ham";8,5;8,5;2;NA;4,25;0;0;8,5;100;0,11872503282398;"KW04.xlsx";2017
"120";"A10413";"Sandwich Start Your Day";8;8;2;NA;4;0;0;8;100;0,111741207363746;"KW04.xlsx";2017
"121";"A10415";"Sandwich Turkey";5;5;1;NA;5;0;0;5;100;0,069838254602341;"KW04.xlsx";2017
"122";"A10417";"Sandwich Softie";8;8;2;NA;4;0;0;8;100;0,111741207363746;"KW04.xlsx";2017
"123";"A10430";"Bagel Sandwich Fisherman's Catch";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0768220800625751;"KW04.xlsx";2017
"124";"A10433";"Bagel Sandwich Vegi Luxus";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0768220800625751;"KW04.xlsx";2017
"125";"A10451";"Sandwich Bauette";25;25;5;NA;5;0;0;25;100;0,349191273011705;"KW04.xlsx";2017
"126";"A10452";"Crispy Chicken";12,5;12,5;2;NA;6,25;0;0;12,5;100;0,174595636505852;"KW04.xlsx";2017
"127";"L18000";"Huusbrot 1kg";9,6;9,6;2;NA;4,8;0;0;9,6;100;0,134089448836495;"KW04.xlsx";2017
"128";"L18003";"Knusper Crunch, Familia 2kg";38;38;2;NA;19;0;0;38;100;0,530770734977791;"KW04.xlsx";2017
"129";"L18011";"Konfiture Hero gemischt 25g 72Stk.";30;30;1;NA;30;0;0;30;100;0,419029527614046;"KW04.xlsx";2017
"130";"L18014";"Joghurt diverse Sorten 3kg";25;25;2;NA;12,5;0;0;25;100;0,349191273011705;"KW04.xlsx";2017
"131";"L18015";"Caotina Kakao, Dose 2kg";30;30;1;NA;30;0;0;30;100;0,419029527614046;"KW04.xlsx";2017
"132";"Total Gruppe";NA;7159,4;7159,4;988;48,784;7,25;0;0;7159,4;NA;100;"KW04.xlsx";2017
"133";"A10000";"Küche";593,7;593,7;62;NA;9,58;0;0;593,7;100;7,07290922087205;"KW05.xlsx";2017
"134";"A10001";"Favorite";3101;3101;373;NA;8,31;0;0;3101;100;36,9430545627829;"KW05.xlsx";2017
"135";"A10002";"Green";1846;1846;228;NA;8,1;0;0;1846;100;21,9918989754587;"KW05.xlsx";2017
"136";"A10005";"Menu Suppe";22;22;14;NA;1,57;0;0;22;100;0,262091970455087;"KW05.xlsx";2017
"137";"A10006";"Menu Salat";59;59;38;NA;1,55;0;0;59;100;0,702883011675006;"KW05.xlsx";2017
"138";"A10007";"Senf Mayo Ketschup";1,5;1,5;3;NA;0,5;0;0;1,5;100;0,0178699070764832;"KW05.xlsx";2017
"139";"A10011";"Kitchen 1";447;447;44;NA;10,16;0;0;447;100;5,32523230879199;"KW05.xlsx";2017
"140";"A10012";"Kitchen 2";105;105;9;NA;11,67;0;0;105;100;1,25089349535382;"KW05.xlsx";2017
"141";"A10014";"Kitchen 4";648;648;50;NA;12,96;0;0;648;100;7,71979985704074;"KW05.xlsx";2017
"142";"A10040";"Garden";1168,7;1168,7;143;50,404;23,19;0;0;1168,7;100;13,9230402668573;"KW05.xlsx";2017
"143";"A10063";"Frucht 1.00";7;7;7;NA;1;0;0;7;100;0,0833928996902549;"KW05.xlsx";2017
"144";"A10072";"Schichtjoghurt";6;6;2;NA;3;0;0;6;100;0,0714796283059328;"KW05.xlsx";2017
"145";"A10073";"Saisonfrüchte geschnitten";7;7;2;NA;3,5;0;0;7;100;0,0833928996902549;"KW05.xlsx";2017
"146";"A10100";"Gipfel";6;6;4;NA;1,5;0;0;6;100;0,0714796283059328;"KW05.xlsx";2017
"147";"A10101";"Ragusa-Gipfel ";5,3;5,3;2;NA;2,65;0;0;5,3;100;0,0631403383369073;"KW05.xlsx";2017
"148";"A10108";"Laugenbrezel mit Butter";4,4;4,4;2;NA;2,2;0;0;4,4;100;0,0524183940910174;"KW05.xlsx";2017
"149";"A10112";"Maisbrötli";5,7;5,7;3;NA;1,9;0;0;5,7;100;0,0679056468906362;"KW05.xlsx";2017
"150";"A10116";"Semmel ";4,8;4,8;3;NA;1,6;0;0;4,8;100;0,0571837026447462;"KW05.xlsx";2017
"151";"A10126";"Apfel im Schlafrock";7,2;7,2;3;NA;2,4;0;0;7,2;100;0,0857755539671194;"KW05.xlsx";2017
"152";"A10128";"Aprikosenjalousie";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0285918513223731;"KW05.xlsx";2017
"153";"A10135";"Wähe";22,5;22,5;5;NA;4,5;0;0;22,5;100;0,268048606147248;"KW05.xlsx";2017
"154";"A10139";"Zitronencake-Schnitte 100g verpackt";14,4;14,4;6;NA;2,4;0;0;14,4;100;0,171551107934239;"KW05.xlsx";2017
"155";"A10144";"Trockengebäck 100g verpackt";22,3;22,3;9;NA;2,48;0;0;22,3;100;0,265665951870384;"KW05.xlsx";2017
"156";"A10200";"Birchermüesli Classic";19,7;19,7;6;NA;3,28;0;0;19,7;100;0,234691446271146;"KW05.xlsx";2017
"157";"A10201";"Birchermüesli Saisonal";4,9;4,9;1;NA;4,9;0;0;4,9;100;0,0583750297831785;"KW05.xlsx";2017
"158";"A10410";"Sandwich Milano";4;4;1;NA;4;0;0;4;100;0,0476530855372885;"KW05.xlsx";2017
"159";"A10413";"Sandwich Start Your Day";8,5;8,5;2;NA;4,25;0;0;8,5;100;0,101262806766738;"KW05.xlsx";2017
"160";"A10415";"Sandwich Turkey";10;10;2;NA;5;0;0;10;100;0,119132713843221;"KW05.xlsx";2017
"161";"A10416";"Sandwich Ticinese";6,5;6,5;1;NA;6,5;0;0;6,5;100;0,0774362639980939;"KW05.xlsx";2017
"162";"A10417";"Sandwich Softie";12,5;12,5;3;NA;4,17;0;0;12,5;100;0,148915892304027;"KW05.xlsx";2017
"163";"A10425";"Sandwich Italien";6;6;1;NA;6;0;0;6;100;0,0714796283059328;"KW05.xlsx";2017
"164";"A10450";"Sandwich Laugenkaiser";8;8;2;NA;4;0;0;8;100;0,0953061710745771;"KW05.xlsx";2017
"165";"A10451";"Sandwich Bauette";25,5;25,5;5;NA;5,1;0;0;25,5;100;0,303788420300214;"KW05.xlsx";2017
"166";"A10452";"Crispy Chicken";18,5;18,5;3;NA;6,17;0;0;18,5;100;0,220395520609959;"KW05.xlsx";2017
"167";"L12101";"Znüni-Komplett";156;156;13;NA;12;0;0;156;100;1,85847033595425;"KW05.xlsx";2017
"168";"L19000";"Brotwaren offen";1;1;1;NA;1;0;0;1;100;0,0119132713843221;"KW05.xlsx";2017
"169";"L19100";"Patisserie offen";6;6;6;NA;1;0;0;6;100;0,0714796283059328;"KW05.xlsx";2017
"170";"Total Gruppe";NA;8394;8394;1060;50,404;7,92;0;0;8394;NA;100;"KW05.xlsx";2017
"171";"A10000";"Küche";55,5;55,5;11;NA;5,05;0;0;55,5;100;0,69588986132357;"KW06.xlsx";2017
"172";"A10001";"Favorite";3994;3994;449;NA;8,9;0;0;3994;100;50,0789929031773;"KW06.xlsx";2017
"173";"A10002";"Green";2185;2185;259;NA;8,44;0;0;2185;100;27,3967449908469;"KW06.xlsx";2017
"174";"A10004";"Brot Stück";0,6;0,6;2;NA;0,3;0;0;0,6;100;0,00752313363593049;"KW06.xlsx";2017
"175";"A10005";"Menu Suppe";28;28;16;NA;1,75;0;0;28;100;0,351079569676756;"KW06.xlsx";2017
"176";"A10006";"Menu Salat";59,5;59,5;37;NA;1,61;0;0;59,5;100;0,746044085563107;"KW06.xlsx";2017
"177";"A10007";"Senf Mayo Ketschup";2,5;2,5;5;NA;0,5;0;0;2,5;100;0,0313463901497104;"KW06.xlsx";2017
"178";"A10012";"Kitchen 2";142;142;13;NA;10,92;0;0;142;100;1,78047496050355;"KW06.xlsx";2017
"179";"A10014";"Kitchen 4";447;447;33;NA;13,55;0;0;447;100;5,60473455876821;"KW06.xlsx";2017
"180";"A10040";"Garden";918,4;918,4;123;39,658;23,16;0;0;918,4;100;11,5154098853976;"KW06.xlsx";2017
"181";"A10063";"Frucht 1.00";7;7;7;NA;1;0;0;7;100;0,087769892419189;"KW06.xlsx";2017
"182";"A10072";"Schichtjoghurt";3;3;1;NA;3;0;0;3;100;0,0376156681796524;"KW06.xlsx";2017
"183";"A10101";"Ragusa-Gipfel ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0300925345437219;"KW06.xlsx";2017
"184";"A10108";"Laugenbrezel mit Butter";4,6;4,6;2;NA;2,3;0;0;4,6;100;0,0576773578754671;"KW06.xlsx";2017
"185";"A10114";"Fitnessbrötli ";4,4;4,4;2;NA;2,2;0;0;4,4;100;0,0551696466634902;"KW06.xlsx";2017
"186";"A10118";"Brownie ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0300925345437219;"KW06.xlsx";2017
"187";"A10121";"Mandelschnecke ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0300925345437219;"KW06.xlsx";2017
"188";"A10126";"Apfel im Schlafrock";10,6;10,6;4;NA;2,65;0;0;10,6;100;0,132908694234772;"KW06.xlsx";2017
"189";"A10135";"Wähe";4,5;4,5;1;NA;4,5;0;0;4,5;100;0,0564235022694786;"KW06.xlsx";2017
"190";"A10136";"Muffin";5;5;2;NA;2,5;0;0;5;100;0,0626927802994207;"KW06.xlsx";2017
"191";"A10139";"Zitronencake-Schnitte 100g verpackt";8,2;8,2;3;NA;2,73;0;0;8,2;100;0,10281615969105;"KW06.xlsx";2017
"192";"A10144";"Trockengebäck 100g verpackt";4,4;4,4;2;NA;2,2;0;0;4,4;100;0,0551696466634902;"KW06.xlsx";2017
"193";"A10148";"Fruchttörtli";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0601850690874439;"KW06.xlsx";2017
"194";"A10200";"Birchermüesli Classic";20,2;20,2;6;NA;3,37;0;0;20,2;100;0,25327883240966;"KW06.xlsx";2017
"195";"A10409";"Sandwich Appenzell";10;10;2;NA;5;0;0;10;100;0,125385560598841;"KW06.xlsx";2017
"196";"A10410";"Sandwich Milano";8;8;2;NA;4;0;0;8;100;0,100308448479073;"KW06.xlsx";2017
"197";"A10413";"Sandwich Start Your Day";9;9;2;NA;4,5;0;0;9;100;0,112847004538957;"KW06.xlsx";2017
"198";"A10417";"Sandwich Softie";4;4;1;NA;4;0;0;4;100;0,0501542242395366;"KW06.xlsx";2017
"199";"A10451";"Sandwich Bauette";16;16;3;NA;5,33;0;0;16;100;0,200616896958146;"KW06.xlsx";2017
"200";"A10452";"Crispy Chicken";12;12;2;NA;6;0;0;12;100;0,15046267271861;"KW06.xlsx";2017
"201";"Total Gruppe";NA;7975,4;7975,4;995;39,658;8,02;0;0;7975,4;NA;100;"KW06.xlsx";2017
