Artikel Analyse,,,,,,,,,,,,,,,,,,
,,,,,,Shops: 27902 Grüntal Mensa,,,,,,Gruppen: 10 Sparten SAP Küche,,,,,,
,,,,,,Kassen: Alle,,,,,,Visibility: 1 Full visibility,,,,,,
,,,,,,Bediener: Alle,,,,,,Gruppieren nach: Gruppe A,,,,,,
,,,,,,Preisebenen:Alle,,,,,,Zeige Maßeinheit: Nein,,,,,,
,,,,,,Drucke Artikel: Ja,,,,,Inkl. umsatzneutrale Artikel: Ja,,,,,,,
,,,,,,Datumsbereich: 15.09.2015 - 15.09.2015,,,,,,,,,,,,
,,,,,,Zeit Fenster: 11:00 - 13:59,,,,,,,,,,,,
,,,,,,Kunde:Alle,,,,,,,,,,,,
Gruppe,10,Sparten SAP Küche,,,,,,,,,,,,,,,,
Artikel,,,,Bruttobetrag,Nettobetrag,,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,,,,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,,Ref %,Tot %Umsatz
A10000,Küche,,,38.50,38.50,,11,,3.50,,,,0.00,0.00,38.50,,100.00,1.66
A10001,Favorite,,,785.00,785.00,,101,,7.77,,,,0.00,0.00,785.00,,100.00,33.84
A10002,Green,,,589.00,589.00,,79,,7.46,,,,0.00,0.00,589.00,,100.00,25.39
A10006,Menu Salat,,,43.00,43.00,,28,,1.54,,,,0.00,0.00,43.00,,100.00,1.85
A10011,Kitchen 1,,,211.00,211.00,,22,,9.59,,,,0.00,0.00,211.00,,100.00,9.10
A10020,Local 0,,,461.00,461.00,,62,,7.44,,,,0.00,0.00,461.00,,100.00,19.87
A10030,Market,,,65.40,65.40,,9,2.778,23.54,,,,0.00,0.00,65.40,,100.00,2.82
A10040,Garden,,,34.30,34.30,,4,1.494,22.96,,,,0.00,0.00,34.30,,100.00,1.48
A10063,Frucht 1.00,,,2.00,2.00,,2,,1.00,,,,0.00,0.00,2.00,,100.00,0.09
A10116,Semmel ,,,1.40,1.40,,1,,1.40,,,,0.00,0.00,1.40,,100.00,0.06
A10120,Mandelbrezel ,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.10
A10122,Nussbrille,,,2.90,2.90,,1,,2.90,,,,0.00,0.00,2.90,,100.00,0.13
A10131,Vanille/Apfelstange,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.10
A10148,Fruchttörtli,,,7.70,7.70,,3,,2.57,,,,0.00,0.00,7.70,,100.00,0.33
A10200,Birchermüesli Classic,,,25.60,25.60,,8,,3.20,,,,0.00,0.00,25.60,,100.00,1.10
A10410,Sandwich Milano,,,16.00,16.00,,4,,4.00,,,,0.00,0.00,16.00,,100.00,0.69
A10411,Sandwich Power Ham,,,4.00,4.00,,1,,4.00,,,,0.00,0.00,4.00,,100.00,0.17
A10413,Sandwich Start Your Day,,,22.50,22.50,,5,,4.50,,,,0.00,0.00,22.50,,100.00,0.97
A10414,Sandwich Ham & Cheese,,,5.50,5.50,,1,,5.50,,,,0.00,0.00,5.50,,100.00,0.24
Total Gruppe,,,,"2,319.60","2,319.60",,344,4.272,6.74,,,,0.00,0.00,"2,319.60",,,100.00
Total,,,,"2,319.60","2,319.60",,344,4.272,6.74,,,,0.00,0.00,"2,319.60",,,
"Dienstag, 07 März 2017 10:55",,,Gedruckt durch 201 RM,,,,,,,Visibility: 1 Full visibility,,,,,,Seite 1 von 1,,
