Artikel Analyse,,,,,,,,,,,,,,,,,,
,,,,,,Shops: 27907 Vista Mensa,,,,,,Gruppen: 10 Sparten SAP Küche,,,,,,
,,,,,,Kassen: Alle,,,,,,Visibility: 1 Full visibility,,,,,,
,,,,,,Bediener: Alle,,,,,,Gruppieren nach: Gruppe A,,,,,,
,,,,,,Preisebenen:Alle,,,,,,Zeige Maßeinheit: Nein,,,,,,
,,,,,,Drucke Artikel: Ja,,,,,Inkl. umsatzneutrale Artikel: Ja,,,,,,,
,,,,,,Datumsbereich: 17.09.2015 - 17.09.2015,,,,,,,,,,,,
,,,,,,Zeit Fenster: 11:00 - 13:59,,,,,,,,,,,,
,,,,,,Kunde:Alle,,,,,,,,,,,,
Gruppe,10,Sparten SAP Küche,,,,,,,,,,,,,,,,
Artikel,,,,Bruttobetrag,Nettobetrag,,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,,,,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,,Ref %,Tot %Umsatz
A10000,Küche,,,24.90,24.90,,17,,1.46,,,,0.00,0.00,24.90,,100.00,1.20
A10001,Favorite,,,718.00,718.00,,97,,7.40,,,,0.00,0.00,718.00,,100.00,34.66
A10002,Green,,,238.00,238.00,,32,,7.44,,,,0.00,0.00,238.00,,100.00,11.49
A100039,Portion Pommes,,,5.50,5.50,,1,,5.50,,,,0.00,0.00,5.50,,100.00,0.27
A10006,Menu Salat,,,36.00,36.00,,24,,1.50,,,,0.00,0.00,36.00,,100.00,1.74
A10007,Senf Mayo Ketschup,,,1.00,1.00,,2,,0.50,,,,0.00,0.00,1.00,,100.00,0.05
A10014,Kitchen 4,,,538.00,538.00,,43,,12.51,,,,0.00,0.00,538.00,,100.00,25.97
A10020,Local 0,,,358.00,358.00,,50,,7.16,,,,0.00,0.00,358.00,,100.00,17.28
A10040,Garden,,,46.20,46.20,,8,2.006,23.03,,,,0.00,0.00,46.20,,100.00,2.23
A10103,Vanille-Gipfel,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.12
A10104,Schoggi-Gipfel ,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.12
A10105,Schinkengipfel ,,,7.50,7.50,,3,,2.50,,,,0.00,0.00,7.50,,100.00,0.36
A10108,Laugenbrezel mit Butter,,,2.20,2.20,,1,,2.20,,,,0.00,0.00,2.20,,100.00,0.11
A10114,Fitnessbrötli ,,,1.90,1.90,,1,,1.90,,,,0.00,0.00,1.90,,100.00,0.09
A10120,Mandelbrezel ,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.12
A10121,Mandelschnecke ,,,4.80,4.80,,2,,2.40,,,,0.00,0.00,4.80,,100.00,0.23
A10122,Nussbrille,,,2.50,2.50,,1,,2.50,,,,0.00,0.00,2.50,,100.00,0.12
A10135,Wähe,,,7.80,7.80,,2,,3.90,,,,0.00,0.00,7.80,,100.00,0.38
A10144,Trockengebäck 100g verpackt,,,6.60,6.60,,3,,2.20,,,,0.00,0.00,6.60,,100.00,0.32
A10150,Spinatstrudel,,,2.50,2.50,,1,,2.50,,,,0.00,0.00,2.50,,100.00,0.12
A10200,Birchermüesli Classic,,,12.80,12.80,,4,,3.20,,,,0.00,0.00,12.80,,100.00,0.62
A10400,Sandwich klein,,,8.50,8.50,,2,,4.25,,,,0.00,0.00,8.50,,100.00,0.41
A10401,Sandwich Mittel,,,15.00,15.00,,3,,5.00,,,,0.00,0.00,15.00,,100.00,0.72
A10403,Bagel 1,,,16.50,16.50,,3,,5.50,,,,0.00,0.00,16.50,,100.00,0.80
A10405,Sandwich,,,4.50,4.50,,1,,4.50,,,,0.00,0.00,4.50,,100.00,0.22
A10414,Sandwich Ham & Cheese,,,5.50,5.50,,1,,5.50,,,,0.00,0.00,5.50,,100.00,0.27
Total Gruppe,,,,"2,071.40","2,071.40",,305,2.006,6.79,,,,0.00,0.00,"2,071.40",,,100.00
Total,,,,"2,071.40","2,071.40",,305,2.006,6.79,,,,0.00,0.00,"2,071.40",,,
"Mittwoch, 08 März 2017 11:30",,,Gedruckt durch 201 RM,,,,,,,Visibility: 1 Full visibility,,,,,,Seite 1 von 1,,
