Artikel;article_description;Bruttobetrag;Nettobetrag;Verkaufte_Stücke;Gewicht_verkauft;Durchschnittlicher_Preis;umsatz_tot;origin;year;date;ort
A10002;Green;186;186;25;NA;7.44;12.05;08.10.csv;2015;08.10.2015;vista
A10006;Menu Salat;18;18;12;NA;1.5;1.17;08.10.csv;2015;08.10.2015;vista
A10014;Kitchen 4;114;114;9;NA;12.67;7.38;08.10.csv;2015;08.10.2015;vista
A10020;Local 0;464;464;64;NA;7.25;30.05;08.10.csv;2015;08.10.2015;vista
A10040;Garden;62.9;62.9;11;2.684;23.44;4.07;08.10.csv;2015;08.10.2015;vista
A10063;Frucht 1.00;2;2;2;NA;1;0.13;08.10.csv;2015;08.10.2015;vista
A10064;Frucht 1.20;1.2;1.2;1;NA;1.2;0.08;08.10.csv;2015;08.10.2015;vista
A10101;Ragusa-Gipfel ;4.8;4.8;2;NA;2.4;0.31;08.10.csv;2015;08.10.2015;vista
A10102;Mandelgipfel ;7.2;7.2;3;NA;2.4;0.47;08.10.csv;2015;08.10.2015;vista
A10104;Schoggi-Gipfel ;2.4;2.4;1;NA;2.4;0.16;08.10.csv;2015;08.10.2015;vista
A10116;Semmel ;1.4;1.4;1;NA;1.4;0.09;08.10.csv;2015;08.10.2015;vista
A10143;Trockengebäck Lyner verpackt;2.4;2.4;1;NA;2.4;0.16;08.10.csv;2015;08.10.2015;vista
A10151;Pouletstrudel;2.5;2.5;1;NA;2.5;0.16;08.10.csv;2015;08.10.2015;vista
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.83;08.10.csv;2015;08.10.2015;vista
A10400;Sandwich klein;4;4;1;NA;4;0.26;08.10.csv;2015;08.10.2015;vista
A10403;Bagel 1;5.5;5.5;1;NA;5.5;0.36;08.10.csv;2015;08.10.2015;vista
A10416;Sandwich Ticinese;6;6;1;NA;6;0.39;08.10.csv;2015;08.10.2015;vista
A10418;Sandwich Gruyere Semmel;4;4;1;NA;4;0.26;08.10.csv;2015;08.10.2015;vista
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.26;08.10.csv;2015;08.10.2015;vista
A10451;Sandwich Bauette;10;10;2;NA;5;0.65;08.10.csv;2015;08.10.2015;vista
A10001;Favorite;433;433;59;NA;7.34;33.29;09.10.csv;2015;09.10.2015;vista
A10002;Green;168;168;22;NA;7.64;12.92;09.10.csv;2015;09.10.2015;vista
A100039;Portion Pommes;5.5;5.5;1;NA;5.5;0.42;09.10.csv;2015;09.10.2015;vista
A10005;Menu Suppe;1.5;1.5;1;NA;1.5;0.12;09.10.csv;2015;09.10.2015;vista
A10006;Menu Salat;7.5;7.5;5;NA;1.5;0.58;09.10.csv;2015;09.10.2015;vista
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.08;09.10.csv;2015;09.10.2015;vista
A10012;Kitchen 2;279;279;27;NA;10.33;21.45;09.10.csv;2015;09.10.2015;vista
A10020;Local 0;341;341;47;NA;7.26;26.22;09.10.csv;2015;09.10.2015;vista
A10040;Garden;26.7;26.7;5;1.162;22.98;2.05;09.10.csv;2015;09.10.2015;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.23;09.10.csv;2015;09.10.2015;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.18;09.10.csv;2015;09.10.2015;vista
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.34;09.10.csv;2015;09.10.2015;vista
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.13;09.10.csv;2015;09.10.2015;vista
A10115;Kaisersemmel ;1.4;1.4;1;NA;1.4;0.11;09.10.csv;2015;09.10.2015;vista
A10163;Bürli;1.4;1.4;1;NA;1.4;0.11;09.10.csv;2015;09.10.2015;vista
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.25;09.10.csv;2015;09.10.2015;vista
A10400;Sandwich klein;8;8;2;NA;4;0.62;09.10.csv;2015;09.10.2015;vista
A10401;Sandwich Mittel;5;5;1;NA;5;0.38;09.10.csv;2015;09.10.2015;vista
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.35;09.10.csv;2015;09.10.2015;vista
L19100;Patisserie offen;2.5;2.5;1;NA;2.5;0.19;09.10.csv;2015;09.10.2015;vista
A10001;Favorite;548;548;75;NA;7.31;30.68;12.10.csv;2015;12.10.2015;vista
A10002;Green;620;620;86;NA;7.21;34.71;12.10.csv;2015;12.10.2015;vista
A10006;Menu Salat;12;12;8;NA;1.5;0.67;12.10.csv;2015;12.10.2015;vista
A10011;Kitchen 1;74;74;8;NA;9.25;4.14;12.10.csv;2015;12.10.2015;vista
A10020;Local 0;403;403;55;NA;7.33;22.56;12.10.csv;2015;12.10.2015;vista
A10040;Garden;47.9;47.9;10;2.026;23.64;2.68;12.10.csv;2015;12.10.2015;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.06;12.10.csv;2015;12.10.2015;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.17;12.10.csv;2015;12.10.2015;vista
A10102;Mandelgipfel ;7.2;7.2;3;NA;2.4;0.4;12.10.csv;2015;12.10.2015;vista
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.25;12.10.csv;2015;12.10.2015;vista
A10112;Maisbrötli;3.4;3.4;2;NA;1.7;0.19;12.10.csv;2015;12.10.2015;vista
A10116;Semmel ;1.4;1.4;1;NA;1.4;0.08;12.10.csv;2015;12.10.2015;vista
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.13;12.10.csv;2015;12.10.2015;vista
A10131;Vanille/Apfelstange;5.3;5.3;2;NA;2.65;0.3;12.10.csv;2015;12.10.2015;vista
A10136;Muffin;5;5;2;NA;2.5;0.28;12.10.csv;2015;12.10.2015;vista
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.12;12.10.csv;2015;12.10.2015;vista
A10161;Muffin gross;6;6;2;NA;3;0.34;12.10.csv;2015;12.10.2015;vista
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.72;12.10.csv;2015;12.10.2015;vista
A10403;Bagel 1;5.5;5.5;1;NA;5.5;0.31;12.10.csv;2015;12.10.2015;vista
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.31;12.10.csv;2015;12.10.2015;vista
A10416;Sandwich Ticinese;6;6;1;NA;6;0.34;12.10.csv;2015;12.10.2015;vista
A10417;Sandwich Softie;4;4;1;NA;4;0.22;12.10.csv;2015;12.10.2015;vista
A10425;Sandwich Italien;6;6;1;NA;6;0.34;12.10.csv;2015;12.10.2015;vista
A10000;Catering;28.1;28.1;4;NA;7.03;1.49;13.10.csv;2015;13.10.2015;vista
A10001;Favorite;473;473;65;NA;7.28;25.03;13.10.csv;2015;13.10.2015;vista
A10002;Green;278;278;38;NA;7.32;14.71;13.10.csv;2015;13.10.2015;vista
A10006;Menu Salat;39;39;26;NA;1.5;2.06;13.10.csv;2015;13.10.2015;vista
A10013;Kitchen 3;451;451;40;NA;11.28;23.87;13.10.csv;2015;13.10.2015;vista
A10020;Local 0;490;490;67;NA;7.31;25.93;13.10.csv;2015;13.10.2015;vista
A10040;Garden;36.7;36.7;6;1.594;23.02;1.94;13.10.csv;2015;13.10.2015;vista
A10063;Frucht 1.00;4;4;4;NA;1;0.21;13.10.csv;2015;13.10.2015;vista
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.19;13.10.csv;2015;13.10.2015;vista
A10101;Ragusa-Gipfel ;7.7;7.7;3;NA;2.57;0.41;13.10.csv;2015;13.10.2015;vista
A10102;Mandelgipfel ;4.8;4.8;2;NA;2.4;0.25;13.10.csv;2015;13.10.2015;vista
A10104;Schoggi-Gipfel ;2.4;2.4;1;NA;2.4;0.13;13.10.csv;2015;13.10.2015;vista
A10105;Schinkengipfel ;2.5;2.5;1;NA;2.5;0.13;13.10.csv;2015;13.10.2015;vista
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.13;13.10.csv;2015;13.10.2015;vista
A10125;Nussstange;2.4;2.4;1;NA;2.4;0.13;13.10.csv;2015;13.10.2015;vista
A10129;Aprikosen-Bögli;2.4;2.4;1;NA;2.4;0.13;13.10.csv;2015;13.10.2015;vista
A10135;Wähe;7.8;7.8;2;NA;3.9;0.41;13.10.csv;2015;13.10.2015;vista
A10161;Muffin gross;3;3;1;NA;3;0.16;13.10.csv;2015;13.10.2015;vista
A10163;Bürli;1.4;1.4;1;NA;1.4;0.07;13.10.csv;2015;13.10.2015;vista
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.17;13.10.csv;2015;13.10.2015;vista
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.48;13.10.csv;2015;13.10.2015;vista
A10414;Sandwich Ham & Cheese;11;11;2;NA;5.5;0.58;13.10.csv;2015;13.10.2015;vista
A10416;Sandwich Ticinese;12;12;2;NA;6;0.64;13.10.csv;2015;13.10.2015;vista
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.29;13.10.csv;2015;13.10.2015;vista
A10451;Sandwich Bauette;5;5;1;NA;5;0.26;13.10.csv;2015;13.10.2015;vista
L19100;Patisserie offen;3.9;3.9;1;NA;3.9;0.21;13.10.csv;2015;13.10.2015;vista
A10000;Catering;17;17;3;NA;5.67;1.04;14.10.csv;2015;14.10.2015;vista
A10001;Favorite;806;806;110;NA;7.33;49.18;14.10.csv;2015;14.10.2015;vista
A10002;Green;200;200;27;NA;7.41;12.2;14.10.csv;2015;14.10.2015;vista
A10006;Menu Salat;45;45;30;NA;1.5;2.75;14.10.csv;2015;14.10.2015;vista
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.03;14.10.csv;2015;14.10.2015;vista
A10011;Kitchen 1;265;265;28;NA;9.46;16.17;14.10.csv;2015;14.10.2015;vista
A10014;Kitchen 4;159;159;12;NA;13.25;9.7;14.10.csv;2015;14.10.2015;vista
A10040;Garden;42.5;42.5;9;1.794;23.69;2.59;14.10.csv;2015;14.10.2015;vista
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.21;14.10.csv;2015;14.10.2015;vista
A10101;Ragusa-Gipfel ;14.4;14.4;6;NA;2.4;0.88;14.10.csv;2015;14.10.2015;vista
A10102;Mandelgipfel ;9.6;9.6;4;NA;2.4;0.59;14.10.csv;2015;14.10.2015;vista
A10104;Schoggi-Gipfel ;4.8;4.8;2;NA;2.4;0.29;14.10.csv;2015;14.10.2015;vista
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.27;14.10.csv;2015;14.10.2015;vista
A10111;Schoggi Fair;4.4;4.4;2;NA;2.2;0.27;14.10.csv;2015;14.10.2015;vista
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.1;14.10.csv;2015;14.10.2015;vista
A10125;Nussstange;4.8;4.8;2;NA;2.4;0.29;14.10.csv;2015;14.10.2015;vista
A10135;Wähe;7.8;7.8;2;NA;3.9;0.48;14.10.csv;2015;14.10.2015;vista
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.13;14.10.csv;2015;14.10.2015;vista
A10153;Calzone;3.5;3.5;1;NA;3.5;0.21;14.10.csv;2015;14.10.2015;vista
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.39;14.10.csv;2015;14.10.2015;vista
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.27;14.10.csv;2015;14.10.2015;vista
A10414;Sandwich Ham & Cheese;11;11;2;NA;5.5;0.67;14.10.csv;2015;14.10.2015;vista
A10416;Sandwich Ticinese;6;6;1;NA;6;0.37;14.10.csv;2015;14.10.2015;vista
A10451;Sandwich Bauette;15;15;3;NA;5;0.92;14.10.csv;2015;14.10.2015;vista
A10000;Catering;1;1;1;NA;1;0.06;15.10.csv;2015;15.10.2015;vista
A10001;Favorite;676;676;92;NA;7.35;39.12;15.10.csv;2015;15.10.2015;vista
A10002;Green;411;411;55;NA;7.47;23.78;15.10.csv;2015;15.10.2015;vista
A100039;Portion Pommes;5.5;5.5;1;NA;5.5;0.32;15.10.csv;2015;15.10.2015;vista
A10006;Menu Salat;27;27;18;NA;1.5;1.56;15.10.csv;2015;15.10.2015;vista
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.03;15.10.csv;2015;15.10.2015;vista
A10012;Kitchen 2;95;95;9;NA;10.56;5.5;15.10.csv;2015;15.10.2015;vista
A10020;Local 0;359;359;48;NA;7.48;20.77;15.10.csv;2015;15.10.2015;vista
A10040;Garden;51;51;10;2.214;23.04;2.95;15.10.csv;2015;15.10.2015;vista
A10060;Frucht -.70;0.7;0.7;1;NA;0.7;0.04;15.10.csv;2015;15.10.2015;vista
A10062;Frucht -.90;0.9;0.9;1;NA;0.9;0.05;15.10.csv;2015;15.10.2015;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.06;15.10.csv;2015;15.10.2015;vista
A10073;Saisonfrüchte geschnitten;7;7;2;NA;3.5;0.41;15.10.csv;2015;15.10.2015;vista
A10102;Mandelgipfel ;7.2;7.2;3;NA;2.4;0.42;15.10.csv;2015;15.10.2015;vista
A10104;Schoggi-Gipfel ;2.4;2.4;1;NA;2.4;0.14;15.10.csv;2015;15.10.2015;vista
A10111;Schoggi Fair;4.4;4.4;2;NA;2.2;0.25;15.10.csv;2015;15.10.2015;vista
A10131;Vanille/Apfelstange;2.4;2.4;1;NA;2.4;0.14;15.10.csv;2015;15.10.2015;vista
A10135;Wähe;3.9;3.9;1;NA;3.9;0.23;15.10.csv;2015;15.10.2015;vista
A10136;Muffin;2.5;2.5;1;NA;2.5;0.14;15.10.csv;2015;15.10.2015;vista
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.13;15.10.csv;2015;15.10.2015;vista
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.37;15.10.csv;2015;15.10.2015;vista
A10401;Sandwich Mittel;30;30;6;NA;5;1.74;15.10.csv;2015;15.10.2015;vista
A10403;Bagel 1;22;22;4;NA;5.5;1.27;15.10.csv;2015;15.10.2015;vista
L19100;Patisserie offen;9.2;9.2;4;NA;2.3;0.53;15.10.csv;2015;15.10.2015;vista
A10000;Catering;3;3;1;NA;3;0.2;16.10.csv;2015;16.10.2015;vista
A10001;Favorite;542;542;75;NA;7.23;36.88;16.10.csv;2015;16.10.2015;vista
A10002;Green;272;272;37;NA;7.35;18.51;16.10.csv;2015;16.10.2015;vista
A10006;Menu Salat;22.5;22.5;15;NA;1.5;1.53;16.10.csv;2015;16.10.2015;vista
A10012;Kitchen 2;194;194;18;NA;10.78;13.2;16.10.csv;2015;16.10.2015;vista
A10014;Kitchen 4;357;357;29;NA;12.31;24.29;16.10.csv;2015;16.10.2015;vista
A10040;Garden;40.7;40.7;7;1.772;22.97;2.77;16.10.csv;2015;16.10.2015;vista
A10063;Frucht 1.00;1;1;1;NA;1;0.07;16.10.csv;2015;16.10.2015;vista
A10064;Frucht 1.20;2.4;2.4;2;NA;1.2;0.16;16.10.csv;2015;16.10.2015;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.2;16.10.csv;2015;16.10.2015;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.16;16.10.csv;2015;16.10.2015;vista
A10136;Muffin;10;10;4;NA;2.5;0.68;16.10.csv;2015;16.10.2015;vista
A10143;Trockengebäck Lyner verpackt;2.4;2.4;1;NA;2.4;0.16;16.10.csv;2015;16.10.2015;vista
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.22;16.10.csv;2015;16.10.2015;vista
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.27;16.10.csv;2015;16.10.2015;vista
A10451;Sandwich Bauette;10;10;2;NA;5;0.68;16.10.csv;2015;16.10.2015;vista
A10001;Favorite;1195;1195;165;NA;7.24;64.52;19.10.csv;2015;19.10.2015;vista
A10002;Green;260;260;35;NA;7.43;14.04;19.10.csv;2015;19.10.2015;vista
A10006;Menu Salat;45;45;30;NA;1.5;2.43;19.10.csv;2015;19.10.2015;vista
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.05;19.10.csv;2015;19.10.2015;vista
A10012;Kitchen 2;75;75;7;NA;10.71;4.05;19.10.csv;2015;19.10.2015;vista
A10020;Local 0;117;117;16;NA;7.31;6.32;19.10.csv;2015;19.10.2015;vista
A10040;Garden;80.9;80.9;14;3.486;23.21;4.37;19.10.csv;2015;19.10.2015;vista
A10063;Frucht 1.00;5;5;5;NA;1;0.27;19.10.csv;2015;19.10.2015;vista
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.19;19.10.csv;2015;19.10.2015;vista
A10101;Ragusa-Gipfel ;7.2;7.2;3;NA;2.4;0.39;19.10.csv;2015;19.10.2015;vista
A10102;Mandelgipfel ;4.8;4.8;2;NA;2.4;0.26;19.10.csv;2015;19.10.2015;vista
A10105;Schinkengipfel ;2.5;2.5;1;NA;2.5;0.13;19.10.csv;2015;19.10.2015;vista
A10111;Schoggi Fair;2.2;2.2;1;NA;2.2;0.12;19.10.csv;2015;19.10.2015;vista
A10121;Mandelschnecke ;2.4;2.4;1;NA;2.4;0.13;19.10.csv;2015;19.10.2015;vista
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.13;19.10.csv;2015;19.10.2015;vista
A10125;Nussstange;2.9;2.9;1;NA;2.9;0.16;19.10.csv;2015;19.10.2015;vista
A10135;Wähe;4.4;4.4;1;NA;4.4;0.24;19.10.csv;2015;19.10.2015;vista
A10136;Muffin;2.5;2.5;1;NA;2.5;0.13;19.10.csv;2015;19.10.2015;vista
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.12;19.10.csv;2015;19.10.2015;vista
A10161;Muffin gross;3;3;1;NA;3;0.16;19.10.csv;2015;19.10.2015;vista
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.69;19.10.csv;2015;19.10.2015;vista
A10401;Sandwich Mittel;5;5;1;NA;5;0.27;19.10.csv;2015;19.10.2015;vista
A10410;Sandwich Milano;4;4;1;NA;4;0.22;19.10.csv;2015;19.10.2015;vista
A10422;Sandwich Turkey Classic;6.5;6.5;1;NA;6.5;0.35;19.10.csv;2015;19.10.2015;vista
A10451;Sandwich Bauette;5;5;1;NA;5;0.27;19.10.csv;2015;19.10.2015;vista
A10000;Catering;9.5;9.5;2;NA;4.75;0.55;20.10.csv;2015;20.10.2015;vista
A10001;Favorite;922;922;127;NA;7.26;53.65;20.10.csv;2015;20.10.2015;vista
A10002;Green;199;199;27;NA;7.37;11.58;20.10.csv;2015;20.10.2015;vista
A10005;Menu Suppe;4.5;4.5;3;NA;1.5;0.26;20.10.csv;2015;20.10.2015;vista
A10006;Menu Salat;58.5;58.5;39;NA;1.5;3.4;20.10.csv;2015;20.10.2015;vista
A10012;Kitchen 2;95;95;9;NA;10.56;5.53;20.10.csv;2015;20.10.2015;vista
A10020;Local 0;278;278;38;NA;7.32;16.18;20.10.csv;2015;20.10.2015;vista
A10040;Garden;44.4;44.4;8;1.932;22.98;2.58;20.10.csv;2015;20.10.2015;vista
A10061;Frucht -.80;1.6;1.6;2;NA;0.8;0.09;20.10.csv;2015;20.10.2015;vista
A10063;Frucht 1.00;3;3;3;NA;1;0.17;20.10.csv;2015;20.10.2015;vista
A10064;Frucht 1.20;1.2;1.2;1;NA;1.2;0.07;20.10.csv;2015;20.10.2015;vista
A10072;Schichtjoghurt;9;9;3;NA;3;0.52;20.10.csv;2015;20.10.2015;vista
A10104;Schoggi-Gipfel ;7.2;7.2;3;NA;2.4;0.42;20.10.csv;2015;20.10.2015;vista
A10105;Schinkengipfel ;5;5;2;NA;2.5;0.29;20.10.csv;2015;20.10.2015;vista
A10111;Schoggi Fair;4.4;4.4;2;NA;2.2;0.26;20.10.csv;2015;20.10.2015;vista
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.14;20.10.csv;2015;20.10.2015;vista
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.14;20.10.csv;2015;20.10.2015;vista
A10126;Apfel im Schlafrock;4.8;4.8;2;NA;2.4;0.28;20.10.csv;2015;20.10.2015;vista
A10131;Vanille/Apfelstange;2.4;2.4;1;NA;2.4;0.14;20.10.csv;2015;20.10.2015;vista
A10135;Wähe;3.9;3.9;1;NA;3.9;0.23;20.10.csv;2015;20.10.2015;vista
A10136;Muffin;2.5;2.5;1;NA;2.5;0.15;20.10.csv;2015;20.10.2015;vista
A10150;Spinatstrudel;5;5;2;NA;2.5;0.29;20.10.csv;2015;20.10.2015;vista
A10161;Muffin gross;3;3;1;NA;3;0.17;20.10.csv;2015;20.10.2015;vista
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.74;20.10.csv;2015;20.10.2015;vista
A10412;Sandwich Gruyere;8;8;2;NA;4;0.47;20.10.csv;2015;20.10.2015;vista
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.26;20.10.csv;2015;20.10.2015;vista
A10416;Sandwich Ticinese;6;6;1;NA;6;0.35;20.10.csv;2015;20.10.2015;vista
A10418;Sandwich Gruyere Semmel;4;4;1;NA;4;0.23;20.10.csv;2015;20.10.2015;vista
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.32;20.10.csv;2015;20.10.2015;vista
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.23;20.10.csv;2015;20.10.2015;vista
A10451;Sandwich Bauette;5;5;1;NA;5;0.29;20.10.csv;2015;20.10.2015;vista
A10000;Catering;13;13;3;NA;4.33;0.77;21.10.csv;2015;21.10.2015;vista
A10001;Favorite;996;996;136;NA;7.32;59.02;21.10.csv;2015;21.10.2015;vista
A10002;Green;166;166;23;NA;7.22;9.84;21.10.csv;2015;21.10.2015;vista
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.04;21.10.csv;2015;21.10.2015;vista
A10005;Menu Suppe;12;12;8;NA;1.5;0.71;21.10.csv;2015;21.10.2015;vista
A10006;Menu Salat;72;72;48;NA;1.5;4.27;21.10.csv;2015;21.10.2015;vista
A10012;Kitchen 2;11;11;1;NA;11;0.65;21.10.csv;2015;21.10.2015;vista
A10013;Kitchen 3;235;235;21;NA;11.19;13.93;21.10.csv;2015;21.10.2015;vista
A10020;Local 0;65;65;9;NA;7.22;3.85;21.10.csv;2015;21.10.2015;vista
A10040;Garden;55.3;55.3;9;2.408;22.97;3.28;21.10.csv;2015;21.10.2015;vista
A10061;Frucht -.80;0.8;0.8;1;NA;0.8;0.05;21.10.csv;2015;21.10.2015;vista
A10063;Frucht 1.00;5;5;5;NA;1;0.3;21.10.csv;2015;21.10.2015;vista
A10101;Ragusa-Gipfel ;4.8;4.8;2;NA;2.4;0.28;21.10.csv;2015;21.10.2015;vista
A10102;Mandelgipfel ;9.6;9.6;4;NA;2.4;0.57;21.10.csv;2015;21.10.2015;vista
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.13;21.10.csv;2015;21.10.2015;vista
A10121;Mandelschnecke ;4.8;4.8;2;NA;2.4;0.28;21.10.csv;2015;21.10.2015;vista
A10125;Nussstange;2.4;2.4;1;NA;2.4;0.14;21.10.csv;2015;21.10.2015;vista
A10150;Spinatstrudel;2.5;2.5;1;NA;2.5;0.15;21.10.csv;2015;21.10.2015;vista
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.57;21.10.csv;2015;21.10.2015;vista
A10409;Sandwich Appenzell;6.5;6.5;1;NA;6.5;0.39;21.10.csv;2015;21.10.2015;vista
A10410;Sandwich Milano;4;4;1;NA;4;0.24;21.10.csv;2015;21.10.2015;vista
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.27;21.10.csv;2015;21.10.2015;vista
A10451;Sandwich Bauette;5;5;1;NA;5;0.3;21.10.csv;2015;21.10.2015;vista
A10001;Favorite;776;776;106;NA;7.32;42.73;22.10.csv;2015;22.10.2015;vista
A10002;Green;359;359;49;NA;7.33;19.77;22.10.csv;2015;22.10.2015;vista
A10005;Menu Suppe;13;13;8;NA;1.63;0.72;22.10.csv;2015;22.10.2015;vista
A10006;Menu Salat;54;54;36;NA;1.5;2.97;22.10.csv;2015;22.10.2015;vista
A10011;Kitchen 1;104;104;10;NA;10.4;5.73;22.10.csv;2015;22.10.2015;vista
A10020;Local 0;387;387;54;NA;7.17;21.31;22.10.csv;2015;22.10.2015;vista
A10040;Garden;46.5;46.5;6;1.984;23.44;2.56;22.10.csv;2015;22.10.2015;vista
A10061;Frucht -.80;0.8;0.8;1;NA;0.8;0.04;22.10.csv;2015;22.10.2015;vista
A10063;Frucht 1.00;2;2;2;NA;1;0.11;22.10.csv;2015;22.10.2015;vista
A10072;Schichtjoghurt;3;3;1;NA;3;0.17;22.10.csv;2015;22.10.2015;vista
A10101;Ragusa-Gipfel ;7.2;7.2;3;NA;2.4;0.4;22.10.csv;2015;22.10.2015;vista
A10102;Mandelgipfel ;2.4;2.4;1;NA;2.4;0.13;22.10.csv;2015;22.10.2015;vista
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.13;22.10.csv;2015;22.10.2015;vista
A10104;Schoggi-Gipfel ;2.4;2.4;1;NA;2.4;0.13;22.10.csv;2015;22.10.2015;vista
A10105;Schinkengipfel ;5;5;2;NA;2.5;0.28;22.10.csv;2015;22.10.2015;vista
A10121;Mandelschnecke ;2.4;2.4;1;NA;2.4;0.13;22.10.csv;2015;22.10.2015;vista
A10135;Wähe;3.9;3.9;1;NA;3.9;0.21;22.10.csv;2015;22.10.2015;vista
A10136;Muffin;10;10;4;NA;2.5;0.55;22.10.csv;2015;22.10.2015;vista
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.12;22.10.csv;2015;22.10.2015;vista
A10153;Calzone;3.5;3.5;1;NA;3.5;0.19;22.10.csv;2015;22.10.2015;vista
A10161;Muffin gross;9;9;3;NA;3;0.5;22.10.csv;2015;22.10.2015;vista
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.25;22.10.csv;2015;22.10.2015;vista
A10414;Sandwich Ham & Cheese;11;11;2;NA;5.5;0.61;22.10.csv;2015;22.10.2015;vista
A10451;Sandwich Bauette;5;5;1;NA;5;0.28;22.10.csv;2015;22.10.2015;vista
A10000;Catering;12;12;1;NA;12;0.85;23.10.csv;2015;23.10.2015;vista
A10001;Favorite;314;314;42;NA;7.48;22.11;23.10.csv;2015;23.10.2015;vista
A10002;Green;428;428;59;NA;7.25;30.14;23.10.csv;2015;23.10.2015;vista
A10006;Menu Salat;36;36;24;NA;1.5;2.54;23.10.csv;2015;23.10.2015;vista
A10012;Kitchen 2;182;182;17;NA;10.71;12.82;23.10.csv;2015;23.10.2015;vista
A10020;Local 0;370;370;52;NA;7.12;26.06;23.10.csv;2015;23.10.2015;vista
A10040;Garden;18.9;18.9;4;0.818;23.11;1.33;23.10.csv;2015;23.10.2015;vista
A10063;Frucht 1.00;2;2;2;NA;1;0.14;23.10.csv;2015;23.10.2015;vista
A10072;Schichtjoghurt;6;6;2;NA;3;0.42;23.10.csv;2015;23.10.2015;vista
A10102;Mandelgipfel ;4.8;4.8;2;NA;2.4;0.34;23.10.csv;2015;23.10.2015;vista
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.17;23.10.csv;2015;23.10.2015;vista
A10105;Schinkengipfel ;5;5;2;NA;2.5;0.35;23.10.csv;2015;23.10.2015;vista
A10121;Mandelschnecke ;2.4;2.4;1;NA;2.4;0.17;23.10.csv;2015;23.10.2015;vista
A10144;Trockengebäck 100g verpackt;6.6;6.6;3;NA;2.2;0.46;23.10.csv;2015;23.10.2015;vista
