Artikel,article_description,Bruttobetrag,Nettobetrag,Verkaufte_Stücke,Gewicht_verkauft,Durchschnittlicher_Preis,umsatz_tot,origin,year,date
A10006,Menu Salat,13.5,13.5,9,NA,1.5,0.58,19.09.csv,2016,19.09.2016
A10040,Garden,237.8,237.8,35,10.24,23.22,10.21,19.09.csv,2016,19.09.2016
A10063,Frucht 1.00,7,7,7,NA,1,0.3,19.09.csv,2016,19.09.2016
A10072,Schichtjoghurt,18,18,6,NA,3,0.77,19.09.csv,2016,19.09.2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.31,19.09.csv,2016,19.09.2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.1,19.09.csv,2016,19.09.2016
A10105,Schinkengipfel ,3.5,3.5,1,NA,3.5,0.15,19.09.csv,2016,19.09.2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0.09,19.09.csv,2016,19.09.2016
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0.1,19.09.csv,2016,19.09.2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0.1,19.09.csv,2016,19.09.2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0.19,19.09.csv,2016,19.09.2016
A10136,Muffin,7.5,7.5,3,NA,2.5,0.32,19.09.csv,2016,19.09.2016
A10147,Pariser Gipfel,1.6,1.6,1,NA,1.6,0.07,19.09.csv,2016,19.09.2016
A10161,Muffin gross,6,6,2,NA,3,0.26,19.09.csv,2016,19.09.2016
A10200,Birchermüesli Classic,19.2,19.2,6,NA,3.2,0.82,19.09.csv,2016,19.09.2016
A10410,Sandwich Milano,4,4,1,NA,4,0.17,19.09.csv,2016,19.09.2016
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0.24,19.09.csv,2016,19.09.2016
A10000,Catering,20.5,20.5,2,NA,10.25,1.2,20.09.csv,2016,20.09.2016
A10001,Favorite,1205,1205,163,NA,7.39,70.55,20.09.csv,2016,20.09.2016
A10002,Green,265,265,36,NA,7.36,15.52,20.09.csv,2016,20.09.2016
A10006,Menu Salat,3,3,2,NA,1.5,0.18,20.09.csv,2016,20.09.2016
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0.06,20.09.csv,2016,20.09.2016
A10040,Garden,144.4,144.4,20,6.266,23.05,8.45,20.09.csv,2016,20.09.2016
A10063,Frucht 1.00,3,3,3,NA,1,0.18,20.09.csv,2016,20.09.2016
A10072,Schichtjoghurt,3,3,1,NA,3,0.18,20.09.csv,2016,20.09.2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.14,20.09.csv,2016,20.09.2016
A10105,Schinkengipfel ,7,7,2,NA,3.5,0.41,20.09.csv,2016,20.09.2016
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0.39,20.09.csv,2016,20.09.2016
A10114,Fitnessbrötli ,4.4,4.4,2,NA,2.2,0.26,20.09.csv,2016,20.09.2016
A10119,Studentenschnitte ,4.8,4.8,2,NA,2.4,0.28,20.09.csv,2016,20.09.2016
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.14,20.09.csv,2016,20.09.2016
A10125,Nussstange,2.4,2.4,1,NA,2.4,0.14,20.09.csv,2016,20.09.2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.56,20.09.csv,2016,20.09.2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0.32,20.09.csv,2016,20.09.2016
A10410,Sandwich Milano,4,4,1,NA,4,0.23,20.09.csv,2016,20.09.2016
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0.32,20.09.csv,2016,20.09.2016
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0.32,20.09.csv,2016,20.09.2016
L19100,Patisserie offen,3,3,1,NA,3,0.18,20.09.csv,2016,20.09.2016
A10000,Catering,16.3,16.3,5,NA,3.26,0.85,21.09.csv,2016,21.09.2016
A10001,Favorite,665,665,90,NA,7.39,34.86,21.09.csv,2016,21.09.2016
A10002,Green,375,375,52,NA,7.21,19.66,21.09.csv,2016,21.09.2016
A10006,Menu Salat,20.5,20.5,13,NA,1.58,1.07,21.09.csv,2016,21.09.2016
A10007,Senf Mayo Ketschup,1.5,1.5,3,NA,0.5,0.08,21.09.csv,2016,21.09.2016
A10014,Kitchen 4,624,624,50,NA,12.48,32.71,21.09.csv,2016,21.09.2016
A10040,Garden,189.9,189.9,29,8.222,23.1,9.95,21.09.csv,2016,21.09.2016
A10072,Schichtjoghurt,3,3,1,NA,3,0.16,21.09.csv,2016,21.09.2016
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0.13,21.09.csv,2016,21.09.2016
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0.13,21.09.csv,2016,21.09.2016
A10163,Bürli,1.4,1.4,1,NA,1.4,0.07,21.09.csv,2016,21.09.2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.34,21.09.csv,2016,21.09.2016
A10000,Catering,11.5,11.5,2,NA,5.75,0.67,22.09.csv,2016,22.09.2016
A10001,Favorite,1034,1034,143,NA,7.23,59.86,22.09.csv,2016,22.09.2016
A10002,Green,287,287,39,NA,7.36,16.62,22.09.csv,2016,22.09.2016
A10006,Menu Salat,34.5,34.5,23,NA,1.5,2,22.09.csv,2016,22.09.2016
A10007,Senf Mayo Ketschup,2.5,2.5,5,NA,0.5,0.14,22.09.csv,2016,22.09.2016
A10040,Garden,288.7,288.7,43,12.556,22.99,16.71,22.09.csv,2016,22.09.2016
A10063,Frucht 1.00,1,1,1,NA,1,0.06,22.09.csv,2016,22.09.2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.2,22.09.csv,2016,22.09.2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.14,22.09.csv,2016,22.09.2016
A10105,Schinkengipfel ,3.5,3.5,1,NA,3.5,0.2,22.09.csv,2016,22.09.2016
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0.25,22.09.csv,2016,22.09.2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.13,22.09.csv,2016,22.09.2016
A10118,Brownie ,2.4,2.4,1,NA,2.4,0.14,22.09.csv,2016,22.09.2016
A10125,Nussstange,2.4,2.4,1,NA,2.4,0.14,22.09.csv,2016,22.09.2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0.14,22.09.csv,2016,22.09.2016
A10135,Wähe,13.5,13.5,3,NA,4.5,0.78,22.09.csv,2016,22.09.2016
A10136,Muffin,10,10,4,NA,2.5,0.58,22.09.csv,2016,22.09.2016
A10147,Pariser Gipfel,1.6,1.6,1,NA,1.6,0.09,22.09.csv,2016,22.09.2016
A10164,Hausgemachter Kuchen,2.5,2.5,1,NA,2.5,0.14,22.09.csv,2016,22.09.2016
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0.74,22.09.csv,2016,22.09.2016
A10411,Sandwich Power Ham,4.5,4.5,1,NA,4.5,0.26,22.09.csv,2016,22.09.2016
A10000,Catering,9,9,5,NA,1.8,0.76,23.09.csv,2016,23.09.2016
A10001,Favorite,602,602,83,NA,7.25,51,23.09.csv,2016,23.09.2016
A10002,Green,161,161,22,NA,7.32,13.64,23.09.csv,2016,23.09.2016
A10006,Menu Salat,4.5,4.5,3,NA,1.5,0.38,23.09.csv,2016,23.09.2016
A10020,Local 0,219,219,29,NA,7.55,18.55,23.09.csv,2016,23.09.2016
A10040,Garden,142,142,20,6.166,23.03,12.03,23.09.csv,2016,23.09.2016
A10063,Frucht 1.00,1,1,1,NA,1,0.08,23.09.csv,2016,23.09.2016
A10072,Schichtjoghurt,3,3,1,NA,3,0.25,23.09.csv,2016,23.09.2016
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0.56,23.09.csv,2016,23.09.2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0.38,23.09.csv,2016,23.09.2016
A10161,Muffin gross,15,15,5,NA,3,1.27,23.09.csv,2016,23.09.2016
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,1.08,23.09.csv,2016,23.09.2016
A10000,Catering,15.7,15.7,4,NA,3.93,0.74,26.09.csv,2016,26.09.2016
A10001,Favorite,1240,1240,171,NA,7.25,58.39,26.09.csv,2016,26.09.2016
A10002,Green,466,466,64,NA,7.28,21.94,26.09.csv,2016,26.09.2016
A10006,Menu Salat,28.5,28.5,19,NA,1.5,1.34,26.09.csv,2016,26.09.2016
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0.05,26.09.csv,2016,26.09.2016
A10040,Garden,304.3,304.3,45,13.124,23.19,14.33,26.09.csv,2016,26.09.2016
A10063,Frucht 1.00,3,3,3,NA,1,0.14,26.09.csv,2016,26.09.2016
A10064,Frucht 1.20,1.2,1.2,1,NA,1.2,0.06,26.09.csv,2016,26.09.2016
A100700,Yogi,1.6,1.6,1,NA,1.6,0.08,26.09.csv,2016,26.09.2016
A10072,Schichtjoghurt,3,3,1,NA,3,0.14,26.09.csv,2016,26.09.2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.16,26.09.csv,2016,26.09.2016
A10101,Ragusa-Gipfel ,12,12,5,NA,2.4,0.57,26.09.csv,2016,26.09.2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.11,26.09.csv,2016,26.09.2016
A10108,Laugenbrezel mit Butter,6.8,6.8,3,NA,2.27,0.32,26.09.csv,2016,26.09.2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0.21,26.09.csv,2016,26.09.2016
A10115,Kaisersemmel ,1.4,1.4,1,NA,1.4,0.07,26.09.csv,2016,26.09.2016
A10116,Semmel ,1.4,1.4,1,NA,1.4,0.07,26.09.csv,2016,26.09.2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0.11,26.09.csv,2016,26.09.2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.45,26.09.csv,2016,26.09.2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0.26,26.09.csv,2016,26.09.2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.21,26.09.csv,2016,26.09.2016
A10433,Bagel Sandwich Vegi Luxus,5.5,5.5,1,NA,5.5,0.26,26.09.csv,2016,26.09.2016
A10000,Catering,17.5,17.5,5,NA,3.5,1.04,27.09.csv,2016,27.09.2016
A10001,Favorite,628,628,84,NA,7.48,37.31,27.09.csv,2016,27.09.2016
A10002,Green,712,712,97,NA,7.34,42.3,27.09.csv,2016,27.09.2016
A10006,Menu Salat,27,27,18,NA,1.5,1.6,27.09.csv,2016,27.09.2016
A10040,Garden,261.5,261.5,40,11.364,23.01,15.53,27.09.csv,2016,27.09.2016
A10063,Frucht 1.00,1,1,1,NA,1,0.06,27.09.csv,2016,27.09.2016
A10101,Ragusa-Gipfel ,12,12,5,NA,2.4,0.71,27.09.csv,2016,27.09.2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.14,27.09.csv,2016,27.09.2016
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0.26,27.09.csv,2016,27.09.2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.13,27.09.csv,2016,27.09.2016
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0.1,27.09.csv,2016,27.09.2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.57,27.09.csv,2016,27.09.2016
A10417,Sandwich Softie,4,4,1,NA,4,0.24,27.09.csv,2016,27.09.2016
A10000,Catering,33.8,33.8,7,NA,4.83,1.53,28.09.csv,2016,28.09.2016
A10001,Favorite,611,611,82,NA,7.45,27.75,28.09.csv,2016,28.09.2016
A10002,Green,387,387,52,NA,7.44,17.57,28.09.csv,2016,28.09.2016
A10006,Menu Salat,22.5,22.5,15,NA,1.5,1.02,28.09.csv,2016,28.09.2016
A10007,Senf Mayo Ketschup,2,2,4,NA,0.5,0.09,28.09.csv,2016,28.09.2016
A10014,Kitchen 4,809,809,65,NA,12.45,36.74,28.09.csv,2016,28.09.2016
A10020,Local 0,180,180,24,NA,7.5,8.17,28.09.csv,2016,28.09.2016
A10040,Garden,111.9,111.9,17,4.868,22.99,5.08,28.09.csv,2016,28.09.2016
A10072,Schichtjoghurt,3,3,1,NA,3,0.14,28.09.csv,2016,28.09.2016
A10073,Saisonfrüchte geschnitten,7,7,2,NA,3.5,0.32,28.09.csv,2016,28.09.2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.33,28.09.csv,2016,28.09.2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.11,28.09.csv,2016,28.09.2016
A10108,Laugenbrezel mit Butter,8.8,8.8,4,NA,2.2,0.4,28.09.csv,2016,28.09.2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0.2,28.09.csv,2016,28.09.2016
A10118,Brownie ,2.4,2.4,1,NA,2.4,0.11,28.09.csv,2016,28.09.2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.44,28.09.csv,2016,28.09.2016
A10000,Catering,23,23,6,NA,3.83,1.12,29.09.csv,2016,29.09.2016
A10001,Favorite,815,815,111,NA,7.34,39.54,29.09.csv,2016,29.09.2016
A10002,Green,620,620,83,NA,7.47,30.08,29.09.csv,2016,29.09.2016
A10006,Menu Salat,25.5,25.5,17,NA,1.5,1.24,29.09.csv,2016,29.09.2016
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0.02,29.09.csv,2016,29.09.2016
A10020,Local 0,262,262,34,NA,7.71,12.71,29.09.csv,2016,29.09.2016
A10040,Garden,255.8,255.8,38,11.13,22.98,12.41,29.09.csv,2016,29.09.2016
A100700,Yogi,1.6,1.6,1,NA,1.6,0.08,29.09.csv,2016,29.09.2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.17,29.09.csv,2016,29.09.2016
A10080,Tagesdessert 2.50,1.8,1.8,1,NA,1.8,0.09,29.09.csv,2016,29.09.2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.12,29.09.csv,2016,29.09.2016
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0.21,29.09.csv,2016,29.09.2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0.21,29.09.csv,2016,29.09.2016
A10136,Muffin,2.5,2.5,1,NA,2.5,0.12,29.09.csv,2016,29.09.2016
A10161,Muffin gross,9,9,3,NA,3,0.44,29.09.csv,2016,29.09.2016
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0.62,29.09.csv,2016,29.09.2016
A10410,Sandwich Milano,8,8,2,NA,4,0.39,29.09.csv,2016,29.09.2016
A10413,Sandwich Start Your Day,9,9,2,NA,4.5,0.44,29.09.csv,2016,29.09.2016
A10000,Catering,15,15,4,NA,3.75,1.21,30.09.csv,2016,30.09.2016
A10001,Favorite,582,582,79,NA,7.37,47.11,30.09.csv,2016,30.09.2016
A10002,Green,248,248,34,NA,7.29,20.07,30.09.csv,2016,30.09.2016
A100039,Portion Pommes,5.5,5.5,1,NA,5.5,0.45,30.09.csv,2016,30.09.2016
A10006,Menu Salat,16.5,16.5,11,NA,1.5,1.34,30.09.csv,2016,30.09.2016
A10020,Local 0,218,218,29,NA,7.52,17.64,30.09.csv,2016,30.09.2016
A10040,Garden,103.6,103.6,15,4.498,23.03,8.39,30.09.csv,2016,30.09.2016
A10063,Frucht 1.00,1,1,1,NA,1,0.08,30.09.csv,2016,30.09.2016
A100700,Yogi,1.6,1.6,1,NA,1.6,0.13,30.09.csv,2016,30.09.2016
A10072,Schichtjoghurt,6,6,2,NA,3,0.49,30.09.csv,2016,30.09.2016
A10161,Muffin gross,12,12,4,NA,3,0.97,30.09.csv,2016,30.09.2016
A10163,Bürli,1.4,1.4,1,NA,1.4,0.11,30.09.csv,2016,30.09.2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.52,30.09.csv,2016,30.09.2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0.45,30.09.csv,2016,30.09.2016
A10411,Sandwich Power Ham,4,4,1,NA,4,0.32,30.09.csv,2016,30.09.2016
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0.32,30.09.csv,2016,30.09.2016
A10451,Sandwich Bauette,5,5,1,NA,5,0.4,30.09.csv,2016,30.09.2016
A10000,Catering,27.4,27.4,7,NA,3.91,1.34,03.10.csv,2016,03.10.2016
A10001,Favorite,1051,1051,144,NA,7.3,51.59,03.10.csv,2016,03.10.2016
A10002,Green,261,261,36,NA,7.25,12.81,03.10.csv,2016,03.10.2016
A10005,Menu Suppe,6,6,4,NA,1.5,0.29,03.10.csv,2016,03.10.2016
A10006,Menu Salat,27,27,18,NA,1.5,1.33,03.10.csv,2016,03.10.2016
A10020,Local 0,299,299,41,NA,7.29,14.68,03.10.csv,2016,03.10.2016
A10040,Garden,287.1,287.1,40,12.432,23.09,14.09,03.10.csv,2016,03.10.2016
A10063,Frucht 1.00,2,2,2,NA,1,0.1,03.10.csv,2016,03.10.2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.17,03.10.csv,2016,03.10.2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.35,03.10.csv,2016,03.10.2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.12,03.10.csv,2016,03.10.2016
A10103,Vanille-Gipfel,4.8,4.8,2,NA,2.4,0.24,03.10.csv,2016,03.10.2016
A10108,Laugenbrezel mit Butter,13.2,13.2,6,NA,2.2,0.65,03.10.csv,2016,03.10.2016
A10112,Maisbrötli,3.4,3.4,2,NA,1.7,0.17,03.10.csv,2016,03.10.2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0.11,03.10.csv,2016,03.10.2016
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0.08,03.10.csv,2016,03.10.2016
A10136,Muffin,2.5,2.5,1,NA,2.5,0.12,03.10.csv,2016,03.10.2016
A10200,Birchermüesli Classic,16.5,16.5,5,NA,3.3,0.81,03.10.csv,2016,03.10.2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0.27,03.10.csv,2016,03.10.2016
A10410,Sandwich Milano,4,4,1,NA,4,0.2,03.10.csv,2016,03.10.2016
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0.2,03.10.csv,2016,03.10.2016
A10452,Crispy Chicken,6,6,1,NA,6,0.29,03.10.csv,2016,03.10.2016
A10000,Catering,12,12,5,NA,2.4,0.66,04.10.csv,2016,04.10.2016
A10001,Favorite,828,828,110,NA,7.53,45.58,04.10.csv,2016,04.10.2016
A10002,Green,334,334,45,NA,7.42,18.39,04.10.csv,2016,04.10.2016
A10005,Menu Suppe,3,3,2,NA,1.5,0.17,04.10.csv,2016,04.10.2016
A10006,Menu Salat,30,30,20,NA,1.5,1.65,04.10.csv,2016,04.10.2016
A10020,Local 0,323,323,44,NA,7.34,17.78,04.10.csv,2016,04.10.2016
A10040,Garden,217.5,217.5,34,9.378,23.19,11.97,04.10.csv,2016,04.10.2016
A100700,Yogi,1.6,1.6,1,NA,1.6,0.09,04.10.csv,2016,04.10.2016
A10072,Schichtjoghurt,3,3,1,NA,3,0.17,04.10.csv,2016,04.10.2016
A10073,Saisonfrüchte geschnitten,10.5,10.5,3,NA,3.5,0.58,04.10.csv,2016,04.10.2016
A10080,Tagesdessert 2.50,1.8,1.8,1,NA,1.8,0.1,04.10.csv,2016,04.10.2016
A10101,Ragusa-Gipfel ,14.4,14.4,6,NA,2.4,0.79,04.10.csv,2016,04.10.2016
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.26,04.10.csv,2016,04.10.2016
A10112,Maisbrötli,3.4,3.4,2,NA,1.7,0.19,04.10.csv,2016,04.10.2016
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0.09,04.10.csv,2016,04.10.2016
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.13,04.10.csv,2016,04.10.2016
A10411,Sandwich Power Ham,4,4,1,NA,4,0.22,04.10.csv,2016,04.10.2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.25,04.10.csv,2016,04.10.2016
A10417,Sandwich Softie,12,12,3,NA,4,0.66,04.10.csv,2016,04.10.2016
A10451,Sandwich Bauette,5,5,1,NA,5,0.28,04.10.csv,2016,04.10.2016
A10000,Catering,38.7,38.7,9,NA,4.3,2.03,05.10.csv,2016,05.10.2016
A10001,Favorite,313,313,42,NA,7.45,16.39,05.10.csv,2016,05.10.2016
A10002,Green,263,263,36,NA,7.31,13.77,05.10.csv,2016,05.10.2016
A10005,Menu Suppe,4.5,4.5,3,NA,1.5,0.24,05.10.csv,2016,05.10.2016
A10006,Menu Salat,31.5,31.5,21,NA,1.5,1.65,05.10.csv,2016,05.10.2016
A10014,Kitchen 4,730,730,58,NA,12.59,38.23,05.10.csv,2016,05.10.2016
A10020,Local 0,344,344,47,NA,7.32,18.02,05.10.csv,2016,05.10.2016
A10040,Garden,128.1,128.1,21,5.506,23.27,6.71,05.10.csv,2016,05.10.2016
A10063,Frucht 1.00,4,4,4,NA,1,0.21,05.10.csv,2016,05.10.2016
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0.25,05.10.csv,2016,05.10.2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.13,05.10.csv,2016,05.10.2016
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0.12,05.10.csv,2016,05.10.2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.12,05.10.csv,2016,05.10.2016
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0.09,05.10.csv,2016,05.10.2016
A10116,Semmel ,1.4,1.4,1,NA,1.4,0.07,05.10.csv,2016,05.10.2016
A10143,Trockengebäck Lyner verpackt,4.8,4.8,2,NA,2.4,0.25,05.10.csv,2016,05.10.2016
A10144,Trockengebäck 100g verpackt,8.8,8.8,4,NA,2.2,0.46,05.10.csv,2016,05.10.2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.34,05.10.csv,2016,05.10.2016
A10410,Sandwich Milano,8.5,8.5,2,NA,4.25,0.45,05.10.csv,2016,05.10.2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.24,05.10.csv,2016,05.10.2016
A10451,Sandwich Bauette,5,5,1,NA,5,0.26,05.10.csv,2016,05.10.2016
A10000,Catering,104.8,104.8,7,NA,14.97,6.32,06.10.csv,2016,06.10.2016
A10001,Favorite,1163,1163,158,NA,7.36,70.11,06.10.csv,2016,06.10.2016
A10002,Green,178,178,24,NA,7.42,10.73,06.10.csv,2016,06.10.2016
A10006,Menu Salat,34.5,34.5,23,NA,1.5,2.08,06.10.csv,2016,06.10.2016
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0.06,06.10.csv,2016,06.10.2016
A10040,Garden,146.6,146.6,23,6.306,23.25,8.84,06.10.csv,2016,06.10.2016
A10061,Frucht -.80,0.8,0.8,1,NA,0.8,0.05,06.10.csv,2016,06.10.2016
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0.14,06.10.csv,2016,06.10.2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.14,06.10.csv,2016,06.10.2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.14,06.10.csv,2016,06.10.2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.13,06.10.csv,2016,06.10.2016
A10125,Nussstange,2.4,2.4,1,NA,2.4,0.14,06.10.csv,2016,06.10.2016
A10143,Trockengebäck Lyner verpackt,4.8,4.8,2,NA,2.4,0.29,06.10.csv,2016,06.10.2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.58,06.10.csv,2016,06.10.2016
A10411,Sandwich Power Ham,4,4,1,NA,4,0.24,06.10.csv,2016,06.10.2016
A10000,Catering,7.5,7.5,2,NA,3.75,0.57,07.10.csv,2016,07.10.2016
A10001,Favorite,422,422,59,NA,7.15,31.97,07.10.csv,2016,07.10.2016
A10002,Green,629,629,86,NA,7.31,47.65,07.10.csv,2016,07.10.2016
A10005,Menu Suppe,4.5,4.5,3,NA,1.5,0.34,07.10.csv,2016,07.10.2016
A10006,Menu Salat,5.5,5.5,3,NA,1.83,0.42,07.10.csv,2016,07.10.2016
A10040,Garden,219.2,219.2,30,9.492,23.09,16.61,07.10.csv,2016,07.10.2016
A10063,Frucht 1.00,3,3,3,NA,1,0.23,07.10.csv,2016,07.10.2016
A10072,Schichtjoghurt,6,6,2,NA,3,0.45,07.10.csv,2016,07.10.2016
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0.5,07.10.csv,2016,07.10.2016
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0.13,07.10.csv,2016,07.10.2016
A10143,Trockengebäck Lyner verpackt,2.4,2.4,1,NA,2.4,0.18,07.10.csv,2016,07.10.2016
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.17,07.10.csv,2016,07.10.2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.48,07.10.csv,2016,07.10.2016
A10410,Sandwich Milano,4,4,1,NA,4,0.3,07.10.csv,2016,07.10.2016
A10000,Catering,131,131,1,NA,131,6.9,10.10.csv,2016,10.10.2016
A10001,Favorite,704,704,93,NA,7.57,37.1,10.10.csv,2016,10.10.2016
A10002,Green,529,529,73,NA,7.25,27.88,10.10.csv,2016,10.10.2016
A10005,Menu Suppe,4.5,4.5,3,NA,1.5,0.24,10.10.csv,2016,10.10.2016
A10006,Menu Salat,1.5,1.5,1,NA,1.5,0.08,10.10.csv,2016,10.10.2016
A10020,Local 0,229,229,31,NA,7.39,12.07,10.10.csv,2016,10.10.2016
A10040,Garden,225.5,225.5,32,9.7,23.25,11.88,10.10.csv,2016,10.10.2016
A10063,Frucht 1.00,2,2,2,NA,1,0.11,10.10.csv,2016,10.10.2016
A10072,Schichtjoghurt,6,6,2,NA,3,0.32,10.10.csv,2016,10.10.2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.18,10.10.csv,2016,10.10.2016
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.25,10.10.csv,2016,10.10.2016
A10104,Schoggi-Gipfel ,2.4,2.4,1,NA,2.4,0.13,10.10.csv,2016,10.10.2016
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0.35,10.10.csv,2016,10.10.2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.12,10.10.csv,2016,10.10.2016
A10114,Fitnessbrötli ,6.6,6.6,3,NA,2.2,0.35,10.10.csv,2016,10.10.2016
A10118,Brownie ,7.2,7.2,3,NA,2.4,0.38,10.10.csv,2016,10.10.2016
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.13,10.10.csv,2016,10.10.2016
A10127,Aprikosenplunder,2.4,2.4,1,NA,2.4,0.13,10.10.csv,2016,10.10.2016
A10163,Bürli,1.4,1.4,1,NA,1.4,0.07,10.10.csv,2016,10.10.2016
A10200,Birchermüesli Classic,16,16,5,NA,3.2,0.84,10.10.csv,2016,10.10.2016
A10433,Bagel Sandwich Vegi Luxus,5.5,5.5,1,NA,5.5,0.29,10.10.csv,2016,10.10.2016
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0.21,10.10.csv,2016,10.10.2016
A10000,Catering,2.5,2.5,1,NA,2.5,0.16,11.10.csv,2016,11.10.2016
