Artikel Analyse,,,,,,,,,,,,,,,,,,
,,,,,,Shops: 27907 Vista Mensa,,,,,,Gruppen: 10 Sparten SAP Küche,,,,,,
,,,,,,Kassen: Alle,,,,,,Visibility: 1 Full visibility,,,,,,
,,,,,,Bediener: Alle,,,,,,Gruppieren nach: Gruppe A,,,,,,
,,,,,,Preisebenen:Alle,,,,,,Zeige Maßeinheit: Nein,,,,,,
,,,,,,Drucke Artikel: Ja,,,,,Inkl. umsatzneutrale Artikel: Ja,,,,,,,
,,,,,,Datumsbereich: 04.10.2016 - 04.10.2016,,,,,,,,,,,,
,,,,,,Zeit Fenster: 11:00 - 13:59,,,,,,,,,,,,
,,,,,,Kunde:Alle,,,,,,,,,,,,
Gruppe,10,Sparten SAP Küche,,,,,,,,,,,,,,,,
Artikel,,,,Bruttobetrag,Nettobetrag,,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,,,,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,,Ref %,Tot %Umsatz
A10000,Küche,,,12.00,12.00,,5,,2.40,,,,0.00,0.00,12.00,,100.00,0.66
A10001,Favorite,,,828.00,828.00,,110,,7.53,,,,0.00,0.00,828.00,,100.00,45.58
A10002,Green,,,334.00,334.00,,45,,7.42,,,,0.00,0.00,334.00,,100.00,18.39
A10005,Menu Suppe,,,3.00,3.00,,2,,1.50,,,,0.00,0.00,3.00,,100.00,0.17
A10006,Menu Salat,,,30.00,30.00,,20,,1.50,,,,0.00,0.00,30.00,,100.00,1.65
A10020,Local 0,,,323.00,323.00,,44,,7.34,,,,0.00,0.00,323.00,,100.00,17.78
A10040,Garden,,,217.50,217.50,,34,9.378,23.19,,,,0.00,0.00,217.50,,100.00,11.97
A100700,Yogi,,,1.60,1.60,,1,,1.60,,,,0.00,0.00,1.60,,100.00,0.09
A10072,Schichtjoghurt,,,3.00,3.00,,1,,3.00,,,,0.00,0.00,3.00,,100.00,0.17
A10073,Saisonfrüchte geschnitten,,,10.50,10.50,,3,,3.50,,,,0.00,0.00,10.50,,100.00,0.58
A10080,Tagesdessert 2.50,,,1.80,1.80,,1,,1.80,,,,0.00,0.00,1.80,,100.00,0.10
A10101,Ragusa-Gipfel ,,,14.40,14.40,,6,,2.40,,,,0.00,0.00,14.40,,100.00,0.79
A10102,Mandelgipfel ,,,4.80,4.80,,2,,2.40,,,,0.00,0.00,4.80,,100.00,0.26
A10112,Maisbrötli,,,3.40,3.40,,2,,1.70,,,,0.00,0.00,3.40,,100.00,0.19
A10117,Nuss-Semmel ,,,1.70,1.70,,1,,1.70,,,,0.00,0.00,1.70,,100.00,0.09
A10121,Mandelschnecke ,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.13
A10411,Sandwich Power Ham,,,4.00,4.00,,1,,4.00,,,,0.00,0.00,4.00,,100.00,0.22
A10413,Sandwich Start Your Day,,,4.50,4.50,,1,,4.50,,,,0.00,0.00,4.50,,100.00,0.25
A10417,Sandwich Softie,,,12.00,12.00,,3,,4.00,,,,0.00,0.00,12.00,,100.00,0.66
A10451,Sandwich Bauette,,,5.00,5.00,,1,,5.00,,,,0.00,0.00,5.00,,100.00,0.28
Total Gruppe,,,,"1,816.60","1,816.60",,284,9.378,6.40,,,,0.00,0.00,"1,816.60",,,100.00
Total,,,,"1,816.60","1,816.60",,284,9.378,6.40,,,,0.00,0.00,"1,816.60",,,
"Mittwoch, 08 März 2017 11:58",,,Gedruckt durch 201 RM,,,,,,,Visibility: 1 Full visibility,,,,,,Seite 1 von 1,,
