ID;Artikel;NA;Bruttobetrag;Nettobetrag;Verkaufte Stücke;Gewicht verkauft;Durchschnittlicher Preis;Referenzbetrag;Ref %;Tot %Umsatz;source;year
952;A10451;Sandwich Bauette;5;5;1;0;5;5;100;0.12;KW29.xlsx;2016
953;L18000;Huusbrot 1kg;28.8;28.8;6;0;4.8;28.8;100;0.69;KW29.xlsx;2016
954;L18010;Lätta Margarine Portioen 10g 100Stk.;24;24;1;0;24;24;100;0.57;KW29.xlsx;2016
955;L18014;Joghurt diverse Sorten 3kg;25;25;2;0;12.5;25;100;0.6;KW29.xlsx;2016
958;A10000;Küche;2'020.90;2'020.90;200;0;10.1;2'020.90;100;100;KW30.xlsx;2016
965;A10000;Küche;2'199.70;2'199.70;222;0;9.91;2'199.70;100;100;KW31.xlsx;2016
972;A10000;Küche;2'481.30;2'481.30;321;0;7.73;2'481.30;100;88.43;KW32.xlsx;2016
973;A10063;Frucht 1.00;99;99;99;0;1;99;100;3.53;KW32.xlsx;2016
974;A10100;Gipfel;123.5;123.5;95;0;1.3;123.5;100;4.4;KW32.xlsx;2016
975;A10112;Maisbrötli;51;51;30;0;1.7;51;100;1.82;KW32.xlsx;2016
976;A10114;Fitnessbrötli ;51;51;30;0;1.7;51;100;1.82;KW32.xlsx;2016
983;A10000;Küche;28;28;6;0;4.67;28;100;0.6;KW33.xlsx;2016
984;A10001;Favorite;2'222.00;2'222.00;283;0;7.85;2'222.00;100;47.9;KW33.xlsx;2016
985;A10002;Green;1'291.00;1'291.00;160;0;8.07;1'291.00;100;27.83;KW33.xlsx;2016
986;A10004;Brot Stück;0.3;0.3;1;0;0.3;0.3;100;0.01;KW33.xlsx;2016
987;A10006;Menu Salat;56.5;56.5;37;0;1.53;56.5;100;1.22;KW33.xlsx;2016
988;A10007;Senf Mayo Ketschup;2.5;2.5;5;0;0.5;2.5;100;0.05;KW33.xlsx;2016
989;A10020;Local 0;207;207;24;0;8.63;207;100;4.46;KW33.xlsx;2016
990;A10040;Garden;731.9;731.9;89;31.51;23.23;731.9;100;15.78;KW33.xlsx;2016
991;A10063;Frucht 1.00;6;6;6;0;1;6;100;0.13;KW33.xlsx;2016
992;A10072;Schichtjoghurt;6;6;2;0;3;6;100;0.13;KW33.xlsx;2016
993;A10073;Saisonfrüchte geschnitten;12;12;3;0;4;12;100;0.26;KW33.xlsx;2016
994;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.04;KW33.xlsx;2016
995;A10119;Studentenschnitte ;2.4;2.4;1;0;2.4;2.4;100;0.05;KW33.xlsx;2016
996;A10200;Birchermüesli Classic;17;17;5;0;3.4;17;100;0.37;KW33.xlsx;2016
997;A10409;Sandwich Appenzell;5.5;5.5;1;0;5.5;5.5;100;0.12;KW33.xlsx;2016
998;A10415;Sandwich Turkey;16.5;16.5;3;0;5.5;16.5;100;0.36;KW33.xlsx;2016
999;A10435;FB Sandwich Emmental;33;33;6;0;5.5;33;100;0.71;KW33.xlsx;2016
1006;A10000;Küche;1'333.70;1'333.70;136;0;9.81;1'333.70;100;14.87;KW34.xlsx;2016
1007;A10001;Favorite;4'705.00;4'705.00;577;0;8.15;4'705.00;100;52.46;KW34.xlsx;2016
1008;A10002;Green;1'560.00;1'560.00;193;0;8.08;1'560.00;100;17.39;KW34.xlsx;2016
1009;A10004;Brot Stück;0.3;0.3;1;0;0.3;0.3;100;0;KW34.xlsx;2016
1010;A10006;Menu Salat;149;149;96;0;1.55;149;100;1.66;KW34.xlsx;2016
1011;A10007;Senf Mayo Ketschup;1.5;1.5;3;0;0.5;1.5;100;0.02;KW34.xlsx;2016
1012;A10020;Local 0;191;191;23;0;8.3;191;100;2.13;KW34.xlsx;2016
1013;A10040;Garden;875.8;875.8;109;37.84;23.14;875.8;100;9.77;KW34.xlsx;2016
1014;A10063;Frucht 1.00;5;5;5;0;1;5;100;0.06;KW34.xlsx;2016
1015;A10072;Schichtjoghurt;3;3;1;0;3;3;100;0.03;KW34.xlsx;2016
1016;A10073;Saisonfrüchte geschnitten;26;26;7;0;3.71;26;100;0.29;KW34.xlsx;2016
1017;A10100;Gipfel;9.1;9.1;7;0;1.3;9.1;100;0.1;KW34.xlsx;2016
1018;A10101;Ragusa-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW34.xlsx;2016
1019;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW34.xlsx;2016
1020;A10135;Wähe;3.9;3.9;1;0;3.9;3.9;100;0.04;KW34.xlsx;2016
1021;A10200;Birchermüesli Classic;19.2;19.2;6;0;3.2;19.2;100;0.21;KW34.xlsx;2016
1022;A10409;Sandwich Appenzell;5.5;5.5;1;0;5.5;5.5;100;0.06;KW34.xlsx;2016
1023;A10410;Sandwich Milano;24.5;24.5;6;0;4.08;24.5;100;0.27;KW34.xlsx;2016
1024;A10411;Sandwich Power Ham;16;16;4;0;4;16;100;0.18;KW34.xlsx;2016
1025;A10435;FB Sandwich Emmental;23;23;4;0;5.75;23;100;0.26;KW34.xlsx;2016
1026;A10450;Sandwich Laugenkaiser;8;8;2;0;4;8;100;0.09;KW34.xlsx;2016
1027;A10451;Sandwich Bauette;5;5;1;0;5;5;100;0.06;KW34.xlsx;2016
1034;A10000;Küche;856;856;349;0;2.45;856;100;9.48;KW35.xlsx;2016
1035;A10001;Favorite;3'674.00;3'674.00;446;0;8.24;3'674.00;100;40.7;KW35.xlsx;2016
1036;A10002;Green;2'192.00;2'192.00;264;0;8.3;2'192.00;100;24.28;KW35.xlsx;2016
1037;A10004;Brot Stück;0.9;0.9;3;0;0.3;0.9;100;0.01;KW35.xlsx;2016
1038;A10006;Menu Salat;76;76;46;0;1.65;76;100;0.84;KW35.xlsx;2016
1039;A10007;Senf Mayo Ketschup;0.5;0.5;1;0;0.5;0.5;100;0.01;KW35.xlsx;2016
1040;A10008;Gemüseportion;1.5;1.5;1;0;1.5;1.5;100;0.02;KW35.xlsx;2016
1041;A10040;Garden;1'659.50;1'659.50;204;71.55;23.19;1'659.50;100;18.38;KW35.xlsx;2016
1042;A10063;Frucht 1.00;4;4;4;0;1;4;100;0.04;KW35.xlsx;2016
1043;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.1;KW35.xlsx;2016
1044;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW35.xlsx;2016
1045;A10144;Trockengebäck 100g verpackt;2.2;2.2;1;0;2.2;2.2;100;0.02;KW35.xlsx;2016
1046;A10148;Fruchttörtli;2.9;2.9;1;0;2.9;2.9;100;0.03;KW35.xlsx;2016
1047;A10200;Birchermüesli Classic;16;16;5;0;3.2;16;100;0.18;KW35.xlsx;2016
1048;A10409;Sandwich Appenzell;5.5;5.5;1;0;5.5;5.5;100;0.06;KW35.xlsx;2016
1049;A10410;Sandwich Milano;20.5;20.5;5;0;4.1;20.5;100;0.23;KW35.xlsx;2016
1050;A10413;Sandwich Start Your Day;4.5;4.5;1;0;4.5;4.5;100;0.05;KW35.xlsx;2016
1051;A10435;FB Sandwich Emmental;72.5;72.5;13;0;5.58;72.5;100;0.8;KW35.xlsx;2016
1052;A10440;FB Sandwich Hammer Ham;5.5;5.5;1;0;5.5;5.5;100;0.06;KW35.xlsx;2016
1053;A10451;Sandwich Bauette;5;5;1;0;5;5;100;0.06;KW35.xlsx;2016
1054;L18000;Huusbrot 1kg;76.8;76.8;16;0;4.8;76.8;100;0.85;KW35.xlsx;2016
1055;L18003;Knusper Crunch, Familia 2kg;19;19;1;0;19;19;100;0.21;KW35.xlsx;2016
1056;L18006;Käseplatte 800g;64;64;2;0;32;64;100;0.71;KW35.xlsx;2016
1057;L18007;Aufschnitt- / Wurstplatte 800g;56;56;2;0;28;56;100;0.62;KW35.xlsx;2016
1058;L18009;Butter Portionen 10g 96Stk.;48;48;2;0;24;48;100;0.53;KW35.xlsx;2016
1059;L18010;Lätta Margarine Portioen 10g 100Stk.;24;24;1;0;24;24;100;0.27;KW35.xlsx;2016
1060;L18012;Chocos Kellogs Superpack 8x600g;55;55;1;0;55;55;100;0.61;KW35.xlsx;2016
1061;L18014;Joghurt diverse Sorten 3kg;75;75;6;0;12.5;75;100;0.83;KW35.xlsx;2016
1066;A10000;Küche;102.2;102.2;18;0;5.68;102.2;100;1.41;KW36.xlsx;2016
1067;A10001;Favorite;3'285.00;3'285.00;374;0;8.78;3'285.00;100;45.34;KW36.xlsx;2016
1068;A10002;Green;1'754.00;1'754.00;211;0;8.31;1'754.00;100;24.21;KW36.xlsx;2016
1069;A10004;Brot Stück;1.5;1.5;5;0;0.3;1.5;100;0.02;KW36.xlsx;2016
1070;A10006;Menu Salat;55;55;34;0;1.62;55;100;0.76;KW36.xlsx;2016
1071;A10007;Senf Mayo Ketschup;2;2;4;0;0.5;2;100;0.03;KW36.xlsx;2016
1072;A10008;Gemüseportion;1.5;1.5;1;0;1.5;1.5;100;0.02;KW36.xlsx;2016
1073;A10014;Kitchen 4;473;473;36;0;13.14;473;100;6.53;KW36.xlsx;2016
1074;A10040;Garden;1'098.10;1'098.10;128;47.36;23.19;1'098.10;100;15.16;KW36.xlsx;2016
1075;A10063;Frucht 1.00;4;4;4;0;1;4;100;0.06;KW36.xlsx;2016
1076;A10100;Gipfel;1.3;1.3;1;0;1.3;1.3;100;0.02;KW36.xlsx;2016
1077;A10101;Ragusa-Gipfel ;7.2;7.2;3;0;2.4;7.2;100;0.1;KW36.xlsx;2016
1078;A10103;Vanille-Gipfel;2.9;2.9;1;0;2.9;2.9;100;0.04;KW36.xlsx;2016
1079;A10120;Mandelbrezel ;95.2;95.2;33;0;2.88;95.2;100;1.31;KW36.xlsx;2016
1080;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.03;KW36.xlsx;2016
1081;A10130;Vanillekreuz;2.4;2.4;1;0;2.4;2.4;100;0.03;KW36.xlsx;2016
1082;A10200;Birchermüesli Classic;22.4;22.4;7;0;3.2;22.4;100;0.31;KW36.xlsx;2016
1083;A10410;Sandwich Milano;12;12;3;0;4;12;100;0.17;KW36.xlsx;2016
1084;A10411;Sandwich Power Ham;12;12;3;0;4;12;100;0.17;KW36.xlsx;2016
1085;A10435;FB Sandwich Emmental;16.5;16.5;3;0;5.5;16.5;100;0.23;KW36.xlsx;2016
1086;A10451;Sandwich Bauette;40;40;8;0;5;40;100;0.55;KW36.xlsx;2016
1087;L12100;Kafi Pause;255;255;34;0;7.5;255;100;3.52;KW36.xlsx;2016
1094;A10000;Küche;3'179.10;3'179.10;345;0;9.21;3'179.10;100;21.36;KW37.xlsx;2016
1095;A10001;Favorite;4'896.00;4'896.00;624;0;7.85;4'896.00;100;32.9;KW37.xlsx;2016
1096;A10002;Green;2'540.00;2'540.00;328;0;7.74;2'540.00;100;17.07;KW37.xlsx;2016
1097;A10004;Brot Stück;1.8;1.8;6;0;0.3;1.8;100;0.01;KW37.xlsx;2016
1098;A10006;Menu Salat;64;64;42;0;1.52;64;100;0.43;KW37.xlsx;2016
1099;A10013;Kitchen 3;12;12;1;0;12;12;100;0.08;KW37.xlsx;2016
1100;A10014;Kitchen 4;1'028.00;1'028.00;74;0;13.89;1'028.00;100;6.91;KW37.xlsx;2016
1101;A10040;Garden;1'893.90;1'893.90;232;81.33;23.29;1'893.90;100;12.73;KW37.xlsx;2016
1102;A10060;Frucht -.70;0.7;0.7;1;0;0.7;0.7;100;0;KW37.xlsx;2016
1103;A10063;Frucht 1.00;27;27;27;0;1;27;100;0.18;KW37.xlsx;2016
1104;A10072;Schichtjoghurt;12.5;12.5;4;0;3.13;12.5;100;0.08;KW37.xlsx;2016
1105;A10073;Saisonfrüchte geschnitten;25;25;7;0;3.57;25;100;0.17;KW37.xlsx;2016
1106;A10100;Gipfel;90;90;60;0;1.5;90;100;0.6;KW37.xlsx;2016
1107;A10101;Ragusa-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW37.xlsx;2016
1108;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.02;KW37.xlsx;2016
1109;A10108;Laugenbrezel mit Butter;4.4;4.4;2;0;2.2;4.4;100;0.03;KW37.xlsx;2016
1110;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.01;KW37.xlsx;2016
1111;A10120;Mandelbrezel ;58;58;20;0;2.9;58;100;0.39;KW37.xlsx;2016
1112;A10127;Aprikosenplunder;2.4;2.4;1;0;2.4;2.4;100;0.02;KW37.xlsx;2016
1113;A10128;Aprikosenjalousie;2.4;2.4;1;0;2.4;2.4;100;0.02;KW37.xlsx;2016
1114;A10130;Vanillekreuz;2.4;2.4;1;0;2.4;2.4;100;0.02;KW37.xlsx;2016
1115;A10135;Wähe;31.7;31.7;8;0;3.96;31.7;100;0.21;KW37.xlsx;2016
1116;A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;0;2.4;4.8;100;0.03;KW37.xlsx;2016
1117;A10148;Fruchttörtli;12;12;5;0;2.4;12;100;0.08;KW37.xlsx;2016
1118;A10200;Birchermüesli Classic;39.9;39.9;12;0;3.33;39.9;100;0.27;KW37.xlsx;2016
1119;A10409;Sandwich Appenzell;33.5;33.5;6;0;5.58;33.5;100;0.23;KW37.xlsx;2016
1120;A10410;Sandwich Milano;16;16;4;0;4;16;100;0.11;KW37.xlsx;2016
1121;A10411;Sandwich Power Ham;12;12;3;0;4;12;100;0.08;KW37.xlsx;2016
1122;A10413;Sandwich Start Your Day;4.5;4.5;1;0;4.5;4.5;100;0.03;KW37.xlsx;2016
1123;A10415;Sandwich Turkey;16.5;16.5;3;0;5.5;16.5;100;0.11;KW37.xlsx;2016
1124;A10416;Sandwich Ticinese;24.5;24.5;4;0;6.13;24.5;100;0.16;KW37.xlsx;2016
1125;A10417;Sandwich Softie;4;4;1;0;4;4;100;0.03;KW37.xlsx;2016
1127;A10000;Küche;73.4;73.4;16;0;4.59;73.4;100;0.69;KW38.xlsx;2016
1128;A10001;Favorite;4'751.00;4'751.00;615;0;7.73;4'751.00;100;44.41;KW38.xlsx;2016
1129;A10002;Green;2'653.00;2'653.00;351;0;7.56;2'653.00;100;24.8;KW38.xlsx;2016
1130;A10004;Brot Stück;2.1;2.1;7;0;0.3;2.1;100;0.02;KW38.xlsx;2016
1131;A10006;Menu Salat;80.5;80.5;53;0;1.52;80.5;100;0.75;KW38.xlsx;2016
1132;A10014;Kitchen 4;1'362.00;1'362.00;107;0;12.73;1'362.00;100;12.73;KW38.xlsx;2016
1133;A10040;Garden;1'431.50;1'431.50;179;62.02;23.08;1'431.50;100;13.38;KW38.xlsx;2016
1134;A10063;Frucht 1.00;16;16;16;0;1;16;100;0.15;KW38.xlsx;2016
1135;A10072;Schichtjoghurt;22;22;7;0;3.14;22;100;0.21;KW38.xlsx;2016
1136;A10073;Saisonfrüchte geschnitten;7;7;2;0;3.5;7;100;0.07;KW38.xlsx;2016
1137;A10103;Vanille-Gipfel;4.8;4.8;2;0;2.4;4.8;100;0.04;KW38.xlsx;2016
1138;A10108;Laugenbrezel mit Butter;4.4;4.4;2;0;2.2;4.4;100;0.04;KW38.xlsx;2016
1139;A10110;Sonnenblumenbrötli;3.4;3.4;2;0;1.7;3.4;100;0.03;KW38.xlsx;2016
1140;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW38.xlsx;2016
1141;A10121;Mandelschnecke ;2.9;2.9;1;0;2.9;2.9;100;0.03;KW38.xlsx;2016
1142;A10122;Nussbrille;4.8;4.8;2;0;2.4;4.8;100;0.04;KW38.xlsx;2016
1143;A10126;Apfel im Schlafrock;2.4;2.4;1;0;2.4;2.4;100;0.02;KW38.xlsx;2016
1144;A10128;Aprikosenjalousie;2.4;2.4;1;0;2.4;2.4;100;0.02;KW38.xlsx;2016
1145;A10130;Vanillekreuz;7.2;7.2;3;0;2.4;7.2;100;0.07;KW38.xlsx;2016
1146;A10135;Wähe;22.5;22.5;5;0;4.5;22.5;100;0.21;KW38.xlsx;2016
1147;A10139;Zitronencake-Schnitte 100g verpackt;7.2;7.2;3;0;2.4;7.2;100;0.07;KW38.xlsx;2016
1148;A10144;Trockengebäck 100g verpackt;2.2;2.2;1;0;2.2;2.2;100;0.02;KW38.xlsx;2016
1149;A10148;Fruchttörtli;7.7;7.7;3;0;2.57;7.7;100;0.07;KW38.xlsx;2016
1150;A10164;Hausgemachter Kuchen;7.5;7.5;3;0;2.5;7.5;100;0.07;KW38.xlsx;2016
1151;A10200;Birchermüesli Classic;29.3;29.3;9;0;3.26;29.3;100;0.27;KW38.xlsx;2016
1152;A10409;Sandwich Appenzell;5.5;5.5;1;0;5.5;5.5;100;0.05;KW38.xlsx;2016
1153;A10410;Sandwich Milano;12;12;3;0;4;12;100;0.11;KW38.xlsx;2016
1154;A10411;Sandwich Power Ham;4;4;1;0;4;4;100;0.04;KW38.xlsx;2016
1155;A10413;Sandwich Start Your Day;13.5;13.5;3;0;4.5;13.5;100;0.13;KW38.xlsx;2016
1156;A10415;Sandwich Turkey;11;11;2;0;5.5;11;100;0.1;KW38.xlsx;2016
1157;A10416;Sandwich Ticinese;36.5;36.5;6;0;6.08;36.5;100;0.34;KW38.xlsx;2016
1158;A10417;Sandwich Softie;12.5;12.5;3;0;4.17;12.5;100;0.12;KW38.xlsx;2016
1160;A10000;Küche;10'584.50;10'584.50;1099;0;9.63;10'584.50;100;51.64;KW39.xlsx;2016
1161;A10001;Favorite;4'517.00;4'517.00;572;0;7.9;4'517.00;100;22.04;KW39.xlsx;2016
1162;A10002;Green;2'999.00;2'999.00;388;0;7.73;2'999.00;100;14.63;KW39.xlsx;2016
1163;A10004;Brot Stück;1.8;1.8;6;0;0.3;1.8;100;0.01;KW39.xlsx;2016
1164;A10006;Menu Salat;74;74;48;0;1.54;74;100;0.36;KW39.xlsx;2016
1165;A10007;Senf Mayo Ketschup;0.5;0.5;1;0;0.5;0.5;100;0;KW39.xlsx;2016
1166;A10014;Kitchen 4;521;521;40;0;13.03;521;100;2.54;KW39.xlsx;2016
1167;A10040;Garden;1'308.50;1'308.50;155;56.75;23.06;1'308.50;100;6.38;KW39.xlsx;2016
1168;A10063;Frucht 1.00;42;42;42;0;1;42;100;0.2;KW39.xlsx;2016
1169;A10072;Schichtjoghurt;21;21;7;0;3;21;100;0.1;KW39.xlsx;2016
1170;A10073;Saisonfrüchte geschnitten;7;7;2;0;3.5;7;100;0.03;KW39.xlsx;2016
1171;A10100;Gipfel;30;30;20;0;1.5;30;100;0.15;KW39.xlsx;2016
1172;A10101;Ragusa-Gipfel ;7.2;7.2;3;0;2.4;7.2;100;0.04;KW39.xlsx;2016
1173;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.01;KW39.xlsx;2016
1174;A10108;Laugenbrezel mit Butter;4.4;4.4;2;0;2.2;4.4;100;0.02;KW39.xlsx;2016
1175;A10112;Maisbrötli;41.6;41.6;22;0;1.89;41.6;100;0.2;KW39.xlsx;2016
1176;A10116;Semmel ;20.8;20.8;13;0;1.6;20.8;100;0.1;KW39.xlsx;2016
1177;A10120;Mandelbrezel ;2.4;2.4;1;0;2.4;2.4;100;0.01;KW39.xlsx;2016
1178;A10121;Mandelschnecke ;4.8;4.8;2;0;2.4;4.8;100;0.02;KW39.xlsx;2016
1179;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.01;KW39.xlsx;2016
1180;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.01;KW39.xlsx;2016
1181;A10124;Kirschenstange;2.4;2.4;1;0;2.4;2.4;100;0.01;KW39.xlsx;2016
1182;A10127;Aprikosenplunder;4.8;4.8;2;0;2.4;4.8;100;0.02;KW39.xlsx;2016
1183;A10128;Aprikosenjalousie;7.2;7.2;3;0;2.4;7.2;100;0.04;KW39.xlsx;2016
1184;A10130;Vanillekreuz;4.8;4.8;2;0;2.4;4.8;100;0.02;KW39.xlsx;2016
1185;A10135;Wähe;22.5;22.5;5;0;4.5;22.5;100;0.11;KW39.xlsx;2016
1186;A10139;Zitronencake-Schnitte 100g verpackt;14.4;14.4;6;0;2.4;14.4;100;0.07;KW39.xlsx;2016
1187;A10144;Trockengebäck 100g verpackt;4.4;4.4;2;0;2.2;4.4;100;0.02;KW39.xlsx;2016
1188;A10148;Fruchttörtli;4.8;4.8;2;0;2.4;4.8;100;0.02;KW39.xlsx;2016
1189;A10164;Hausgemachter Kuchen;5;5;2;0;2.5;5;100;0.02;KW39.xlsx;2016
1190;A10200;Birchermüesli Classic;62.3;62.3;19;0;3.28;62.3;100;0.3;KW39.xlsx;2016
1191;A10409;Sandwich Appenzell;22;22;4;0;5.5;22;100;0.11;KW39.xlsx;2016
1193;A10000;Küche;363.1;363.1;7;0;51.87;363.1;100;3.66;KW40.xlsx;2016
1194;A10001;Favorite;4'183.00;4'183.00;544;0;7.69;4'183.00;100;42.21;KW40.xlsx;2016
1195;A10002;Green;2'381.00;2'381.00;309;0;7.71;2'381.00;100;24.03;KW40.xlsx;2016
1196;A10004;Brot Stück;1.2;1.2;4;0;0.3;1.2;100;0.01;KW40.xlsx;2016
1197;A10005;Menu Suppe;31.5;31.5;21;0;1.5;31.5;100;0.32;KW40.xlsx;2016
1198;A10006;Menu Salat;86.5;86.5;57;0;1.52;86.5;100;0.87;KW40.xlsx;2016
1199;A10007;Senf Mayo Ketschup;1;1;2;0;0.5;1;100;0.01;KW40.xlsx;2016
1200;A10014;Kitchen 4;1'274.00;1'274.00;99;0;12.87;1'274.00;100;12.86;KW40.xlsx;2016
1201;A10040;Garden;1'341.60;1'341.60;180;58.27;23.02;1'341.60;100;13.54;KW40.xlsx;2016
1202;A10061;Frucht -.80;0.8;0.8;1;0;0.8;0.8;100;0.01;KW40.xlsx;2016
1203;A10063;Frucht 1.00;4;4;4;0;1;4;100;0.04;KW40.xlsx;2016
1204;A10072;Schichtjoghurt;9.5;9.5;3;0;3.17;9.5;100;0.1;KW40.xlsx;2016
1205;A10073;Saisonfrüchte geschnitten;14;14;4;0;3.5;14;100;0.14;KW40.xlsx;2016
1206;A10100;Gipfel;1.3;1.3;1;0;1.3;1.3;100;0.01;KW40.xlsx;2016
1207;A10101;Ragusa-Gipfel ;10.1;10.1;4;0;2.53;10.1;100;0.1;KW40.xlsx;2016
1208;A10108;Laugenbrezel mit Butter;15.6;15.6;7;0;2.23;15.6;100;0.16;KW40.xlsx;2016
1209;A10112;Maisbrötli;3.4;3.4;2;0;1.7;3.4;100;0.03;KW40.xlsx;2016
1210;A10120;Mandelbrezel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2016
1211;A10123;Russenzöpfli;4.8;4.8;2;0;2.4;4.8;100;0.05;KW40.xlsx;2016
1212;A10126;Apfel im Schlafrock;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2016
1213;A10127;Aprikosenplunder;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2016
1214;A10128;Aprikosenjalousie;7.2;7.2;3;0;2.4;7.2;100;0.07;KW40.xlsx;2016
1215;A10130;Vanillekreuz;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2016
1216;A10135;Wähe;13.5;13.5;3;0;4.5;13.5;100;0.14;KW40.xlsx;2016
1217;A10139;Zitronencake-Schnitte 100g verpackt;9.6;9.6;4;0;2.4;9.6;100;0.1;KW40.xlsx;2016
1218;A10144;Trockengebäck 100g verpackt;4.4;4.4;2;0;2.2;4.4;100;0.04;KW40.xlsx;2016
1219;A10200;Birchermüesli Classic;22.4;22.4;7;0;3.2;22.4;100;0.23;KW40.xlsx;2016
1220;A10410;Sandwich Milano;28.5;28.5;7;0;4.07;28.5;100;0.29;KW40.xlsx;2016
1221;A10411;Sandwich Power Ham;4;4;1;0;4;4;100;0.04;KW40.xlsx;2016
1222;A10413;Sandwich Start Your Day;9;9;2;0;4.5;9;100;0.09;KW40.xlsx;2016
1223;A10415;Sandwich Turkey;11;11;2;0;5.5;11;100;0.11;KW40.xlsx;2016
1224;A10416;Sandwich Ticinese;31;31;5;0;6.2;31;100;0.31;KW40.xlsx;2016
1226;A10000;Küche;62.9;62.9;13;0;4.84;62.9;100;0.74;KW41.xlsx;2016
1227;A10001;Favorite;3'353.00;3'353.00;446;0;7.52;3'353.00;100;39.48;KW41.xlsx;2016
1228;A10002;Green;2'040.00;2'040.00;274;0;7.45;2'040.00;100;24.02;KW41.xlsx;2016
1229;A10004;Brot Stück;3.9;3.9;13;0;0.3;3.9;100;0.05;KW41.xlsx;2016
1230;A10005;Menu Suppe;38.5;38.5;25;0;1.54;38.5;100;0.45;KW41.xlsx;2016
1231;A10006;Menu Salat;69;69;46;0;1.5;69;100;0.81;KW41.xlsx;2016
1232;A10008;Gemüseportion;1.5;1.5;1;0;1.5;1.5;100;0.02;KW41.xlsx;2016
1233;A10014;Kitchen 4;1'265.00;1'265.00;99;0;12.78;1'265.00;100;14.89;KW41.xlsx;2016
1234;A10040;Garden;1'390.90;1'390.90;171;60.23;23.09;1'390.90;100;16.38;KW41.xlsx;2016
1235;A10063;Frucht 1.00;10;10;10;0;1;10;100;0.12;KW41.xlsx;2016
1236;A10072;Schichtjoghurt;15.5;15.5;5;0;3.1;15.5;100;0.18;KW41.xlsx;2016
1237;A10073;Saisonfrüchte geschnitten;3.5;3.5;1;0;3.5;3.5;100;0.04;KW41.xlsx;2016
1238;A10101;Ragusa-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW41.xlsx;2016
1239;A10108;Laugenbrezel mit Butter;2.2;2.2;1;0;2.2;2.2;100;0.03;KW41.xlsx;2016
1240;A10114;Fitnessbrötli ;2.2;2.2;1;0;2.2;2.2;100;0.03;KW41.xlsx;2016
1241;A10119;Studentenschnitte ;7.2;7.2;3;0;2.4;7.2;100;0.08;KW41.xlsx;2016
1242;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW41.xlsx;2016
1243;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.03;KW41.xlsx;2016
1244;A10126;Apfel im Schlafrock;2.4;2.4;1;0;2.4;2.4;100;0.03;KW41.xlsx;2016
1245;A10127;Aprikosenplunder;4.8;4.8;2;0;2.4;4.8;100;0.06;KW41.xlsx;2016
1246;A10135;Wähe;22.5;22.5;5;0;4.5;22.5;100;0.26;KW41.xlsx;2016
1247;A10139;Zitronencake-Schnitte 100g verpackt;2.4;2.4;1;0;2.4;2.4;100;0.03;KW41.xlsx;2016
1248;A10144;Trockengebäck 100g verpackt;2.2;2.2;1;0;2.2;2.2;100;0.03;KW41.xlsx;2016
1249;A10148;Fruchttörtli;2.4;2.4;1;0;2.4;2.4;100;0.03;KW41.xlsx;2016
1250;A10200;Birchermüesli Classic;26.6;26.6;8;0;3.33;26.6;100;0.31;KW41.xlsx;2016
1251;A10409;Sandwich Appenzell;27.5;27.5;5;0;5.5;27.5;100;0.32;KW41.xlsx;2016
1252;A10410;Sandwich Milano;12.5;12.5;3;0;4.17;12.5;100;0.15;KW41.xlsx;2016
1253;A10411;Sandwich Power Ham;4;4;1;0;4;4;100;0.05;KW41.xlsx;2016
1254;A10413;Sandwich Start Your Day;13.5;13.5;3;0;4.5;13.5;100;0.16;KW41.xlsx;2016
1255;A10415;Sandwich Turkey;16.5;16.5;3;0;5.5;16.5;100;0.19;KW41.xlsx;2016
1256;A10416;Sandwich Ticinese;31;31;5;0;6.2;31;100;0.36;KW41.xlsx;2016
1257;A10417;Sandwich Softie;12;12;3;0;4;12;100;0.14;KW41.xlsx;2016
1259;A10000;Küche;270.8;270.8;35;0;7.74;270.8;100;3.04;KW42.xlsx;2016
