"";"Artikel";"name";"Bruttobetrag";"Nettobetrag";"Verkaufte.Stücke";"Gewicht.verkauft";"Durchschnittlicher.Preis";"Rabattierter.Betrag";"Durchschnittlicher.Rabatt";"Referenzbetrag";"Ref..";"Tot..Umsatz";"source";"year"
"491";"A10451";"Sandwich Bauette";20;20;4;NA;5;0;0;20;100;0,228245363766049;"KW44.xlsx";2015
"492";"L19100";"Patisserie offen";10;10;4;NA;2,5;0;0;10;100;0,114122681883024;"KW44.xlsx";2015
"493";"Total Gruppe";NA;8762,5;8762,5;1325;12,638;6,61;0;0;8762,5;NA;100;"KW44.xlsx";2015
"494";"A10000";"Küche";3;3;1;NA;3;0;0;3;100;0,0347741419480474;"KW45.xlsx";2015
"495";"A10001";"Favorite";3554;3554;480;NA;7,4;0;0;3554;100;41,1957668277869;"KW45.xlsx";2015
"496";"A10002";"Green";1621;1621;216;NA;7,5;0;0;1621;100;18,789628032595;"KW45.xlsx";2015
"497";"A10005";"Menu Suppe";64;64;42;NA;1,52;0;0;64;100;0,741848361558345;"KW45.xlsx";2015
"498";"A10006";"Menu Salat";286;286;184;NA;1,55;0;0;286;100;3,31513486571386;"KW45.xlsx";2015
"499";"A10007";"Senf Mayo Ketschup";0,5;0,5;1;NA;0,5;0;0;0,5;100;0,00579569032467457;"KW45.xlsx";2015
"500";"A10010";"Kitchen 0";14;14;2;NA;7;0;0;14;100;0,162279329090888;"KW45.xlsx";2015
"501";"A10011";"Kitchen 1";307;307;32;NA;9,59;0;0;307;100;3,55855385935019;"KW45.xlsx";2015
"502";"A10013";"Kitchen 3";96;96;8;NA;12;0;0;96;100;1,11277254233752;"KW45.xlsx";2015
"503";"A10014";"Kitchen 4";383;383;31;NA;12,35;0;0;383;100;4,43949878870072;"KW45.xlsx";2015
"504";"A10020";"Local 0";1653;1653;223;NA;7,41;0;0;1653;100;19,1605522133741;"KW45.xlsx";2015
"505";"A10022";"Local 2";11;11;1;NA;11;0;0;11;100;0,127505187142841;"KW45.xlsx";2015
"506";"A10040";"Garden";302,2;302,2;51;12,978;23,29;0;0;302,2;100;3,50291523223331;"KW45.xlsx";2015
"507";"A10061";"Frucht -.80";1,6;1,6;2;NA;0,8;0;0;1,6;100;0,0185462090389586;"KW45.xlsx";2015
"508";"A10062";"Frucht -.90";0,9;0,9;1;NA;0,9;0;0;0,9;100;0,0104322425844142;"KW45.xlsx";2015
"509";"A10063";"Frucht 1.00";9;9;9;NA;1;0;0;9;100;0,104322425844142;"KW45.xlsx";2015
"510";"A10072";"Schichtjoghurt";15;15;5;NA;3;0;0;15;100;0,173870709740237;"KW45.xlsx";2015
"511";"A10073";"Saisonfrüchte geschnitten";7;7;2;NA;3,5;0;0;7;100;0,081139664545444;"KW45.xlsx";2015
"512";"A10100";"Gipfel";1,3;1,3;1;NA;1,3;0;0;1,3;100;0,0150687948441539;"KW45.xlsx";2015
"513";"A10102";"Mandelgipfel ";14,9;14,9;6;NA;2,48;0;0;14,9;100;0,172711571675302;"KW45.xlsx";2015
"514";"A10103";"Vanille-Gipfel";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0278193135584379;"KW45.xlsx";2015
"515";"A10104";"Schoggi-Gipfel ";9,6;9,6;4;NA;2,4;0;0;9,6;100;0,111277254233752;"KW45.xlsx";2015
"516";"A10105";"Schinkengipfel ";10;10;4;NA;2,5;0;0;10;100;0,115913806493491;"KW45.xlsx";2015
"517";"A10107";"Laugenbrezel ";2,5;2,5;1;NA;2,5;0;0;2,5;100;0,0289784516233729;"KW45.xlsx";2015
"518";"A10108";"Laugenbrezel mit Butter";4,4;4,4;2;NA;2,2;0;0;4,4;100;0,0510020748571362;"KW45.xlsx";2015
"519";"A10112";"Maisbrötli";1,7;1,7;1;NA;1,7;0;0;1,7;100;0,0197053471038935;"KW45.xlsx";2015
"520";"A10114";"Fitnessbrötli ";5,1;5,1;3;NA;1,7;0;0;5,1;100;0,0591160413116806;"KW45.xlsx";2015
"521";"A10121";"Mandelschnecke ";7,2;7,2;3;NA;2,4;0;0;7,2;100;0,0834579406753138;"KW45.xlsx";2015
"522";"A10122";"Nussbrille";5,3;5,3;2;NA;2,65;0;0;5,3;100;0,0614343174415505;"KW45.xlsx";2015
"523";"A10127";"Aprikosenplunder";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0278193135584379;"KW45.xlsx";2015
"524";"A10135";"Wähe";3,9;3,9;1;NA;3,9;0;0;3,9;100;0,0452063845324617;"KW45.xlsx";2015
"525";"A10136";"Muffin";17,5;17,5;7;NA;2,5;0;0;17,5;100;0,20284916136361;"KW45.xlsx";2015
"526";"A10139";"Zitronencake-Schnitte 100g verpackt";9,6;9,6;4;NA;2,4;0;0;9,6;100;0,111277254233752;"KW45.xlsx";2015
"527";"A10144";"Trockengebäck 100g verpackt";15,4;15,4;7;NA;2,2;0;0;15,4;100;0,178507261999977;"KW45.xlsx";2015
"528";"A10150";"Spinatstrudel";2,5;2,5;1;NA;2,5;0;0;2,5;100;0,0289784516233729;"KW45.xlsx";2015
"529";"A10153";"Calzone";10,5;10,5;3;NA;3,5;0;0;10,5;100;0,121709496818166;"KW45.xlsx";2015
"530";"A10200";"Birchermüesli Classic";38,4;38,4;12;NA;3,2;0;0;38,4;100;0,445109016935007;"KW45.xlsx";2015
"531";"A10201";"Birchermüesli Saisonal";4,9;4,9;1;NA;4,9;0;0;4,9;100;0,0567977651818108;"KW45.xlsx";2015
"532";"A10400";"Sandwich klein";12;12;3;NA;4;0;0;12;100;0,13909656779219;"KW45.xlsx";2015
"533";"A10401";"Sandwich Mittel";10;10;2;NA;5;0;0;10;100;0,115913806493491;"KW45.xlsx";2015
"534";"A10409";"Sandwich Appenzell";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0637525935714203;"KW45.xlsx";2015
"535";"A10410";"Sandwich Milano";4;4;1;NA;4;0;0;4;100;0,0463655225973966;"KW45.xlsx";2015
"536";"A10413";"Sandwich Start Your Day";27;27;6;NA;4,5;0;0;27;100;0,312967277532427;"KW45.xlsx";2015
"537";"A10414";"Sandwich Ham & Cheese";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0637525935714203;"KW45.xlsx";2015
"538";"A10415";"Sandwich Turkey";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0637525935714203;"KW45.xlsx";2015
"539";"A10416";"Sandwich Ticinese";6;6;1;NA;6;0;0;6;100;0,0695482838960949;"KW45.xlsx";2015
"540";"A10418";"Sandwich Gruyere Semmel";12;12;3;NA;4;0;0;12;100;0,13909656779219;"KW45.xlsx";2015
"541";"A10450";"Sandwich Laugenkaiser";4;4;1;NA;4;0;0;4;100;0,0463655225973966;"KW45.xlsx";2015
"542";"A10451";"Sandwich Bauette";35;35;7;NA;5;0;0;35;100;0,40569832272722;"KW45.xlsx";2015
"543";"L19100";"Patisserie offen";2,9;2,9;1;NA;2,9;0;0;2,9;100;0,0336150038831125;"KW45.xlsx";2015
"544";"Total Gruppe";NA;8627,1;8627,1;1384;12,978;6,23;0;0;8627,1;NA;100;"KW45.xlsx";2015
"545";"A10000";"Küche";9;9;2;NA;4,5;0;0;9;100;0,1089680723548;"KW46.xlsx";2015
"546";"A10001";"Favorite";3120;3120;426;NA;7,32;0;0;3120;100;37,7755984163307;"KW46.xlsx";2015
"547";"A10002";"Green";1628;1628;218;NA;7,47;0;0;1628;100;19,7111135326238;"KW46.xlsx";2015
"548";"A100039";"Portion Pommes";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0665915997723778;"KW46.xlsx";2015
"549";"A10004";"Brot Stück";0,6;0,6;2;NA;0,3;0;0;0,6;100;0,00726453815698667;"KW46.xlsx";2015
"550";"A10005";"Menu Suppe";43,5;43,5;27;NA;1,61;0;0;43,5;100;0,526679016381534;"KW46.xlsx";2015
"551";"A10006";"Menu Salat";265,5;265,5;175;NA;1,52;0;0;265,5;100;3,2145581344666;"KW46.xlsx";2015
"552";"A10007";"Senf Mayo Ketschup";3;3;6;NA;0,5;0;0;3;100;0,0363226907849333;"KW46.xlsx";2015
"553";"A10010";"Kitchen 0";14;14;1;NA;14;0;0;14;100;0,169505890329689;"KW46.xlsx";2015
"554";"A10011";"Kitchen 1";232;232;24;NA;9,67;0;0;232;100;2,80895475403485;"KW46.xlsx";2015
"555";"A10012";"Kitchen 2";149;149;14;NA;10,64;0;0;149;100;1,80402697565169;"KW46.xlsx";2015
"556";"A10013";"Kitchen 3";83;83;7;NA;11,86;0;0;83;100;1,00492777838316;"KW46.xlsx";2015
"557";"A10014";"Kitchen 4";764;764;60;NA;12,73;0;0;764;100;9,25017858656303;"KW46.xlsx";2015
"558";"A10020";"Local 0";1440;1440;195;NA;7,38;0;0;1440;100;17,434891576768;"KW46.xlsx";2015
"559";"A10040";"Garden";259,9;259,9;52;11,214;23,18;0;0;259,9;100;3,14675577833473;"KW46.xlsx";2015
"560";"A10060";"Frucht -.70";2,8;2,8;4;NA;0,7;0;0;2,8;100;0,0339011780659378;"KW46.xlsx";2015
"561";"A10061";"Frucht -.80";3,2;3,2;4;NA;0,8;0;0;3,2;100;0,0387442035039289;"KW46.xlsx";2015
"562";"A10063";"Frucht 1.00";5;5;5;NA;1;0;0;5;100;0,0605378179748889;"KW46.xlsx";2015
"563";"A10072";"Schichtjoghurt";3;3;1;NA;3;0;0;3;100;0,0363226907849333;"KW46.xlsx";2015
"564";"A10073";"Saisonfrüchte geschnitten";3,5;3,5;1;NA;3,5;0;0;3,5;100;0,0423764725824222;"KW46.xlsx";2015
"565";"A10101";"Ragusa-Gipfel ";14,4;14,4;6;NA;2,4;0;0;14,4;100;0,17434891576768;"KW46.xlsx";2015
"566";"A10102";"Mandelgipfel ";16,8;16,8;7;NA;2,4;0;0;16,8;100;0,203407068395627;"KW46.xlsx";2015
"567";"A10103";"Vanille-Gipfel";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0581163052558934;"KW46.xlsx";2015
"568";"A10104";"Schoggi-Gipfel ";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0581163052558934;"KW46.xlsx";2015
"569";"A10105";"Schinkengipfel ";5;5;2;NA;2,5;0;0;5;100;0,0605378179748889;"KW46.xlsx";2015
"570";"A10107";"Laugenbrezel ";2,5;2,5;1;NA;2,5;0;0;2,5;100;0,0302689089874445;"KW46.xlsx";2015
"571";"A10108";"Laugenbrezel mit Butter";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0266366399089511;"KW46.xlsx";2015
"572";"A10111";"Schoggi Fair";4,4;4,4;2;NA;2,2;0;0;4,4;100;0,0532732798179022;"KW46.xlsx";2015
"573";"A10112";"Maisbrötli";3,4;3,4;2;NA;1,7;0;0;3,4;100;0,0411657162229245;"KW46.xlsx";2015
"574";"A10114";"Fitnessbrötli ";1,7;1,7;1;NA;1,7;0;0;1,7;100;0,0205828581114622;"KW46.xlsx";2015
"575";"A10116";"Semmel ";1,4;1,4;1;NA;1,4;0;0;1,4;100;0,0169505890329689;"KW46.xlsx";2015
"576";"A10122";"Nussbrille";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0290581526279467;"KW46.xlsx";2015
"577";"A10126";"Apfel im Schlafrock";7,7;7,7;3;NA;2,57;0;0;7,7;100;0,0932282396813289;"KW46.xlsx";2015
"578";"A10135";"Wähe";3,9;3,9;1;NA;3,9;0;0;3,9;100;0,0472194980204134;"KW46.xlsx";2015
"579";"A10136";"Muffin";5;5;2;NA;2,5;0;0;5;100;0,0605378179748889;"KW46.xlsx";2015
"580";"A10139";"Zitronencake-Schnitte 100g verpackt";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0581163052558934;"KW46.xlsx";2015
"581";"A10144";"Trockengebäck 100g verpackt";8,8;8,8;4;NA;2,2;0;0;8,8;100;0,106546559635804;"KW46.xlsx";2015
"582";"A10150";"Spinatstrudel";7,5;7,5;3;NA;2,5;0;0;7,5;100;0,0908067269623334;"KW46.xlsx";2015
"583";"A10161";"Muffin gross";12;12;4;NA;3;0;0;12;100;0,145290763139733;"KW46.xlsx";2015
"584";"A10200";"Birchermüesli Classic";12,8;12,8;4;NA;3,2;0;0;12,8;100;0,154976814015716;"KW46.xlsx";2015
"585";"A10400";"Sandwich klein";4;4;1;NA;4;0;0;4;100;0,0484302543799111;"KW46.xlsx";2015
"586";"A10404";"Bagel 2";6;6;1;NA;6;0;0;6;100;0,0726453815698667;"KW46.xlsx";2015
"587";"A10405";"Sandwich";4,5;4,5;1;NA;4,5;0;0;4,5;100;0,0544840361774;"KW46.xlsx";2015
"588";"A10409";"Sandwich Appenzell";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0665915997723778;"KW46.xlsx";2015
"589";"A10410";"Sandwich Milano";4;4;1;NA;4;0;0;4;100;0,0484302543799111;"KW46.xlsx";2015
"590";"A10413";"Sandwich Start Your Day";13,5;13,5;3;NA;4,5;0;0;13,5;100;0,1634521085322;"KW46.xlsx";2015
"591";"A10414";"Sandwich Ham & Cheese";22;22;4;NA;5,5;0;0;22;100;0,266366399089511;"KW46.xlsx";2015
"592";"A10415";"Sandwich Turkey";11;11;2;NA;5,5;0;0;11;100;0,133183199544756;"KW46.xlsx";2015
"593";"A10416";"Sandwich Ticinese";6;6;1;NA;6;0;0;6;100;0,0726453815698667;"KW46.xlsx";2015
"594";"A10418";"Sandwich Gruyere Semmel";4;4;1;NA;4;0;0;4;100;0,0484302543799111;"KW46.xlsx";2015
"595";"A10450";"Sandwich Laugenkaiser";8;8;2;NA;4;0;0;8;100;0,0968605087598223;"KW46.xlsx";2015
"596";"A10451";"Sandwich Bauette";10;10;2;NA;5;0;0;10;100;0,121075635949778;"KW46.xlsx";2015
"597";"Total Gruppe";NA;8259,3;8259,3;1296;11,214;6,37;0;0;8259,3;NA;100;"KW46.xlsx";2015
"598";"A10000";"Küche";18,4;18,4;5;NA;3,68;0;0;18,4;100;0,220655250155898;"KW47.xlsx";2015
"599";"A10001";"Favorite";2826;2826;385;NA;7,34;0;0;2826;100;33,8897683119873;"KW47.xlsx";2015
"600";"A10002";"Green";2171;2171;294;NA;7,38;0;0;2171;100;26,0349210917638;"KW47.xlsx";2015
"601";"A10003";"nur Fleisch Favorite";6;6;1;NA;6;0;0;6;100;0,0719527989638797;"KW47.xlsx";2015
"602";"A10004";"Brot Stück";0,6;0,6;2;NA;0,3;0;0;0,6;100;0,00719527989638797;"KW47.xlsx";2015
"603";"A10005";"Menu Suppe";43,5;43,5;29;NA;1,5;0;0;43,5;100;0,521657792488128;"KW47.xlsx";2015
"604";"A10006";"Menu Salat";282;282;188;NA;1,5;0;0;282;100;3,38178155130235;"KW47.xlsx";2015
"605";"A10007";"Senf Mayo Ketschup";1;1;2;NA;0,5;0;0;1;100;0,0119921331606466;"KW47.xlsx";2015
"606";"A10008";"Gemüseportion";1,5;1,5;1;NA;1,5;0;0;1,5;100;0,0179881997409699;"KW47.xlsx";2015
"607";"A10010";"Kitchen 0";7;7;1;NA;7;0;0;7;100;0,0839449321245263;"KW47.xlsx";2015
"608";"A10012";"Kitchen 2";242;242;23;NA;10,52;0;0;242;100;2,90209622487648;"KW47.xlsx";2015
"609";"A10013";"Kitchen 3";360;360;31;NA;11,61;0;0;360;100;4,31716793783278;"KW47.xlsx";2015
"610";"A10014";"Kitchen 4";312;312;25;NA;12,48;0;0;312;100;3,74154554612174;"KW47.xlsx";2015
"611";"A10020";"Local 0";1556;1556;215;NA;7,24;0;0;1556;100;18,6597591979661;"KW47.xlsx";2015
"612";"A10040";"Garden";224,9;224,9;38;9,684;23,22;0;0;224,9;100;2,69703074782942;"KW47.xlsx";2015
"613";"A10060";"Frucht -.70";0,7;0,7;1;NA;0,7;0;0;0,7;100;0,00839449321245263;"KW47.xlsx";2015
"614";"A10061";"Frucht -.80";3,2;3,2;4;NA;0,8;0;0;3,2;100;0,0383748261140692;"KW47.xlsx";2015
"615";"A10062";"Frucht -.90";1,8;1,8;2;NA;0,9;0;0;1,8;100;0,0215858396891639;"KW47.xlsx";2015
"616";"A10063";"Frucht 1.00";9;9;9;NA;1;0;0;9;100;0,10792919844582;"KW47.xlsx";2015
"617";"A10064";"Frucht 1.20";1,2;1,2;1;NA;1,2;0;0;1,2;100;0,0143905597927759;"KW47.xlsx";2015
"618";"A10072";"Schichtjoghurt";6;6;2;NA;3;0;0;6;100;0,0719527989638797;"KW47.xlsx";2015
"619";"A10101";"Ragusa-Gipfel ";21,6;21,6;9;NA;2,4;0;0;21,6;100;0,259030076269967;"KW47.xlsx";2015
"620";"A10102";"Mandelgipfel ";14,4;14,4;6;NA;2,4;0;0;14,4;100;0,172686717513311;"KW47.xlsx";2015
"621";"A10103";"Vanille-Gipfel";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0287811195855519;"KW47.xlsx";2015
"622";"A10104";"Schoggi-Gipfel ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0287811195855519;"KW47.xlsx";2015
"623";"A10105";"Schinkengipfel ";7,5;7,5;3;NA;2,5;0;0;7,5;100;0,0899409987048496;"KW47.xlsx";2015
"624";"A10108";"Laugenbrezel mit Butter";15,4;15,4;7;NA;2,2;0;0;15,4;100;0,184678850673958;"KW47.xlsx";2015
"625";"A10111";"Schoggi Fair";8,8;8,8;4;NA;2,2;0;0;8,8;100;0,10553077181369;"KW47.xlsx";2015
"626";"A10112";"Maisbrötli";1,7;1,7;1;NA;1,7;0;0;1,7;100;0,0203866263730992;"KW47.xlsx";2015
"627";"A10120";"Mandelbrezel ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0287811195855519;"KW47.xlsx";2015
"628";"A10123";"Russenzöpfli";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0287811195855519;"KW47.xlsx";2015
"629";"A10124";"Kirschenstange";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0287811195855519;"KW47.xlsx";2015
"630";"A10125";"Nussstange";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0287811195855519;"KW47.xlsx";2015
"631";"A10126";"Apfel im Schlafrock";7,2;7,2;3;NA;2,4;0;0;7,2;100;0,0863433587566556;"KW47.xlsx";2015
"632";"A10129";"Aprikosen-Bögli";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0287811195855519;"KW47.xlsx";2015
"633";"A10131";"Vanille/Apfelstange";9,6;9,6;4;NA;2,4;0;0;9,6;100;0,115124478342208;"KW47.xlsx";2015
"634";"A10136";"Muffin";12,5;12,5;5;NA;2,5;0;0;12,5;100;0,149901664508083;"KW47.xlsx";2015
"635";"A10144";"Trockengebäck 100g verpackt";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0263826929534226;"KW47.xlsx";2015
"636";"A10147";"Pariser Gipfel";1,6;1,6;1;NA;1,6;0;0;1,6;100;0,0191874130570346;"KW47.xlsx";2015
"637";"A10153";"Calzone";3,5;3,5;1;NA;3,5;0;0;3,5;100;0,0419724660622632;"KW47.xlsx";2015
"638";"A10161";"Muffin gross";6;6;2;NA;3;0;0;6;100;0,0719527989638797;"KW47.xlsx";2015
"639";"A10200";"Birchermüesli Classic";19,2;19,2;6;NA;3,2;0;0;19,2;100;0,230248956684415;"KW47.xlsx";2015
"640";"A10400";"Sandwich klein";16;16;4;NA;4;0;0;16;100;0,191874130570346;"KW47.xlsx";2015
"641";"A10401";"Sandwich Mittel";35;35;7;NA;5;0;0;35;100;0,419724660622632;"KW47.xlsx";2015
"642";"A10403";"Bagel 1";11;11;2;NA;5,5;0;0;11;100;0,131913464767113;"KW47.xlsx";2015
"643";"A10405";"Sandwich";4,5;4,5;1;NA;4,5;0;0;4,5;100;0,0539645992229098;"KW47.xlsx";2015
"644";"A10409";"Sandwich Appenzell";11;11;2;NA;5,5;0;0;11;100;0,131913464767113;"KW47.xlsx";2015
"645";"A10410";"Sandwich Milano";16;16;4;NA;4;0;0;16;100;0,191874130570346;"KW47.xlsx";2015
"646";"A10411";"Sandwich Power Ham";4;4;1;NA;4;0;0;4;100;0,0479685326425865;"KW47.xlsx";2015
"647";"A10413";"Sandwich Start Your Day";9;9;2;NA;4,5;0;0;9;100;0,10792919844582;"KW47.xlsx";2015
"648";"A10414";"Sandwich Ham & Cheese";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0659567323835564;"KW47.xlsx";2015
"649";"A10451";"Sandwich Bauette";5;5;1;NA;5;0;0;5;100;0,0599606658032331;"KW47.xlsx";2015
"650";"Total Gruppe";NA;8338,8;8338,8;1344;9,684;6,2;0;0;8338,8;NA;100;"KW47.xlsx";2015
"651";"A10000";"Küche";16,9;16,9;4;NA;4,23;0;0;16,9;100;0,194819417386192;"KW48.xlsx";2015
"652";"A10001";"Favorite";3816;3816;521;NA;7,32;0;0;3816;100;43,9899938902786;"KW48.xlsx";2015
"653";"A10002";"Green";1385;1385;185;NA;7,49;0;0;1385;100;15,9659700047264;"KW48.xlsx";2015
"654";"A100039";"Portion Pommes";11;11;2;NA;5,5;0;0;11;100;0,126805537943675;"KW48.xlsx";2015
"655";"A10005";"Menu Suppe";46,5;46,5;31;NA;1,5;0;0;46,5;100;0,536041592216446;"KW48.xlsx";2015
"656";"A10006";"Menu Salat";191;191;126;NA;1,52;0;0;191;100;2,20180524974927;"KW48.xlsx";2015
"657";"A10007";"Senf Mayo Ketschup";3;3;6;NA;0,5;0;0;3;100;0,0345833285300933;"KW48.xlsx";2015
"658";"A10011";"Kitchen 1";340;340;36;NA;9,44;0;0;340;100;3,91944390007724;"KW48.xlsx";2015
"659";"A10012";"Kitchen 2";168;168;16;NA;10,5;0;0;168;100;1,93666639768522;"KW48.xlsx";2015
"660";"A10013";"Kitchen 3";241;241;21;NA;11,48;0;0;241;100;2,77819405858416;"KW48.xlsx";2015
"661";"A10020";"Local 0";1843;1843;252;NA;7,31;0;0;1843;100;21,245691493654;"KW48.xlsx";2015
"662";"A10022";"Local 2";10;10;1;NA;10;0;0;10;100;0,115277761766978;"KW48.xlsx";2015
"663";"A10040";"Garden";259,3;259,3;44;11,188;23,18;0;0;259,3;100;2,98915236261773;"KW48.xlsx";2015
"664";"A10060";"Frucht -.70";0,7;0,7;1;NA;0,7;0;0;0,7;100;0,00806944332368843;"KW48.xlsx";2015
"665";"A10061";"Frucht -.80";0,8;0,8;1;NA;0,8;0;0;0,8;100;0,0092222209413582;"KW48.xlsx";2015
"666";"A10062";"Frucht -.90";0,9;0,9;1;NA;0,9;0;0;0,9;100;0,010374998559028;"KW48.xlsx";2015
"667";"A10063";"Frucht 1.00";11;11;11;NA;1;0;0;11;100;0,126805537943675;"KW48.xlsx";2015
"668";"A10072";"Schichtjoghurt";12;12;4;NA;3;0;0;12;100;0,138333314120373;"KW48.xlsx";2015
"669";"A10073";"Saisonfrüchte geschnitten";3,5;3,5;1;NA;3,5;0;0;3,5;100;0,0403472166184421;"KW48.xlsx";2015
"670";"A10101";"Ragusa-Gipfel ";12;12;5;NA;2,4;0;0;12;100;0,138333314120373;"KW48.xlsx";2015
"671";"A10102";"Mandelgipfel ";16,8;16,8;7;NA;2,4;0;0;16,8;100;0,193666639768522;"KW48.xlsx";2015
"672";"A10104";"Schoggi-Gipfel ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0276666628240746;"KW48.xlsx";2015
"673";"A10105";"Schinkengipfel ";2,5;2,5;1;NA;2,5;0;0;2,5;100;0,0288194404417444;"KW48.xlsx";2015
"674";"A10107";"Laugenbrezel ";2,5;2,5;1;NA;2,5;0;0;2,5;100;0,0288194404417444;"KW48.xlsx";2015
"675";"A10108";"Laugenbrezel mit Butter";11;11;5;NA;2,2;0;0;11;100;0,126805537943675;"KW48.xlsx";2015
"676";"A10112";"Maisbrötli";5,1;5,1;3;NA;1,7;0;0;5,1;100;0,0587916585011585;"KW48.xlsx";2015
"677";"A10115";"Kaisersemmel ";1,4;1,4;1;NA;1,4;0;0;1,4;100;0,0161388866473769;"KW48.xlsx";2015
"678";"A10117";"Nuss-Semmel ";3,4;3,4;2;NA;1,7;0;0;3,4;100;0,0391944390007724;"KW48.xlsx";2015
"679";"A10121";"Mandelschnecke ";4,8;4,8;2;NA;2,4;0;0;4,8;100;0,0553333256481492;"KW48.xlsx";2015
"680";"A10125";"Nussstange";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0276666628240746;"KW48.xlsx";2015
"681";"A10126";"Apfel im Schlafrock";9,6;9,6;4;NA;2,4;0;0;9,6;100;0,110666651296298;"KW48.xlsx";2015
"682";"A10131";"Vanille/Apfelstange";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0276666628240746;"KW48.xlsx";2015
"683";"A10135";"Wähe";15,6;15,6;4;NA;3,9;0;0;15,6;100;0,179833308356485;"KW48.xlsx";2015
"684";"A10136";"Muffin";12,5;12,5;5;NA;2,5;0;0;12,5;100;0,144097202208722;"KW48.xlsx";2015
"685";"A10144";"Trockengebäck 100g verpackt";6,6;6,6;3;NA;2,2;0;0;6,6;100;0,0760833227662052;"KW48.xlsx";2015
"686";"A10152";"Wienerli im Teig";5;5;2;NA;2,5;0;0;5;100;0,0576388808834888;"KW48.xlsx";2015
"687";"A10161";"Muffin gross";24;24;8;NA;3;0;0;24;100;0,276666628240746;"KW48.xlsx";2015
"688";"A10200";"Birchermüesli Classic";41,6;41,6;13;NA;3,2;0;0;41,6;100;0,479555488950627;"KW48.xlsx";2015
"689";"A10403";"Bagel 1";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0634027689718376;"KW48.xlsx";2015
"690";"A10405";"Sandwich";4,5;4,5;1;NA;4,5;0;0;4,5;100;0,0518749927951399;"KW48.xlsx";2015
"691";"A10409";"Sandwich Appenzell";11;11;2;NA;5,5;0;0;11;100;0,126805537943675;"KW48.xlsx";2015
"692";"A10410";"Sandwich Milano";12;12;3;NA;4;0;0;12;100;0,138333314120373;"KW48.xlsx";2015
"693";"A10412";"Sandwich Gruyere";4;4;1;NA;4;0;0;4;100;0,046111104706791;"KW48.xlsx";2015
"694";"A10413";"Sandwich Start Your Day";13,5;13,5;3;NA;4,5;0;0;13,5;100;0,15562497838542;"KW48.xlsx";2015
"695";"A10414";"Sandwich Ham & Cheese";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0634027689718376;"KW48.xlsx";2015
"696";"A10415";"Sandwich Turkey";16,5;16,5;3;NA;5,5;0;0;16,5;100;0,190208306915513;"KW48.xlsx";2015
"697";"A10416";"Sandwich Ticinese";18;18;3;NA;6;0;0;18;100;0,20749997118056;"KW48.xlsx";2015
"698";"A10418";"Sandwich Gruyere Semmel";4;4;1;NA;4;0;0;4;100;0,046111104706791;"KW48.xlsx";2015
"699";"A10430";"Bagel Sandwich Fisherman's Catch";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0634027689718376;"KW48.xlsx";2015
"700";"A10450";"Sandwich Laugenkaiser";4;4;1;NA;4;0;0;4;100;0,046111104706791;"KW48.xlsx";2015
"701";"A10451";"Sandwich Bauette";10;10;2;NA;5;0;0;10;100;0,115277761766978;"KW48.xlsx";2015
"702";"L19100";"Patisserie offen";19,5;19,5;9;NA;2,17;0;0;19,5;100;0,224791635445606;"KW48.xlsx";2015
"703";"Total Gruppe";NA;8674,7;8674,7;1365;11,188;6,36;0;0;8674,7;NA;100;"KW48.xlsx";2015
"704";"A10000";"Küche";13,8;13,8;2;NA;6,9;0;0;13,8;100;0,171853401576568;"KW49.xlsx";2015
"705";"A10001";"Favorite";3129;3129;430;NA;7,28;0;0;3129;100;38,9658908357306;"KW49.xlsx";2015
"706";"A10002";"Green";1281;1281;172;NA;7,45;0;0;1281;100;15,9524787985206;"KW49.xlsx";2015
"707";"A100039";"Portion Pommes";11;11;2;NA;5,5;0;0;11;100;0,136984595459583;"KW49.xlsx";2015
