ID;Artikel;NA;Bruttobetrag;Nettobetrag;Verkaufte Stücke;Gewicht verkauft;Durchschnittlicher Preis;Referenzbetrag;Ref %;Tot %Umsatz;source;year
285;A10123;Russenzöpfli;2.9;2.9;1;0;2.9;2.9;100;0.03;KW41.xlsx;2015
286;A10126;Apfel im Schlafrock;7.2;7.2;3;0;2.4;7.2;100;0.07;KW41.xlsx;2015
287;A10130;Vanillekreuz;5.3;5.3;2;0;2.65;5.3;100;0.05;KW41.xlsx;2015
288;A10135;Wähe;27.8;27.8;7;0;3.97;27.8;100;0.25;KW41.xlsx;2015
289;A10136;Muffin;2.5;2.5;1;0;2.5;2.5;100;0.02;KW41.xlsx;2015
290;A10144;Trockengebäck 100g verpackt;4.4;4.4;2;0;2.2;4.4;100;0.04;KW41.xlsx;2015
291;A10148;Fruchttörtli;20.2;20.2;8;0;2.53;20.2;100;0.18;KW41.xlsx;2015
292;A10162;Bienenstich;2.4;2.4;1;0;2.4;2.4;100;0.02;KW41.xlsx;2015
293;A10200;Birchermüesli Classic;29.3;29.3;9;0;3.26;29.3;100;0.27;KW41.xlsx;2015
294;A10410;Sandwich Milano;16.5;16.5;4;0;4.13;16.5;100;0.15;KW41.xlsx;2015
295;A10413;Sandwich Start Your Day;31.5;31.5;7;0;4.5;31.5;100;0.29;KW41.xlsx;2015
297;A10000;Küche;22;22;2;0;11;22;100;0.24;KW42.xlsx;2015
298;A10001;Favorite;2'881.00;2'881.00;377;0;7.64;2'881.00;100;31.68;KW42.xlsx;2015
299;A10002;Green;2'329.00;2'329.00;308;0;7.56;2'329.00;100;25.61;KW42.xlsx;2015
300;A10006;Menu Salat;234.5;234.5;155;0;1.51;234.5;100;2.58;KW42.xlsx;2015
301;A10007;Senf Mayo Ketschup;2.5;2.5;5;0;0.5;2.5;100;0.03;KW42.xlsx;2015
302;A10011;Kitchen 1;135;135;14;0;9.64;135;100;1.48;KW42.xlsx;2015
303;A10012;Kitchen 2;212;212;20;0;10.6;212;100;2.33;KW42.xlsx;2015
304;A10013;Kitchen 3;338;338;28;0;12.07;338;100;3.72;KW42.xlsx;2015
305;A10014;Kitchen 4;571;571;44;0;12.98;571;100;6.28;KW42.xlsx;2015
306;A10020;Local 0;1'550.00;1'550.00;207;0;7.49;1'550.00;100;17.04;KW42.xlsx;2015
307;A10021;Local 1;19;19;2;0;9.5;19;100;0.21;KW42.xlsx;2015
308;A10030;Market;46;46;8;1.99;23.07;46;100;0.51;KW42.xlsx;2015
309;A10040;Garden;298.5;298.5;43;12.93;23.08;298.5;100;3.28;KW42.xlsx;2015
310;A10060;Frucht -.70;1.4;1.4;2;0;0.7;1.4;100;0.02;KW42.xlsx;2015
311;A10061;Frucht -.80;0.8;0.8;1;0;0.8;0.8;100;0.01;KW42.xlsx;2015
312;A10063;Frucht 1.00;5;5;5;0;1;5;100;0.05;KW42.xlsx;2015
313;A100700;Yogi;1.6;1.6;1;0;1.6;1.6;100;0.02;KW42.xlsx;2015
314;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.1;KW42.xlsx;2015
315;A10073;Saisonfrüchte geschnitten;7;7;2;0;3.5;7;100;0.08;KW42.xlsx;2015
316;A10074;Milchreis;2.3;2.3;1;0;2.3;2.3;100;0.03;KW42.xlsx;2015
317;A10101;Ragusa-Gipfel ;12.5;12.5;5;0;2.5;12.5;100;0.14;KW42.xlsx;2015
318;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.03;KW42.xlsx;2015
319;A10104;Schoggi-Gipfel ;4.8;4.8;2;0;2.4;4.8;100;0.05;KW42.xlsx;2015
320;A10108;Laugenbrezel mit Butter;2.4;2.4;1;0;2.4;2.4;100;0.03;KW42.xlsx;2015
321;A10110;Sonnenblumenbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW42.xlsx;2015
322;A10111;Schoggi Fair;2.2;2.2;1;0;2.2;2.2;100;0.02;KW42.xlsx;2015
323;A10112;Maisbrötli;3.4;3.4;2;0;1.7;3.4;100;0.04;KW42.xlsx;2015
324;A10116;Semmel ;1.4;1.4;1;0;1.4;1.4;100;0.02;KW42.xlsx;2015
325;A10119;Studentenschnitte ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW42.xlsx;2015
326;A10121;Mandelschnecke ;9.6;9.6;4;0;2.4;9.6;100;0.11;KW42.xlsx;2015
327;A10122;Nussbrille;4.8;4.8;2;0;2.4;4.8;100;0.05;KW42.xlsx;2015
328;A10123;Russenzöpfli;4.8;4.8;2;0;2.4;4.8;100;0.05;KW42.xlsx;2015
330;A10000;Küche;146.8;146.8;20;0;7.34;146.8;100;1.75;KW43.xlsx;2015
331;A10001;Favorite;2'969.00;2'969.00;390;0;7.61;2'969.00;100;35.37;KW43.xlsx;2015
332;A10002;Green;1'934.00;1'934.00;254;0;7.61;1'934.00;100;23.04;KW43.xlsx;2015
333;A100039;Portion Pommes;5.5;5.5;1;0;5.5;5.5;100;0.07;KW43.xlsx;2015
334;A10004;Brot Stück;1.2;1.2;4;0;0.3;1.2;100;0.01;KW43.xlsx;2015
335;A10005;Menu Suppe;22.5;22.5;15;0;1.5;22.5;100;0.27;KW43.xlsx;2015
336;A10006;Menu Salat;268;268;176;0;1.52;268;100;3.19;KW43.xlsx;2015
337;A10007;Senf Mayo Ketschup;8;8;16;0;0.5;8;100;0.1;KW43.xlsx;2015
338;A10011;Kitchen 1;59;59;6;0;9.83;59;100;0.7;KW43.xlsx;2015
339;A10012;Kitchen 2;539;539;50;0;10.78;539;100;6.42;KW43.xlsx;2015
340;A10013;Kitchen 3;189;189;16;0;11.81;189;100;2.25;KW43.xlsx;2015
341;A10020;Local 0;1'557.00;1'557.00;204;0;7.63;1'557.00;100;18.55;KW43.xlsx;2015
342;A10030;Market;125;125;16;5.4;23.13;125;100;1.49;KW43.xlsx;2015
343;A10040;Garden;255.1;255.1;33;11.02;23.15;255.1;100;3.04;KW43.xlsx;2015
344;A10063;Frucht 1.00;7;7;7;0;1;7;100;0.08;KW43.xlsx;2015
345;A100700;Yogi;3.2;3.2;2;0;1.6;3.2;100;0.04;KW43.xlsx;2015
346;A10072;Schichtjoghurt;6;6;2;0;3;6;100;0.07;KW43.xlsx;2015
347;A10073;Saisonfrüchte geschnitten;10.5;10.5;3;0;3.5;10.5;100;0.13;KW43.xlsx;2015
348;A10074;Milchreis;2.3;2.3;1;0;2.3;2.3;100;0.03;KW43.xlsx;2015
349;A10100;Gipfel;2.6;2.6;2;0;1.3;2.6;100;0.03;KW43.xlsx;2015
350;A10101;Ragusa-Gipfel ;7.2;7.2;3;0;2.4;7.2;100;0.09;KW43.xlsx;2015
351;A10104;Schoggi-Gipfel ;4.8;4.8;2;0;2.4;4.8;100;0.06;KW43.xlsx;2015
352;A10108;Laugenbrezel mit Butter;4.4;4.4;2;0;2.2;4.4;100;0.05;KW43.xlsx;2015
353;A10110;Sonnenblumenbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW43.xlsx;2015
354;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW43.xlsx;2015
355;A10114;Fitnessbrötli ;3.4;3.4;2;0;1.7;3.4;100;0.04;KW43.xlsx;2015
356;A10121;Mandelschnecke ;13;13;5;0;2.6;13;100;0.15;KW43.xlsx;2015
357;A10124;Kirschenstange;7.7;7.7;3;0;2.57;7.7;100;0.09;KW43.xlsx;2015
358;A10126;Apfel im Schlafrock;5.3;5.3;2;0;2.65;5.3;100;0.06;KW43.xlsx;2015
359;A10128;Aprikosenjalousie;2.4;2.4;1;0;2.4;2.4;100;0.03;KW43.xlsx;2015
360;A10129;Aprikosen-Bögli;2.4;2.4;1;0;2.4;2.4;100;0.03;KW43.xlsx;2015
361;A10135;Wähe;7.8;7.8;2;0;3.9;7.8;100;0.09;KW43.xlsx;2015
363;A10000;Küche;901.2;901.2;61;0;14.77;901.2;100;7.14;KW44.xlsx;2015
364;A10001;Favorite;4'139.00;4'139.00;544;0;7.61;4'139.00;100;32.78;KW44.xlsx;2015
365;A10002;Green;2'430.00;2'430.00;322;0;7.55;2'430.00;100;19.25;KW44.xlsx;2015
366;A100039;Portion Pommes;44;44;8;0;5.5;44;100;0.35;KW44.xlsx;2015
367;A10004;Brot Stück;0.3;0.3;1;0;0.3;0.3;100;0;KW44.xlsx;2015
368;A10005;Menu Suppe;37.5;37.5;25;0;1.5;37.5;100;0.3;KW44.xlsx;2015
369;A10006;Menu Salat;272.5;272.5;179;0;1.52;272.5;100;2.16;KW44.xlsx;2015
370;A10007;Senf Mayo Ketschup;9;9;18;0;0.5;9;100;0.07;KW44.xlsx;2015
371;A10011;Kitchen 1;222;222;23;0;9.65;222;100;1.76;KW44.xlsx;2015
372;A10012;Kitchen 2;141;141;13;0;10.85;141;100;1.12;KW44.xlsx;2015
373;A10013;Kitchen 3;1'112.00;1'112.00;93;0;11.96;1'112.00;100;8.81;KW44.xlsx;2015
374;A10014;Kitchen 4;1'134.00;1'134.00;90;0;12.6;1'134.00;100;8.98;KW44.xlsx;2015
375;A10020;Local 0;899;899;120;0;7.49;899;100;7.12;KW44.xlsx;2015
376;A10030;Market;159.5;159.5;24;6.85;23.27;159.5;100;1.26;KW44.xlsx;2015
377;A10040;Garden;249.4;249.4;37;10.8;23.08;249.4;100;1.98;KW44.xlsx;2015
378;A10061;Frucht -.80;1.6;1.6;2;0;0.8;1.6;100;0.01;KW44.xlsx;2015
379;A10063;Frucht 1.00;17;17;17;0;1;17;100;0.13;KW44.xlsx;2015
380;A100700;Yogi;1.6;1.6;1;0;1.6;1.6;100;0.01;KW44.xlsx;2015
381;A10072;Schichtjoghurt;3;3;1;0;3;3;100;0.02;KW44.xlsx;2015
382;A10100;Gipfel;7.8;7.8;6;0;1.3;7.8;100;0.06;KW44.xlsx;2015
383;A10101;Ragusa-Gipfel ;5.3;5.3;2;0;2.65;5.3;100;0.04;KW44.xlsx;2015
384;A10102;Mandelgipfel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW44.xlsx;2015
385;A10103;Vanille-Gipfel;4.8;4.8;2;0;2.4;4.8;100;0.04;KW44.xlsx;2015
386;A10110;Sonnenblumenbrötli;5.1;5.1;3;0;1.7;5.1;100;0.04;KW44.xlsx;2015
387;A10111;Schoggi Fair;2.2;2.2;1;0;2.2;2.2;100;0.02;KW44.xlsx;2015
388;A10112;Maisbrötli;10.2;10.2;6;0;1.7;10.2;100;0.08;KW44.xlsx;2015
389;A10119;Studentenschnitte ;12;12;5;0;2.4;12;100;0.1;KW44.xlsx;2015
390;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW44.xlsx;2015
391;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.02;KW44.xlsx;2015
392;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.02;KW44.xlsx;2015
393;A10124;Kirschenstange;2.4;2.4;1;0;2.4;2.4;100;0.02;KW44.xlsx;2015
394;A10126;Apfel im Schlafrock;4.8;4.8;2;0;2.4;4.8;100;0.04;KW44.xlsx;2015
396;A10000;Küche;103;103;15;0;6.87;103;100;1;KW45.xlsx;2015
397;A10001;Favorite;3'110.00;3'110.00;404;0;7.7;3'110.00;100;30.16;KW45.xlsx;2015
398;A10002;Green;2'600.00;2'600.00;345;0;7.54;2'600.00;100;25.21;KW45.xlsx;2015
399;A10004;Brot Stück;0.3;0.3;1;0;0.3;0.3;100;0;KW45.xlsx;2015
400;A10005;Menu Suppe;37.5;37.5;25;0;1.5;37.5;100;0.36;KW45.xlsx;2015
401;A10006;Menu Salat;316;316;206;0;1.53;316;100;3.06;KW45.xlsx;2015
402;A10007;Senf Mayo Ketschup;3.5;3.5;7;0;0.5;3.5;100;0.03;KW45.xlsx;2015
403;A10011;Kitchen 1;683;683;70;0;9.76;683;100;6.62;KW45.xlsx;2015
404;A10013;Kitchen 3;382;382;32;0;11.94;382;100;3.7;KW45.xlsx;2015
405;A10014;Kitchen 4;519;519;41;0;12.66;519;100;5.03;KW45.xlsx;2015
406;A10020;Local 0;1'596.00;1'596.00;212;0;7.53;1'596.00;100;15.48;KW45.xlsx;2015
407;A10030;Market;248.3;248.3;35;10.75;23.1;248.3;100;2.41;KW45.xlsx;2015
408;A10040;Garden;257.2;257.2;34;11.01;23.36;257.2;100;2.49;KW45.xlsx;2015
409;A10061;Frucht -.80;2.4;2.4;3;0;0.8;2.4;100;0.02;KW45.xlsx;2015
410;A10063;Frucht 1.00;5;5;5;0;1;5;100;0.05;KW45.xlsx;2015
411;A10070;Yogurt 150g;2.1;2.1;1;0;2.1;2.1;100;0.02;KW45.xlsx;2015
412;A100700;Yogi;1.6;1.6;1;0;1.6;1.6;100;0.02;KW45.xlsx;2015
413;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.09;KW45.xlsx;2015
414;A10073;Saisonfrüchte geschnitten;14;14;4;0;3.5;14;100;0.14;KW45.xlsx;2015
415;A10074;Milchreis;2.3;2.3;1;0;2.3;2.3;100;0.02;KW45.xlsx;2015
416;A10100;Gipfel;1.3;1.3;1;0;1.3;1.3;100;0.01;KW45.xlsx;2015
417;A10101;Ragusa-Gipfel ;19.7;19.7;8;0;2.46;19.7;100;0.19;KW45.xlsx;2015
418;A10103;Vanille-Gipfel;4.8;4.8;2;0;2.4;4.8;100;0.05;KW45.xlsx;2015
419;A10111;Schoggi Fair;2.2;2.2;1;0;2.2;2.2;100;0.02;KW45.xlsx;2015
420;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW45.xlsx;2015
421;A10119;Studentenschnitte ;2.9;2.9;1;0;2.9;2.9;100;0.03;KW45.xlsx;2015
422;A10121;Mandelschnecke ;5.3;5.3;2;0;2.65;5.3;100;0.05;KW45.xlsx;2015
423;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.02;KW45.xlsx;2015
424;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.02;KW45.xlsx;2015
425;A10126;Apfel im Schlafrock;2.4;2.4;1;0;2.4;2.4;100;0.02;KW45.xlsx;2015
426;A10127;Aprikosenplunder;2.4;2.4;1;0;2.4;2.4;100;0.02;KW45.xlsx;2015
427;A10128;Aprikosenjalousie;2.4;2.4;1;0;2.4;2.4;100;0.02;KW45.xlsx;2015
429;A10000;Küche;132.9;132.9;37;0;3.59;132.9;100;1.17;KW46.xlsx;2015
430;A10001;Favorite;4'342.00;4'342.00;555;0;7.82;4'342.00;100;38.08;KW46.xlsx;2015
431;A10002;Green;2'740.00;2'740.00;354;0;7.74;2'740.00;100;24.03;KW46.xlsx;2015
432;A10003;nur Fleisch Favorite;6;6;1;0;6;6;100;0.05;KW46.xlsx;2015
433;A100039;Portion Pommes;13;13;2;0;6.5;13;100;0.11;KW46.xlsx;2015
434;A10004;Brot Stück;0.6;0.6;2;0;0.3;0.6;100;0.01;KW46.xlsx;2015
435;A10005;Menu Suppe;54;54;36;0;1.5;54;100;0.47;KW46.xlsx;2015
436;A10006;Menu Salat;324;324;200;0;1.62;324;100;2.84;KW46.xlsx;2015
437;A10007;Senf Mayo Ketschup;1.5;1.5;3;0;0.5;1.5;100;0.01;KW46.xlsx;2015
438;A10011;Kitchen 1;311;311;31;0;10.03;311;100;2.73;KW46.xlsx;2015
439;A10012;Kitchen 2;598;598;55;0;10.87;598;100;5.24;KW46.xlsx;2015
440;A10013;Kitchen 3;340;340;29;0;11.72;340;100;2.98;KW46.xlsx;2015
441;A10014;Kitchen 4;612;612;47;0;13.02;612;100;5.37;KW46.xlsx;2015
442;A10020;Local 0;1'114.00;1'114.00;145;0;7.68;1'114.00;100;9.77;KW46.xlsx;2015
443;A10030;Market;217.8;217.8;29;9.38;23.23;217.8;100;1.91;KW46.xlsx;2015
444;A10040;Garden;216;216;32;9.34;23.12;216;100;1.89;KW46.xlsx;2015
445;A10061;Frucht -.80;3.2;3.2;4;0;0.8;3.2;100;0.03;KW46.xlsx;2015
446;A10063;Frucht 1.00;8;8;8;0;1;8;100;0.07;KW46.xlsx;2015
447;A100700;Yogi;1.6;1.6;1;0;1.6;1.6;100;0.01;KW46.xlsx;2015
448;A10073;Saisonfrüchte geschnitten;14;14;4;0;3.5;14;100;0.12;KW46.xlsx;2015
449;A10101;Ragusa-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW46.xlsx;2015
450;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.02;KW46.xlsx;2015
451;A10108;Laugenbrezel mit Butter;13.4;13.4;6;0;2.23;13.4;100;0.12;KW46.xlsx;2015
452;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.01;KW46.xlsx;2015
453;A10114;Fitnessbrötli ;3.4;3.4;2;0;1.7;3.4;100;0.03;KW46.xlsx;2015
454;A10119;Studentenschnitte ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW46.xlsx;2015
455;A10120;Mandelbrezel ;7.7;7.7;3;0;2.57;7.7;100;0.07;KW46.xlsx;2015
456;A10121;Mandelschnecke ;4.8;4.8;2;0;2.4;4.8;100;0.04;KW46.xlsx;2015
457;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.02;KW46.xlsx;2015
458;A10124;Kirschenstange;5.3;5.3;2;0;2.65;5.3;100;0.05;KW46.xlsx;2015
459;A10125;Nussstange;2.4;2.4;1;0;2.4;2.4;100;0.02;KW46.xlsx;2015
460;A10127;Aprikosenplunder;2.9;2.9;1;0;2.9;2.9;100;0.03;KW46.xlsx;2015
462;A10000;Küche;40.3;40.3;8;0;5.04;40.3;100;0.36;KW47.xlsx;2015
463;A10001;Favorite;3'458.00;3'458.00;445;0;7.77;3'458.00;100;31.19;KW47.xlsx;2015
464;A10002;Green;2'667.00;2'667.00;355;0;7.51;2'667.00;100;24.06;KW47.xlsx;2015
465;A10005;Menu Suppe;31.5;31.5;21;0;1.5;31.5;100;0.28;KW47.xlsx;2015
466;A10006;Menu Salat;237;237;154;0;1.54;237;100;2.14;KW47.xlsx;2015
467;A10007;Senf Mayo Ketschup;1;1;2;0;0.5;1;100;0.01;KW47.xlsx;2015
468;A10008;Gemüseportion;4.5;4.5;3;0;1.5;4.5;100;0.04;KW47.xlsx;2015
469;A10012;Kitchen 2;195;195;18;0;10.83;195;100;1.76;KW47.xlsx;2015
470;A10013;Kitchen 3;784;784;65;0;12.06;784;100;7.07;KW47.xlsx;2015
471;A10014;Kitchen 4;1'181.00;1'181.00;92;0;12.84;1'181.00;100;10.65;KW47.xlsx;2015
472;A10020;Local 0;1'701.00;1'701.00;223;0;7.63;1'701.00;100;15.34;KW47.xlsx;2015
473;A10024;Local 4;12;12;1;0;12;12;100;0.11;KW47.xlsx;2015
474;A10030;Market;208.6;208.6;30;9.05;23.05;208.6;100;1.88;KW47.xlsx;2015
475;A10040;Garden;142.6;142.6;21;6.17;23.12;142.6;100;1.29;KW47.xlsx;2015
476;A10060;Frucht -.70;1.4;1.4;2;0;0.7;1.4;100;0.01;KW47.xlsx;2015
477;A10061;Frucht -.80;0.8;0.8;1;0;0.8;0.8;100;0.01;KW47.xlsx;2015
478;A10063;Frucht 1.00;5;5;5;0;1;5;100;0.05;KW47.xlsx;2015
479;A100700;Yogi;1.6;1.6;1;0;1.6;1.6;100;0.01;KW47.xlsx;2015
480;A10072;Schichtjoghurt;3;3;1;0;3;3;100;0.03;KW47.xlsx;2015
481;A10073;Saisonfrüchte geschnitten;17.5;17.5;5;0;3.5;17.5;100;0.16;KW47.xlsx;2015
482;A10101;Ragusa-Gipfel ;4.8;4.8;2;0;2.4;4.8;100;0.04;KW47.xlsx;2015
483;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.02;KW47.xlsx;2015
484;A10104;Schoggi-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW47.xlsx;2015
485;A10108;Laugenbrezel mit Butter;6.6;6.6;3;0;2.2;6.6;100;0.06;KW47.xlsx;2015
486;A10112;Maisbrötli;3.4;3.4;2;0;1.7;3.4;100;0.03;KW47.xlsx;2015
487;A10116;Semmel ;1.4;1.4;1;0;1.4;1.4;100;0.01;KW47.xlsx;2015
488;A10119;Studentenschnitte ;10.1;10.1;4;0;2.53;10.1;100;0.09;KW47.xlsx;2015
489;A10120;Mandelbrezel ;7.2;7.2;3;0;2.4;7.2;100;0.06;KW47.xlsx;2015
490;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW47.xlsx;2015
491;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.02;KW47.xlsx;2015
492;A10123;Russenzöpfli;4.8;4.8;2;0;2.4;4.8;100;0.04;KW47.xlsx;2015
493;A10124;Kirschenstange;4.8;4.8;2;0;2.4;4.8;100;0.04;KW47.xlsx;2015
495;A10000;Küche;77.3;77.3;20;0;3.87;77.3;100;0.7;KW48.xlsx;2015
496;A10001;Favorite;4'392.00;4'392.00;564;0;7.79;4'392.00;100;39.73;KW48.xlsx;2015
497;A10002;Green;2'348.00;2'348.00;310;0;7.57;2'348.00;100;21.24;KW48.xlsx;2015
498;A10004;Brot Stück;0.3;0.3;1;0;0.3;0.3;100;0;KW48.xlsx;2015
499;A10005;Menu Suppe;37;37;24;0;1.54;37;100;0.33;KW48.xlsx;2015
500;A10006;Menu Salat;267;267;170;0;1.57;267;100;2.42;KW48.xlsx;2015
501;A10007;Senf Mayo Ketschup;2.5;2.5;5;0;0.5;2.5;100;0.02;KW48.xlsx;2015
502;A10011;Kitchen 1;555;555;58;0;9.57;555;100;5.02;KW48.xlsx;2015
503;A10012;Kitchen 2;367;367;34;0;10.79;367;100;3.32;KW48.xlsx;2015
504;A10013;Kitchen 3;469;469;39;0;12.03;469;100;4.24;KW48.xlsx;2015
505;A10020;Local 0;1'652.00;1'652.00;215;0;7.68;1'652.00;100;14.95;KW48.xlsx;2015
506;A10030;Market;334.2;334.2;43;14.43;23.16;334.2;100;3.02;KW48.xlsx;2015
507;A10040;Garden;114.2;114.2;14;4.97;23;114.2;100;1.03;KW48.xlsx;2015
508;A10061;Frucht -.80;2.4;2.4;3;0;0.8;2.4;100;0.02;KW48.xlsx;2015
509;A10063;Frucht 1.00;8;8;8;0;1;8;100;0.07;KW48.xlsx;2015
510;A100700;Yogi;1.6;1.6;1;0;1.6;1.6;100;0.01;KW48.xlsx;2015
511;A10072;Schichtjoghurt;3;3;1;0;3;3;100;0.03;KW48.xlsx;2015
512;A10073;Saisonfrüchte geschnitten;24.5;24.5;7;0;3.5;24.5;100;0.22;KW48.xlsx;2015
513;A10074;Milchreis;4.6;4.6;2;0;2.3;4.6;100;0.04;KW48.xlsx;2015
514;A10101;Ragusa-Gipfel ;9.6;9.6;4;0;2.4;9.6;100;0.09;KW48.xlsx;2015
515;A10103;Vanille-Gipfel;2.9;2.9;1;0;2.9;2.9;100;0.03;KW48.xlsx;2015
516;A10108;Laugenbrezel mit Butter;11;11;5;0;2.2;11;100;0.1;KW48.xlsx;2015
517;A10110;Sonnenblumenbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW48.xlsx;2015
518;A10112;Maisbrötli;5.1;5.1;3;0;1.7;5.1;100;0.05;KW48.xlsx;2015
519;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW48.xlsx;2015
520;A10119;Studentenschnitte ;9.6;9.6;4;0;2.4;9.6;100;0.09;KW48.xlsx;2015
521;A10120;Mandelbrezel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW48.xlsx;2015
522;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW48.xlsx;2015
523;A10122;Nussbrille;4.8;4.8;2;0;2.4;4.8;100;0.04;KW48.xlsx;2015
524;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.02;KW48.xlsx;2015
525;A10124;Kirschenstange;2.4;2.4;1;0;2.4;2.4;100;0.02;KW48.xlsx;2015
526;A10126;Apfel im Schlafrock;2.4;2.4;1;0;2.4;2.4;100;0.02;KW48.xlsx;2015
528;A10000;Küche;1'021.90;1'021.90;42;0;24.33;1'021.90;100;8.49;KW49.xlsx;2015
529;A10001;Favorite;3'895.00;3'895.00;499;0;7.81;3'895.00;100;32.36;KW49.xlsx;2015
530;A10002;Green;2'390.00;2'390.00;318;0;7.52;2'390.00;100;19.86;KW49.xlsx;2015
531;A100039;Portion Pommes;5.5;5.5;1;0;5.5;5.5;100;0.05;KW49.xlsx;2015
532;A10005;Menu Suppe;34.5;34.5;23;0;1.5;34.5;100;0.29;KW49.xlsx;2015
533;A10006;Menu Salat;260.5;260.5;165;0;1.58;260.5;100;2.16;KW49.xlsx;2015
534;A10007;Senf Mayo Ketschup;1.5;1.5;3;0;0.5;1.5;100;0.01;KW49.xlsx;2015
535;A10008;Gemüseportion;3;3;2;0;1.5;3;100;0.02;KW49.xlsx;2015
536;A10011;Kitchen 1;367;367;38;0;9.66;367;100;3.05;KW49.xlsx;2015
537;A10012;Kitchen 2;418;418;38;0;11;418;100;3.47;KW49.xlsx;2015
538;A10013;Kitchen 3;318;318;26;0;12.23;318;100;2.64;KW49.xlsx;2015
539;A10014;Kitchen 4;478;478;37;0;12.92;478;100;3.97;KW49.xlsx;2015
540;A10020;Local 0;1'737.00;1'737.00;226;0;7.69;1'737.00;100;14.43;KW49.xlsx;2015
541;A10030;Market;238.9;238.9;31;10.34;23.1;238.9;100;1.98;KW49.xlsx;2015
542;A10040;Garden;167.6;167.6;25;7.28;23.02;167.6;100;1.39;KW49.xlsx;2015
543;A10063;Frucht 1.00;142;142;142;0;1;142;100;1.18;KW49.xlsx;2015
544;A100700;Yogi;1.8;1.8;1;0;1.8;1.8;100;0.01;KW49.xlsx;2015
545;A10072;Schichtjoghurt;6;6;2;0;3;6;100;0.05;KW49.xlsx;2015
546;A10073;Saisonfrüchte geschnitten;14;14;4;0;3.5;14;100;0.12;KW49.xlsx;2015
547;A10100;Gipfel;7.8;7.8;6;0;1.3;7.8;100;0.06;KW49.xlsx;2015
548;A10101;Ragusa-Gipfel ;16.8;16.8;7;0;2.4;16.8;100;0.14;KW49.xlsx;2015
549;A10103;Vanille-Gipfel;4.8;4.8;2;0;2.4;4.8;100;0.04;KW49.xlsx;2015
550;A10108;Laugenbrezel mit Butter;11;11;5;0;2.2;11;100;0.09;KW49.xlsx;2015
551;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.01;KW49.xlsx;2015
552;A10116;Semmel ;8.4;8.4;6;0;1.4;8.4;100;0.07;KW49.xlsx;2015
553;A10119;Studentenschnitte ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW49.xlsx;2015
554;A10120;Mandelbrezel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW49.xlsx;2015
555;A10123;Russenzöpfli;7.2;7.2;3;0;2.4;7.2;100;0.06;KW49.xlsx;2015
556;A10126;Apfel im Schlafrock;5.8;5.8;2;0;2.9;5.8;100;0.05;KW49.xlsx;2015
557;A10128;Aprikosenjalousie;2.4;2.4;1;0;2.4;2.4;100;0.02;KW49.xlsx;2015
558;A10130;Vanillekreuz;8.2;8.2;3;0;2.73;8.2;100;0.07;KW49.xlsx;2015
559;A10135;Wähe;23.9;23.9;6;0;3.98;23.9;100;0.2;KW49.xlsx;2015
561;A10000;Küche;42.3;42.3;9;0;4.7;42.3;100;0.4;KW50.xlsx;2015
562;A10001;Favorite;3'777.00;3'777.00;485;0;7.79;3'777.00;100;35.66;KW50.xlsx;2015
563;A10002;Green;2'740.00;2'740.00;362;0;7.57;2'740.00;100;25.87;KW50.xlsx;2015
564;A100039;Portion Pommes;11;11;2;0;5.5;11;100;0.1;KW50.xlsx;2015
