ID;Kalenderwoche;Artikel;;;;;Bruttobetrag;Nettobetrag;;;Verkaufte StÅcke;Gewicht verkauft;;Durchschnittlicher Preis;;;;Rabattierter Betrag;Durchschnittlicher Rabatt;Referenzbetrag;;;;Ref %;;Tot %Umsatz;Jahr
799;50;A10014;Kitchen 4;;;;907.00;907.00;;;69;;;13.14;;;;0.00;0.00;907.00;;;;100.00;;8.56;2015
800;50;A10020;Local 0;;;;1'462.00;1'462.00;;;189;;;7.74;;;;0.00;0.00;1'462.00;;;;100.00;;13.80;2015
801;50;A10030;Market;;;;235.60;235.60;;;34;10.13;;23.27;;;;0.00;0.00;235.60;;;;100.00;;2.22;2015
802;50;A10040;Garden;;;;84.00;84.00;;;13;3.66;;22.96;;;;0.00;0.00;84.00;;;;100.00;;0.79;2015
803;50;A10063;Frucht 1.00;;;;8.00;8.00;;;8;;;1.00;;;;0.00;0.00;8.00;;;;100.00;;0.08;2015
804;50;A100700;Yogi;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.02;2015
805;50;A10072;Schichtjoghurt;;;;9.00;9.00;;;3;;;3.00;;;;0.00;0.00;9.00;;;;100.00;;0.08;2015
806;50;A10073;SaisonfrÅchte geschnitten;;;;18.00;18.00;;;5;;;3.60;;;;0.00;0.00;18.00;;;;100.00;;0.17;2015
807;50;A10100;Gipfel;;;;1.30;1.30;;;1;;;1.30;;;;0.00;0.00;1.30;;;;100.00;;0.01;2015
808;50;A10101;Ragusa-Gipfel ;;;;8.20;8.20;;;3;;;2.73;;;;0.00;0.00;8.20;;;;100.00;;0.08;2015
809;50;A10103;Vanille-Gipfel;;;;10.10;10.10;;;4;;;2.53;;;;0.00;0.00;10.10;;;;100.00;;0.10;2015
810;50;A10108;Laugenbrezel mit Butter;;;;13.40;13.40;;;6;;;2.23;;;;0.00;0.00;13.40;;;;100.00;;0.13;2015
811;50;A10112;Maisbrîtli;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.02;2015
812;50;A10114;Fitnessbrîtli ;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.02;2015
813;50;A10119;Studentenschnitte ;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.07;2015
814;50;A10121;Mandelschnecke ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
815;50;A10124;Kirschenstange;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.05;2015
816;50;A10126;Apfel im Schlafrock;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.05;2015
817;50;A10128;Aprikosenjalousie;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.05;2015
818;50;A10130;Vanillekreuz;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
819;50;A10135;WÑhe;;;;19.50;19.50;;;5;;;3.90;;;;0.00;0.00;19.50;;;;100.00;;0.18;2015
820;50;A10136;Muffin;;;;5.00;5.00;;;2;;;2.50;;;;0.00;0.00;5.00;;;;100.00;;0.05;2015
821;50;A10144;TrockengebÑck 100g verpackt;;;;6.60;6.60;;;3;;;2.20;;;;0.00;0.00;6.60;;;;100.00;;0.06;2015
822;50;A10162;Bienenstich;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.05;2015
823;50;A10163;BÅrli;;;;1.40;1.40;;;1;;;1.40;;;;0.00;0.00;1.40;;;;100.00;;0.01;2015
824;50;A10200;BirchermÅesli Classic;;;;38.90;38.90;;;12;;;3.24;;;;0.00;0.00;38.90;;;;100.00;;0.37;2015
825;50;A10408;Sandwich Hammer Ham;;;;13.00;13.00;;;2;;;6.50;;;;0.00;0.00;13.00;;;;100.00;;0.12;2015
826;50;A10409;Sandwich Appenzell;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.10;2015
827;50;A10410;Sandwich Milano;;;;12.00;12.00;;;3;;;4.00;;;;0.00;0.00;12.00;;;;100.00;;0.11;2015
828;50;A10411;Sandwich Power Ham;;;;12.00;12.00;;;3;;;4.00;;;;0.00;0.00;12.00;;;;100.00;;0.11;2015
829;50;A10412;Sandwich Gruyere;;;;4.00;4.00;;;1;;;4.00;;;;0.00;0.00;4.00;;;;100.00;;0.04;2015
830;50;A10413;Sandwich Start Your Day;;;;4.50;4.50;;;1;;;4.50;;;;0.00;0.00;4.50;;;;100.00;;0.04;2015
831;50;A10415;Sandwich Turkey;;;;33.00;33.00;;;6;;;5.50;;;;0.00;0.00;33.00;;;;100.00;;0.31;2015
832;50;A10416;Sandwich Ticinese;;;;24.50;24.50;;;4;;;6.13;;;;0.00;0.00;24.50;;;;100.00;;0.23;2015
833;50;A10422;Sandwich Turkey Classic;;;;6.50;6.50;;;1;;;6.50;;;;0.00;0.00;6.50;;;;100.00;;0.06;2015
834;50;A10424;Sandwich Vegi Luxus Muhammara;;;;6.00;6.00;;;1;;;6.00;;;;0.00;0.00;6.00;;;;100.00;;0.06;2015
835;50;A10430;Bagel Sandwich Fisherman's Catch;;;;33.00;33.00;;;6;;;5.50;;;;0.00;0.00;33.00;;;;100.00;;0.31;2015
836;50;A10433;Bagel Sandwich Vegi Luxus;;;;33.00;33.00;;;6;;;5.50;;;;0.00;0.00;33.00;;;;100.00;;0.31;2015
837;50;A10438;FB Sandwich Ham & Co;;;;17.00;17.00;;;3;;;5.67;;;;0.00;0.00;17.00;;;;100.00;;0.16;2015
838;50;A10440;FB Sandwich Hammer Ham;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
839;50;A10450;Sandwich Laugenkaiser;;;;4.00;4.00;;;1;;;4.00;;;;0.00;0.00;4.00;;;;100.00;;0.04;2015
840;50;A10451;Sandwich Bauette;;;;25.00;25.00;;;5;;;5.00;;;;0.00;0.00;25.00;;;;100.00;;0.24;2015
841;51;A10000;KÅche;;;;442.20;442.20;;;42;;;10.53;;;;0.00;0.00;442.20;;;;100.00;;3.99;2015
842;51;A10001;Favorite;;;;3'392.00;3'392.00;;;434;;;7.82;;;;0.00;0.00;3'392.00;;;;100.00;;30.57;2015
843;51;A10002;Green;;;;2'286.00;2'286.00;;;302;;;7.57;;;;0.00;0.00;2'286.00;;;;100.00;;20.60;2015
844;51;A100039;Portion Pommes;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
845;51;A10005;Menu Suppe;;;;32.50;32.50;;;21;;;1.55;;;;0.00;0.00;32.50;;;;100.00;;0.29;2015
846;51;A10006;Menu Salat;;;;158.00;158.00;;;98;;;1.61;;;;0.00;0.00;158.00;;;;100.00;;1.42;2015
847;51;A10007;Senf Mayo Ketschup;;;;2.50;2.50;;;5;;;0.50;;;;0.00;0.00;2.50;;;;100.00;;0.02;2015
848;51;A10011;Kitchen 1;;;;132.00;132.00;;;14;;;9.43;;;;0.00;0.00;132.00;;;;100.00;;1.19;2015
849;51;A10012;Kitchen 2;;;;467.00;467.00;;;43;;;10.86;;;;0.00;0.00;467.00;;;;100.00;;4.21;2015
850;51;A10013;Kitchen 3;;;;180.00;180.00;;;15;;;12.00;;;;0.00;0.00;180.00;;;;100.00;;1.62;2015
851;51;A10014;Kitchen 4;;;;806.00;806.00;;;63;;;12.79;;;;0.00;0.00;806.00;;;;100.00;;7.26;2015
852;51;A10020;Local 0;;;;1'374.00;1'374.00;;;178;;;7.72;;;;0.00;0.00;1'374.00;;;;100.00;;12.38;2015
853;51;A10030;Market;;;;88.90;88.90;;;13;3.86;;23.03;;;;0.00;0.00;88.90;;;;100.00;;0.80;2015
854;51;A10040;Garden;;;;318.80;318.80;;;48;13.80;;23.09;;;;0.00;0.00;318.80;;;;100.00;;2.87;2015
855;51;A10061;Frucht -.80;;;;2.40;2.40;;;3;;;0.80;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
856;51;A10063;Frucht 1.00;;;;20.00;20.00;;;20;;;1.00;;;;0.00;0.00;20.00;;;;100.00;;0.18;2015
857;51;A10065;Frucht 1.30;;;;1.30;1.30;;;1;;;1.30;;;;0.00;0.00;1.30;;;;100.00;;0.01;2015
858;51;A10072;Schichtjoghurt;;;;9.00;9.00;;;3;;;3.00;;;;0.00;0.00;9.00;;;;100.00;;0.08;2015
859;51;A10073;SaisonfrÅchte geschnitten;;;;21.50;21.50;;;6;;;3.58;;;;0.00;0.00;21.50;;;;100.00;;0.19;2015
860;51;A10074;Milchreis;;;;2.30;2.30;;;1;;;2.30;;;;0.00;0.00;2.30;;;;100.00;;0.02;2015
861;51;A10100;Gipfel;;;;6.50;6.50;;;5;;;1.30;;;;0.00;0.00;6.50;;;;100.00;;0.06;2015
862;51;A10101;Ragusa-Gipfel ;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.05;2015
863;51;A10108;Laugenbrezel mit Butter;;;;11.00;11.00;;;5;;;2.20;;;;0.00;0.00;11.00;;;;100.00;;0.10;2015
864;51;A10111;Schoggi Fair;;;;4.40;4.40;;;2;;;2.20;;;;0.00;0.00;4.40;;;;100.00;;0.04;2015
865;51;A10112;Maisbrîtli;;;;44.20;44.20;;;26;;;1.70;;;;0.00;0.00;44.20;;;;100.00;;0.40;2015
866;51;A10114;Fitnessbrîtli ;;;;12.10;12.10;;;7;;;1.73;;;;0.00;0.00;12.10;;;;100.00;;0.11;2015
867;51;A10116;Semmel ;;;;4.20;4.20;;;3;;;1.40;;;;0.00;0.00;4.20;;;;100.00;;0.04;2015
868;51;A10118;Brownie ;;;;50.40;50.40;;;21;;;2.40;;;;0.00;0.00;50.40;;;;100.00;;0.45;2015
869;51;A10119;Studentenschnitte ;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
870;51;A10121;Mandelschnecke ;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.06;2015
871;51;A10122;Nussbrille;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
872;51;A10123;Russenzîpfli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
873;51;A10126;Apfel im Schlafrock;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
874;51;A10127;Aprikosenplunder;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
875;51;A10128;Aprikosenjalousie;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
876;51;A10129;Aprikosen-Bîgli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
877;51;A10130;Vanillekreuz;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
878;51;A10135;WÑhe;;;;27.30;27.30;;;7;;;3.90;;;;0.00;0.00;27.30;;;;100.00;;0.25;2015
879;51;A10144;TrockengebÑck 100g verpackt;;;;11.00;11.00;;;5;;;2.20;;;;0.00;0.00;11.00;;;;100.00;;0.10;2015
880;51;A10148;Fruchttîrtli;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.06;2015
881;51;A10162;Bienenstich;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
882;51;A10200;BirchermÅesli Classic;;;;51.20;51.20;;;16;;;3.20;;;;0.00;0.00;51.20;;;;100.00;;0.46;2015
883;51;A10408;Sandwich Hammer Ham;;;;6.50;6.50;;;1;;;6.50;;;;0.00;0.00;6.50;;;;100.00;;0.06;2015
884;51;A10409;Sandwich Appenzell;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.10;2015
885;51;A10410;Sandwich Milano;;;;24.00;24.00;;;6;;;4.00;;;;0.00;0.00;24.00;;;;100.00;;0.22;2015
886;51;A10411;Sandwich Power Ham;;;;16.50;16.50;;;4;;;4.13;;;;0.00;0.00;16.50;;;;100.00;;0.15;2015
887;51;A10412;Sandwich Gruyere;;;;8.50;8.50;;;2;;;4.25;;;;0.00;0.00;8.50;;;;100.00;;0.08;2015
888;51;A10414;Sandwich Ham & Cheese;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.20;2015
889;51;A10415;Sandwich Turkey;;;;27.50;27.50;;;5;;;5.50;;;;0.00;0.00;27.50;;;;100.00;;0.25;2015
890;51;A10416;Sandwich Ticinese;;;;36.00;36.00;;;6;;;6.00;;;;0.00;0.00;36.00;;;;100.00;;0.32;2015
891;51;A10430;Bagel Sandwich Fisherman's Catch;;;;28.00;28.00;;;5;;;5.60;;;;0.00;0.00;28.00;;;;100.00;;0.25;2015
892;51;A10433;Bagel Sandwich Vegi Luxus;;;;33.50;33.50;;;6;;;5.58;;;;0.00;0.00;33.50;;;;100.00;;0.30;2015
893;51;A10435;FB Sandwich Emmental;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
894;51;A10438;FB Sandwich Ham & Co;;;;33.00;33.00;;;6;;;5.50;;;;0.00;0.00;33.00;;;;100.00;;0.30;2015
895;51;A10450;Sandwich Laugenkaiser;;;;12.00;12.00;;;3;;;4.00;;;;0.00;0.00;12.00;;;;100.00;;0.11;2015
896;51;A10451;Sandwich Bauette;;;;30.00;30.00;;;6;;;5.00;;;;0.00;0.00;30.00;;;;100.00;;0.27;2015
897;51;L18000;Huusbrot 1kg;;;;220.80;220.80;;;46;;;4.80;;;;0.00;0.00;220.80;;;;100.00;;1.99;2015
898;51;L18003;Knusper Crunch, Familia 2kg;;;;76.00;76.00;;;4;;;19.00;;;;0.00;0.00;76.00;;;;100.00;;0.68;2015
899;51;L18004;Corn Flakes, Kellogs Superkpack 4x1kg;;;;36.00;36.00;;;1;;;36.00;;;;0.00;0.00;36.00;;;;100.00;;0.32;2015
900;51;L18005;Haferflocken fein, Knorr 500g;;;;15.00;15.00;;;6;;;2.50;;;;0.00;0.00;15.00;;;;100.00;;0.14;2015
901;51;L18006;KÑseplatte 800g;;;;96.00;96.00;;;3;;;32.00;;;;0.00;0.00;96.00;;;;100.00;;0.87;2015
902;51;L18007;Aufschnitt- / Wurstplatte 800g;;;;84.00;84.00;;;3;;;28.00;;;;0.00;0.00;84.00;;;;100.00;;0.76;2015
903;51;L18009;Butter Portionen 10g 96Stk.;;;;72.00;72.00;;;3;;;24.00;;;;0.00;0.00;72.00;;;;100.00;;0.65;2015
904;51;L18010;LÑtta Margarine Portioen 10g 100Stk.;;;;48.00;48.00;;;2;;;24.00;;;;0.00;0.00;48.00;;;;100.00;;0.43;2015
905;51;L18013;Smacks Kellogs Superpack 8x600g;;;;41.00;41.00;;;1;;;41.00;;;;0.00;0.00;41.00;;;;100.00;;0.37;2015
906;51;L18014;Joghurt diverse Sorten 3kg;;;;100.00;100.00;;;8;;;12.50;;;;0.00;0.00;100.00;;;;100.00;;0.90;2015
907;52;A10000;KÅche;;;;27.00;27.00;;;6;;;4.50;;;;0.00;0.00;27.00;;;;100.00;;1.49;2015
908;52;A10001;Favorite;;;;900.00;900.00;;;114;;;7.89;;;;0.00;0.00;900.00;;;;100.00;;49.65;2015
909;52;A10002;Green;;;;785.00;785.00;;;100;;;7.85;;;;0.00;0.00;785.00;;;;100.00;;43.30;2015
910;52;A10006;Menu Salat;;;;54.00;54.00;;;36;;;1.50;;;;0.00;0.00;54.00;;;;100.00;;2.98;2015
911;52;A10040;Garden;;;;8.80;8.80;;;2;0.38;;22.92;;;;0.00;0.00;8.80;;;;100.00;;0.49;2015
912;52;A10063;Frucht 1.00;;;;1.00;1.00;;;1;;;1.00;;;;0.00;0.00;1.00;;;;100.00;;0.06;2015
913;52;A10144;TrockengebÑck 100g verpackt;;;;22.00;22.00;;;10;;;2.20;;;;0.00;0.00;22.00;;;;100.00;;1.21;2015
914;52;A10412;Sandwich Gruyere;;;;4.00;4.00;;;1;;;4.00;;;;0.00;0.00;4.00;;;;100.00;;0.22;2015
915;52;A10415;Sandwich Turkey;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.30;2015
916;52;A10435;FB Sandwich Emmental;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.30;2015
