Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10000,Küche,23.9,23.9,5,NA,4.78,0,0,23.9,100,0.87,01.11.csv,2016
A10001,Favorite,1015,1015,134,NA,7.57,0,0,1015,100,36.86,01.11.csv,2016
A10002,Green,618,618,78,NA,7.92,0,0,618,100,22.44,01.11.csv,2016
A10005,Menu Suppe,11.5,11.5,7,NA,1.64,0,0,11.5,100,0.42,01.11.csv,2016
A10006,Menu Salat,28.5,28.5,19,NA,1.5,0,0,28.5,100,1.03,01.11.csv,2016
A10014,Kitchen 4,466,466,38,NA,12.26,0,0,466,100,16.92,01.11.csv,2016
A10040,Garden,510.4,510.4,60,22.12,23.07,0,0,510.4,100,18.53,01.11.csv,2016
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.07,01.11.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.11,01.11.csv,2016
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.17,01.11.csv,2016
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.08,01.11.csv,2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.08,01.11.csv,2016
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.09,01.11.csv,2016
A10136,Muffin,2.5,2.5,1,NA,2.5,0,0,2.5,100,0.09,01.11.csv,2016
A10139,Zitronencake-Schnitte 100g verpackt,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.09,01.11.csv,2016
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.12,01.11.csv,2016
A10413,Sandwich Start Your Day,9,9,2,NA,4.5,0,0,9,100,0.33,01.11.csv,2016
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.2,01.11.csv,2016
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.22,01.11.csv,2016
A10417,Sandwich Softie,4,4,1,NA,4,0,0,4,100,0.15,01.11.csv,2016
A10425,Sandwich Italien,6,6,1,NA,6,0,0,6,100,0.22,01.11.csv,2016
A10433,Bagel Sandwich Vegi Luxus,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.2,01.11.csv,2016
A10450,Sandwich Laugenkaiser,8,8,2,NA,4,0,0,8,100,0.29,01.11.csv,2016
A10452,Crispy Chicken,12,12,2,NA,6,0,0,12,100,0.44,01.11.csv,2016
Total Gruppe,NA,2754,2754,363,22.12,7.59,0,0,2754,NA,100,01.11.csv,2016
A10000,Küche,5.5,5.5,2,NA,2.75,0,0,5.5,100,0.26,02.11.csv,2016
A10001,Favorite,778,778,101,NA,7.7,0,0,778,100,36.64,02.11.csv,2016
A10002,Green,707,707,94,NA,7.52,0,0,707,100,33.3,02.11.csv,2016
