Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10000,Küche,27.4,27.4,7,NA,3.91,0,0,27.4,100,1.34,03.10.csv,2016
A10001,Favorite,1051,1051,144,NA,7.3,0,0,1051,100,51.59,03.10.csv,2016
A10002,Green,261,261,36,NA,7.25,0,0,261,100,12.81,03.10.csv,2016
A10005,Menu Suppe,6,6,4,NA,1.5,0,0,6,100,0.29,03.10.csv,2016
A10006,Menu Salat,27,27,18,NA,1.5,0,0,27,100,1.33,03.10.csv,2016
A10020,Local 0,299,299,41,NA,7.29,0,0,299,100,14.68,03.10.csv,2016
A10040,Garden,287.1,287.1,40,12.432,23.09,0,0,287.1,100,14.09,03.10.csv,2016
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.1,03.10.csv,2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.17,03.10.csv,2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.35,03.10.csv,2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.12,03.10.csv,2016
A10103,Vanille-Gipfel,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.24,03.10.csv,2016
A10108,Laugenbrezel mit Butter,13.2,13.2,6,NA,2.2,0,0,13.2,100,0.65,03.10.csv,2016
A10112,Maisbrötli,3.4,3.4,2,NA,1.7,0,0,3.4,100,0.17,03.10.csv,2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.11,03.10.csv,2016
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.08,03.10.csv,2016
A10136,Muffin,2.5,2.5,1,NA,2.5,0,0,2.5,100,0.12,03.10.csv,2016
A10200,Birchermüesli Classic,16.5,16.5,5,NA,3.3,0,0,16.5,100,0.81,03.10.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.27,03.10.csv,2016
A10410,Sandwich Milano,4,4,1,NA,4,0,0,4,100,0.2,03.10.csv,2016
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0,0,4,100,0.2,03.10.csv,2016
A10452,Crispy Chicken,6,6,1,NA,6,0,0,6,100,0.29,03.10.csv,2016
Total Gruppe,NA,2037.4,2037.4,319,12.432,6.39,0,0,2037.4,NA,100,03.10.csv,2016
A10000,Küche,12,12,5,NA,2.4,0,0,12,100,0.66,04.10.csv,2016
A10001,Favorite,828,828,110,NA,7.53,0,0,828,100,45.58,04.10.csv,2016
A10002,Green,334,334,45,NA,7.42,0,0,334,100,18.39,04.10.csv,2016
A10005,Menu Suppe,3,3,2,NA,1.5,0,0,3,100,0.17,04.10.csv,2016
A10006,Menu Salat,30,30,20,NA,1.5,0,0,30,100,1.65,04.10.csv,2016
A10020,Local 0,323,323,44,NA,7.34,0,0,323,100,17.78,04.10.csv,2016
A10040,Garden,217.5,217.5,34,9.378,23.19,0,0,217.5,100,11.97,04.10.csv,2016
A100700,Yogi,1.6,1.6,1,NA,1.6,0,0,1.6,100,0.09,04.10.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.17,04.10.csv,2016
A10073,Saisonfrüchte geschnitten,10.5,10.5,3,NA,3.5,0,0,10.5,100,0.58,04.10.csv,2016
A10080,Tagesdessert 2.50,1.8,1.8,1,NA,1.8,0,0,1.8,100,0.1,04.10.csv,2016
A10101,Ragusa-Gipfel ,14.4,14.4,6,NA,2.4,0,0,14.4,100,0.79,04.10.csv,2016
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.26,04.10.csv,2016
A10112,Maisbrötli,3.4,3.4,2,NA,1.7,0,0,3.4,100,0.19,04.10.csv,2016
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.09,04.10.csv,2016
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,04.10.csv,2016
A10411,Sandwich Power Ham,4,4,1,NA,4,0,0,4,100,0.22,04.10.csv,2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.25,04.10.csv,2016
A10417,Sandwich Softie,12,12,3,NA,4,0,0,12,100,0.66,04.10.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.28,04.10.csv,2016
Total Gruppe,NA,1816.6,1816.6,284,9.378,6.4,0,0,1816.6,NA,100,04.10.csv,2016
A10000,Küche,38.7,38.7,9,NA,4.3,0,0,38.7,100,2.03,05.10.csv,2016
A10001,Favorite,313,313,42,NA,7.45,0,0,313,100,16.39,05.10.csv,2016
A10002,Green,263,263,36,NA,7.31,0,0,263,100,13.77,05.10.csv,2016
A10005,Menu Suppe,4.5,4.5,3,NA,1.5,0,0,4.5,100,0.24,05.10.csv,2016
A10006,Menu Salat,31.5,31.5,21,NA,1.5,0,0,31.5,100,1.65,05.10.csv,2016
A10014,Kitchen 4,730,730,58,NA,12.59,0,0,730,100,38.23,05.10.csv,2016
A10020,Local 0,344,344,47,NA,7.32,0,0,344,100,18.02,05.10.csv,2016
A10040,Garden,128.1,128.1,21,5.506,23.27,0,0,128.1,100,6.71,05.10.csv,2016
A10063,Frucht 1.00,4,4,4,NA,1,0,0,4,100,0.21,05.10.csv,2016
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.25,05.10.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,05.10.csv,2016
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.12,05.10.csv,2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.12,05.10.csv,2016
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.09,05.10.csv,2016
A10116,Semmel ,1.4,1.4,1,NA,1.4,0,0,1.4,100,0.07,05.10.csv,2016
A10143,Trockengebäck Lyner verpackt,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.25,05.10.csv,2016
A10144,Trockengebäck 100g verpackt,8.8,8.8,4,NA,2.2,0,0,8.8,100,0.46,05.10.csv,2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0,0,6.4,100,0.34,05.10.csv,2016
A10410,Sandwich Milano,8.5,8.5,2,NA,4.25,0,0,8.5,100,0.45,05.10.csv,2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.24,05.10.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.26,05.10.csv,2016
Total Gruppe,NA,1909.5,1909.5,260,5.506,7.34,0,0,1909.5,NA,100,05.10.csv,2016
A10000,Küche,104.8,104.8,7,NA,14.97,0,0,104.8,100,6.32,06.10.csv,2016
A10001,Favorite,1163,1163,158,NA,7.36,0,0,1163,100,70.11,06.10.csv,2016
