Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10000,Küche,24,24,2,NA,12,0,0,24,100,1.12,01.10.csv,2015
A10001,Favorite,918,918,116,NA,7.91,0,0,918,100,42.9,01.10.csv,2015
A10002,Green,483,483,63,NA,7.67,0,0,483,100,22.57,01.10.csv,2015
A10006,Menu Salat,91,91,58,NA,1.57,0,0,91,100,4.25,01.10.csv,2015
A10007,Senf Mayo Ketschup,6.5,6.5,13,NA,0.5,0,0,6.5,100,0.3,01.10.csv,2015
A10013,Kitchen 3,199,199,17,NA,11.71,0,0,199,100,9.3,01.10.csv,2015
A10020,Local 0,217,217,28,NA,7.75,0,0,217,100,10.14,01.10.csv,2015
A10030,Market,9.2,9.2,1,0.4,23,0,0,9.2,100,0.43,01.10.csv,2015
A10040,Garden,66.5,66.5,9,2.888,23.03,0,0,66.5,100,3.11,01.10.csv,2015
A10060,Frucht -.70,0.7,0.7,1,NA,0.7,0,0,0.7,100,0.03,01.10.csv,2015
A10062,Frucht -.90,0.9,0.9,1,NA,0.9,0,0,0.9,100,0.04,01.10.csv,2015
A10063,Frucht 1.00,50,50,50,NA,1,0,0,50,100,2.34,01.10.csv,2015
A10100,Gipfel,23.4,23.4,18,NA,1.3,0,0,23.4,100,1.09,01.10.csv,2015
A10112,Maisbrötli,10.2,10.2,6,NA,1.7,0,0,10.2,100,0.48,01.10.csv,2015
A10114,Fitnessbrötli ,3.4,3.4,2,NA,1.7,0,0,3.4,100,0.16,01.10.csv,2015
A10116,Semmel ,7,7,5,NA,1.4,0,0,7,100,0.33,01.10.csv,2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,01.10.csv,2015
A10124,Kirschenstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,01.10.csv,2015
A10130,Vanillekreuz,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.22,01.10.csv,2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.28,01.10.csv,2015
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0,0,4,100,0.19,01.10.csv,2015
A10451,Sandwich Bauette,10.5,10.5,2,NA,5.25,0,0,10.5,100,0.49,01.10.csv,2015
