Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10000,Küche,21.7,21.7,4,NA,5.43,0,0,21.7,100,1.2,01.11.csv,2016
A10001,Favorite,565,565,78,NA,7.24,0,0,565,100,31.15,01.11.csv,2016
A10002,Green,269,269,35,NA,7.69,0,0,269,100,14.83,01.11.csv,2016
A10005,Menu Suppe,4.5,4.5,3,NA,1.5,0,0,4.5,100,0.25,01.11.csv,2016
A10006,Menu Salat,37.5,37.5,25,NA,1.5,0,0,37.5,100,2.07,01.11.csv,2016
A10013,Kitchen 3,718,718,62,NA,11.58,0,0,718,100,39.58,01.11.csv,2016
A10040,Garden,130.4,130.4,18,5.66,23.04,0,0,130.4,100,7.19,01.11.csv,2016
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.11,01.11.csv,2016
A10072,Schichtjoghurt,6,6,2,NA,3,0,0,6,100,0.33,01.11.csv,2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.19,01.11.csv,2016
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.26,01.11.csv,2016
A10103,Vanille-Gipfel,9.6,9.6,4,NA,2.4,0,0,9.6,100,0.53,01.11.csv,2016
A10108,Laugenbrezel mit Butter,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,01.11.csv,2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.12,01.11.csv,2016
A10125,Nussstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,01.11.csv,2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0,0,6.4,100,0.35,01.11.csv,2016
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.3,01.11.csv,2016
A10416,Sandwich Ticinese,18,18,3,NA,6,0,0,18,100,0.99,01.11.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.28,01.11.csv,2016
Total Gruppe,NA,1813.9,1813.9,246,5.66,7.37,0,0,1813.9,NA,100,01.11.csv,2016
A10000,Küche,20.8,20.8,4,NA,5.2,0,0,20.8,100,1.09,02.11.csv,2016
A10001,Favorite,518,518,71,NA,7.3,0,0,518,100,27.21,02.11.csv,2016
A10002,Green,432,432,59,NA,7.32,0,0,432,100,22.69,02.11.csv,2016
A10005,Menu Suppe,6,6,4,NA,1.5,0,0,6,100,0.32,02.11.csv,2016
A10006,Menu Salat,24,24,16,NA,1.5,0,0,24,100,1.26,02.11.csv,2016
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0,0,0.5,100,0.03,02.11.csv,2016
A10014,Kitchen 4,713,713,57,NA,12.51,0,0,713,100,37.45,02.11.csv,2016
A10040,Garden,158.3,158.3,23,6.824,23.2,0,0,158.3,100,8.31,02.11.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.16,02.11.csv,2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.18,02.11.csv,2016
A10102,Mandelgipfel ,5.3,5.3,2,NA,2.65,0,0,5.3,100,0.28,02.11.csv,2016
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.09,02.11.csv,2016
A10143,Trockengebäck Lyner verpackt,8.2,8.2,3,NA,2.73,0,0,8.2,100,0.43,02.11.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.5,02.11.csv,2016
Total Gruppe,NA,1903.9,1903.9,246,6.824,7.74,0,0,1903.9,NA,100,02.11.csv,2016
A10000,Küche,7.5,7.5,1,NA,7.5,0,0,7.5,100,0.39,03.11.csv,2016
A10001,Favorite,532,532,73,NA,7.29,0,0,532,100,27.77,03.11.csv,2016
A10002,Green,462,462,63,NA,7.33,0,0,462,100,24.12,03.11.csv,2016
A10005,Menu Suppe,3,3,2,NA,1.5,0,0,3,100,0.16,03.11.csv,2016
A10006,Menu Salat,29.5,29.5,19,NA,1.55,0,0,29.5,100,1.54,03.11.csv,2016
A10007,Senf Mayo Ketschup,1.5,1.5,3,NA,0.5,0,0,1.5,100,0.08,03.11.csv,2016
A10012,Kitchen 2,623,623,59,NA,10.56,0,0,623,100,32.52,03.11.csv,2016
A10040,Garden,194.3,194.3,25,8.426,23.06,0,0,194.3,100,10.14,03.11.csv,2016
A10063,Frucht 1.00,3,3,3,NA,1,0,0,3,100,0.16,03.11.csv,2016
A10101,Ragusa-Gipfel ,9.6,9.6,4,NA,2.4,0,0,9.6,100,0.5,03.11.csv,2016
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.25,03.11.csv,2016
A10103,Vanille-Gipfel,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.25,03.11.csv,2016
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.09,03.11.csv,2016
A10125,Nussstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,03.11.csv,2016
A10162,Bienenstich,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,03.11.csv,2016
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0,0,12.8,100,0.67,03.11.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.29,03.11.csv,2016
