Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10001,Favorite,697,697,93,NA,7.49,0,0,697,100,43.93,01.12.csv,2016
A10002,Green,292,292,39,NA,7.49,0,0,292,100,18.41,01.12.csv,2016
A100039,Portion Pommes,11,11,2,NA,5.5,0,0,11,100,0.69,01.12.csv,2016
A10005,Menu Suppe,10.5,10.5,7,NA,1.5,0,0,10.5,100,0.66,01.12.csv,2016
A10006,Menu Salat,34,34,22,NA,1.55,0,0,34,100,2.14,01.12.csv,2016
A10012,Kitchen 2,253,253,24,NA,10.54,0,0,253,100,15.95,01.12.csv,2016
A10040,Garden,231.7,231.7,31,10.08,22.99,0,0,231.7,100,14.6,01.12.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.06,01.12.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.19,01.12.csv,2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.15,01.12.csv,2016
A10104,Schoggi-Gipfel ,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.18,01.12.csv,2016
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0,0,6.6,100,0.42,01.12.csv,2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.28,01.12.csv,2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.14,01.12.csv,2016
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.15,01.12.csv,2016
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.15,01.12.csv,2016
A10200,Birchermüesli Classic,16,16,5,NA,3.2,0,0,16,100,1.01,01.12.csv,2016
A10450,Sandwich Laugenkaiser,8,8,2,NA,4,0,0,8,100,0.5,01.12.csv,2016
A10452,Crispy Chicken,6,6,1,NA,6,0,0,6,100,0.38,01.12.csv,2016
Total Gruppe,NA,1586.5,1586.5,238,10.08,6.67,0,0,1586.5,NA,100,01.12.csv,2016
A10000,Küche,21.5,21.5,4,NA,5.38,0,0,21.5,100,1.67,02.12.csv,2016
A10001,Favorite,715,715,94,NA,7.61,0,0,715,100,55.67,02.12.csv,2016
A10002,Green,352,352,47,NA,7.49,0,0,352,100,27.41,02.12.csv,2016
A10005,Menu Suppe,7.5,7.5,5,NA,1.5,0,0,7.5,100,0.58,02.12.csv,2016
A10006,Menu Salat,17.5,17.5,11,NA,1.59,0,0,17.5,100,1.36,02.12.csv,2016
A10040,Garden,143.1,143.1,18,6.222,23,0,0,143.1,100,11.14,02.12.csv,2016
A10072,Schichtjoghurt,6.5,6.5,2,NA,3.25,0,0,6.5,100,0.51,02.12.csv,2016
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.19,02.12.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.19,02.12.csv,2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.34,02.12.csv,2016
A10126,Apfel im Schlafrock,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.23,02.12.csv,2016
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.25,02.12.csv,2016
A10425,Sandwich Italien,6,6,1,NA,6,0,0,6,100,0.47,02.12.csv,2016
Total Gruppe,NA,1284.4,1284.4,188,6.222,6.83,0,0,1284.4,NA,100,02.12.csv,2016
A10000,Küche,18.9,18.9,4,NA,4.73,0,0,18.9,100,1.08,05.12.csv,2016
A10001,Favorite,416,416,57,NA,7.3,0,0,416,100,23.84,05.12.csv,2016
A10002,Green,510,510,69,NA,7.39,0,0,510,100,29.23,05.12.csv,2016
A10005,Menu Suppe,15,15,10,NA,1.5,0,0,15,100,0.86,05.12.csv,2016
A10006,Menu Salat,15,15,10,NA,1.5,0,0,15,100,0.86,05.12.csv,2016
A10020,Local 0,414,414,57,NA,7.26,0,0,414,100,23.73,05.12.csv,2016
A10040,Garden,303,303,45,13.17,23.01,0,0,303,100,17.36,05.12.csv,2016
A10063,Frucht 1.00,4,4,4,NA,1,0,0,4,100,0.23,05.12.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.17,05.12.csv,2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.41,05.12.csv,2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,05.12.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,05.12.csv,2016
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,05.12.csv,2016
A10143,Trockengebäck Lyner verpackt,5.3,5.3,2,NA,2.65,0,0,5.3,100,0.3,05.12.csv,2016
A10161,Muffin gross,3,3,1,NA,3,0,0,3,100,0.17,05.12.csv,2016
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0,0,12.8,100,0.73,05.12.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.32,05.12.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.29,05.12.csv,2016
Total Gruppe,NA,1744.9,1744.9,272,13.17,6.42,0,0,1744.9,NA,100,05.12.csv,2016
A10000,Küche,14,14,2,NA,7,0,0,14,100,0.78,06.12.csv,2016
A10001,Favorite,748,748,103,NA,7.26,0,0,748,100,41.51,06.12.csv,2016
A10002,Green,332,332,43,NA,7.72,0,0,332,100,18.42,06.12.csv,2016
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0,0,0.6,100,0.03,06.12.csv,2016
A10005,Menu Suppe,6,6,4,NA,1.5,0,0,6,100,0.33,06.12.csv,2016
A10006,Menu Salat,22.5,22.5,15,NA,1.5,0,0,22.5,100,1.25,06.12.csv,2016
A10013,Kitchen 3,423,423,36,NA,11.75,0,0,423,100,23.48,06.12.csv,2016
A10040,Garden,194.5,194.5,27,8.4,23.15,0,0,194.5,100,10.79,06.12.csv,2016
A10063,Frucht 1.00,5,5,5,NA,1,0,0,5,100,0.28,06.12.csv,2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.4,06.12.csv,2016
A10104,Schoggi-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,06.12.csv,2016
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.12,06.12.csv,2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.24,06.12.csv,2016
A10161,Muffin gross,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.19,06.12.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.53,06.12.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.31,06.12.csv,2016
A10410,Sandwich Milano,8,8,2,NA,4,0,0,8,100,0.44,06.12.csv,2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.25,06.12.csv,2016
A10417,Sandwich Softie,4,4,1,NA,4,0,0,4,100,0.22,06.12.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.28,06.12.csv,2016
Total Gruppe,NA,1801.9,1801.9,254,8.4,7.09,0,0,1801.9,NA,100,06.12.csv,2016
A10000,Küche,7,7,1,NA,7,0,0,7,100,0.37,07.12.csv,2016
A10001,Favorite,613,613,82,NA,7.48,0,0,613,100,32.21,07.12.csv,2016
A10002,Green,318,318,43,NA,7.4,0,0,318,100,16.71,07.12.csv,2016
A100039,Portion Pommes,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.29,07.12.csv,2016
A10005,Menu Suppe,1.5,1.5,1,NA,1.5,0,0,1.5,100,0.08,07.12.csv,2016
A10006,Menu Salat,12,12,8,NA,1.5,0,0,12,100,0.63,07.12.csv,2016
A10007,Senf Mayo Ketschup,1.5,1.5,3,NA,0.5,0,0,1.5,100,0.08,07.12.csv,2016
A10013,Kitchen 3,35,35,3,NA,11.67,0,0,35,100,1.84,07.12.csv,2016
A10014,Kitchen 4,496,496,40,NA,12.4,0,0,496,100,26.06,07.12.csv,2016
A10020,Local 0,162,162,22,NA,7.36,0,0,162,100,8.51,07.12.csv,2016
A10040,Garden,199.3,199.3,27,8.668,22.99,0,0,199.3,100,10.47,07.12.csv,2016
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.11,07.12.csv,2016
A10072,Schichtjoghurt,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.18,07.12.csv,2016
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.25,07.12.csv,2016
A10103,Vanille-Gipfel,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.25,07.12.csv,2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.12,07.12.csv,2016
A10144,Trockengebäck 100g verpackt,2.7,2.7,1,NA,2.7,0,0,2.7,100,0.14,07.12.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.5,07.12.csv,2016
A10413,Sandwich Start Your Day,9,9,2,NA,4.5,0,0,9,100,0.47,07.12.csv,2016
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0,0,4,100,0.21,07.12.csv,2016
A10452,Crispy Chicken,6.5,6.5,1,NA,6.5,0,0,6.5,100,0.34,07.12.csv,2016
L19000,Brotwaren offen,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.18,07.12.csv,2016
Total Gruppe,NA,1903.4,1903.4,248,8.668,7.68,0,0,1903.4,NA,100,07.12.csv,2016
A10000,Küche,25.7,25.7,6,NA,4.28,0,0,25.7,100,1.72,08.12.csv,2016
A10001,Favorite,737,737,100,NA,7.37,0,0,737,100,49.34,08.12.csv,2016
A10002,Green,167,167,22,NA,7.59,0,0,167,100,11.18,08.12.csv,2016
A100039,Portion Pommes,11,11,2,NA,5.5,0,0,11,100,0.74,08.12.csv,2016
A10005,Menu Suppe,10.5,10.5,7,NA,1.5,0,0,10.5,100,0.7,08.12.csv,2016
A10006,Menu Salat,35.5,35.5,23,NA,1.54,0,0,35.5,100,2.38,08.12.csv,2016
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0,0,1,100,0.07,08.12.csv,2016
A10012,Kitchen 2,278,278,26,NA,10.69,0,0,278,100,18.61,08.12.csv,2016
A10040,Garden,192.2,192.2,29,8.312,23.12,0,0,192.2,100,12.87,08.12.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.07,08.12.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.2,08.12.csv,2016
A10101,Ragusa-Gipfel ,5.3,5.3,2,NA,2.65,0,0,5.3,100,0.35,08.12.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.16,08.12.csv,2016
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.29,08.12.csv,2016
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.21,08.12.csv,2016
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.37,08.12.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.33,08.12.csv,2016
A10452,Crispy Chicken,6,6,1,NA,6,0,0,6,100,0.4,08.12.csv,2016
Total Gruppe,NA,1493.7,1493.7,228,8.312,6.55,0,0,1493.7,NA,100,08.12.csv,2016
A10000,Küche,284.9,284.9,40,NA,7.12,0,0,284.9,100,17.92,09.12.csv,2016
A10001,Favorite,516,516,69,NA,7.48,0,0,516,100,32.45,09.12.csv,2016
A10002,Green,258,258,34,NA,7.59,0,0,258,100,16.23,09.12.csv,2016
A10005,Menu Suppe,6,6,4,NA,1.5,0,0,6,100,0.38,09.12.csv,2016
A10006,Menu Salat,15,15,10,NA,1.5,0,0,15,100,0.94,09.12.csv,2016
A10007,Senf Mayo Ketschup,1.5,1.5,3,NA,0.5,0,0,1.5,100,0.09,09.12.csv,2016
A10020,Local 0,238,238,33,NA,7.21,0,0,238,100,14.97,09.12.csv,2016
A10040,Garden,130.9,130.9,19,5.692,23,0,0,130.9,100,8.23,09.12.csv,2016
A10063,Frucht 1.00,24,24,24,NA,1,0,0,24,100,1.51,09.12.csv,2016
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.15,09.12.csv,2016
A10102,Mandelgipfel ,5.3,5.3,2,NA,2.65,0,0,5.3,100,0.33,09.12.csv,2016
A10127,Aprikosenplunder,66.7,66.7,23,NA,2.9,0,0,66.7,100,4.19,09.12.csv,2016
A10147,Pariser Gipfel,41.4,41.4,23,NA,1.8,0,0,41.4,100,2.6,09.12.csv,2016
Total Gruppe,NA,1590.1,1590.1,285,5.692,5.58,0,0,1590.1,NA,100,09.12.csv,2016
A10000,Küche,9.8,9.8,3,NA,3.27,0,0,9.8,100,0.6,12.12.csv,2016
A10001,Favorite,915,915,125,NA,7.32,0,0,915,100,55.7,12.12.csv,2016
A10002,Green,179,179,24,NA,7.46,0,0,179,100,10.9,12.12.csv,2016
A10005,Menu Suppe,7.5,7.5,5,NA,1.5,0,0,7.5,100,0.46,12.12.csv,2016
A10006,Menu Salat,14.5,14.5,9,NA,1.61,0,0,14.5,100,0.88,12.12.csv,2016
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0,0,0.5,100,0.03,12.12.csv,2016
A10020,Local 0,188,188,25,NA,7.52,0,0,188,100,11.44,12.12.csv,2016
A10040,Garden,282.6,282.6,44,12.296,22.98,0,0,282.6,100,17.2,12.12.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.18,12.12.csv,2016
