Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10002,Green,289,289,34,NA,8.5,0,0,289,100,22.17,16.09.csv,2016
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0,0,0.6,100,0.05,16.09.csv,2016
A10006,Menu Salat,3,3,2,NA,1.5,0,0,3,100,0.23,16.09.csv,2016
A10014,Kitchen 4,184,184,14,NA,13.14,0,0,184,100,14.11,16.09.csv,2016
A10040,Garden,120.5,120.5,14,5.078,23.73,0,0,120.5,100,9.24,16.09.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.08,16.09.csv,2016
A10073,Saisonfrüchte geschnitten,4,4,1,NA,4,0,0,4,100,0.31,16.09.csv,2016
A10139,Zitronencake-Schnitte 100g verpackt,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.18,16.09.csv,2016
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.25,16.09.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.42,16.09.csv,2016
A10410,Sandwich Milano,4,4,1,NA,4,0,0,4,100,0.31,16.09.csv,2016
A10435,FB Sandwich Emmental,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.42,16.09.csv,2016
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0,0,4,100,0.31,16.09.csv,2016
Total Gruppe,NA,1303.7,1303.7,158,5.078,8.25,0,0,1303.7,NA,100,16.09.csv,2016
A10000,Küche,8.7,8.7,1,NA,8.7,0,0,8.7,100,0.43,19.09.csv,2016
A10001,Favorite,798,798,103,NA,7.75,0,0,798,100,39.19,19.09.csv,2016
A10002,Green,580,580,77,NA,7.53,0,0,580,100,28.48,19.09.csv,2016
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0,0,0.6,100,0.03,19.09.csv,2016
A10006,Menu Salat,22.5,22.5,15,NA,1.5,0,0,22.5,100,1.1,19.09.csv,2016
A10014,Kitchen 4,297,297,23,NA,12.91,0,0,297,100,14.58,19.09.csv,2016
A10040,Garden,241.2,241.2,30,10.446,23.09,0,0,241.2,100,11.84,19.09.csv,2016
A10063,Frucht 1.00,5,5,5,NA,1,0,0,5,100,0.25,19.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.15,19.09.csv,2016
A10103,Vanille-Gipfel,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.24,19.09.csv,2016
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.11,19.09.csv,2016
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.12,19.09.csv,2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.12,19.09.csv,2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.22,19.09.csv,2016
A10139,Zitronencake-Schnitte 100g verpackt,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.35,19.09.csv,2016
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.11,19.09.csv,2016
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.16,19.09.csv,2016
A10410,Sandwich Milano,8,8,2,NA,4,0,0,8,100,0.39,19.09.csv,2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.22,19.09.csv,2016
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.27,19.09.csv,2016
A10416,Sandwich Ticinese,12,12,2,NA,6,0,0,12,100,0.59,19.09.csv,2016
A10430,Bagel Sandwich Fisherman's Catch,11,11,2,NA,5.5,0,0,11,100,0.54,19.09.csv,2016
A10435,FB Sandwich Emmental,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.27,19.09.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.25,19.09.csv,2016
Total Gruppe,NA,2036.4,2036.4,278,10.446,7.33,0,0,2036.4,NA,100,19.09.csv,2016
A10000,Küche,8.4,8.4,3,NA,2.8,0,0,8.4,100,0.32,20.09.csv,2016
A10001,Favorite,1216,1216,160,NA,7.6,0,0,1216,100,46.58,20.09.csv,2016
A10002,Green,585,585,78,NA,7.5,0,0,585,100,22.41,20.09.csv,2016
A10004,Brot Stück,0.3,0.3,1,NA,0.3,0,0,0.3,100,0.01,20.09.csv,2016
A10006,Menu Salat,7.5,7.5,5,NA,1.5,0,0,7.5,100,0.29,20.09.csv,2016
A10014,Kitchen 4,376,376,30,NA,12.53,0,0,376,100,14.4,20.09.csv,2016
A10040,Garden,368.9,368.9,45,16.016,23.03,0,0,368.9,100,14.13,20.09.csv,2016
A10063,Frucht 1.00,4,4,4,NA,1,0,0,4,100,0.15,20.09.csv,2016
A10072,Schichtjoghurt,9,9,3,NA,3,0,0,9,100,0.34,20.09.csv,2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.13,20.09.csv,2016
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.07,20.09.csv,2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.09,20.09.csv,2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.17,20.09.csv,2016
A10148,Fruchttörtli,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.11,20.09.csv,2016
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.12,20.09.csv,2016
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.23,20.09.csv,2016
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.21,20.09.csv,2016
A10452,Crispy Chicken,6,6,1,NA,6,0,0,6,100,0.23,20.09.csv,2016
Total Gruppe,NA,2610.8,2610.8,338,16.016,7.72,0,0,2610.8,NA,100,20.09.csv,2016
A10000,Küche,16.3,16.3,5,NA,3.26,0,0,16.3,100,0.73,21.09.csv,2016
A10001,Favorite,852,852,111,NA,7.68,0,0,852,100,38.4,21.09.csv,2016
A10002,Green,667,667,87,NA,7.67,0,0,667,100,30.06,21.09.csv,2016
A10004,Brot Stück,0.3,0.3,1,NA,0.3,0,0,0.3,100,0.01,21.09.csv,2016
A10006,Menu Salat,19.5,19.5,13,NA,1.5,0,0,19.5,100,0.88,21.09.csv,2016
A10014,Kitchen 4,303,303,24,NA,12.63,0,0,303,100,13.66,21.09.csv,2016
A10040,Garden,285.1,285.1,36,12.35,23.09,0,0,285.1,100,12.85,21.09.csv,2016
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.09,21.09.csv,2016
A10072,Schichtjoghurt,10,10,3,NA,3.33,0,0,10,100,0.45,21.09.csv,2016
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.1,21.09.csv,2016
A10128,Aprikosenjalousie,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,21.09.csv,2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.2,21.09.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.43,21.09.csv,2016
A10410,Sandwich Milano,4,4,1,NA,4,0,0,4,100,0.18,21.09.csv,2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.2,21.09.csv,2016
A10416,Sandwich Ticinese,6.5,6.5,1,NA,6.5,0,0,6.5,100,0.29,21.09.csv,2016
A10417,Sandwich Softie,8.5,8.5,2,NA,4.25,0,0,8.5,100,0.38,21.09.csv,2016
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0,0,4,100,0.18,21.09.csv,2016
A10451,Sandwich Bauette,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.25,21.09.csv,2016
A10452,Crispy Chicken,12,12,2,NA,6,0,0,12,100,0.54,21.09.csv,2016
Total Gruppe,NA,2218.9,2218.9,297,12.35,7.47,0,0,2218.9,NA,100,21.09.csv,2016
A10001,Favorite,870,870,109,NA,7.98,0,0,870,100,44.37,22.09.csv,2016
A10002,Green,449,449,58,NA,7.74,0,0,449,100,22.9,22.09.csv,2016
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0,0,0.6,100,0.03,22.09.csv,2016
A10006,Menu Salat,24,24,16,NA,1.5,0,0,24,100,1.22,22.09.csv,2016
A10014,Kitchen 4,219,219,17,NA,12.88,0,0,219,100,11.17,22.09.csv,2016
A10040,Garden,340.2,340.2,44,14.72,23.11,0,0,340.2,100,17.35,22.09.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.05,22.09.csv,2016
A10121,Mandelschnecke,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.15,22.09.csv,2016
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.12,22.09.csv,2016
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.12,22.09.csv,2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.23,22.09.csv,2016
A10148,Fruchttörtli,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.24,22.09.csv,2016
A10164,Hausgemachter Kuchen,2.5,2.5,1,NA,2.5,0,0,2.5,100,0.13,22.09.csv,2016
A10200,Birchermüesli Classic,10.1,10.1,3,NA,3.37,0,0,10.1,100,0.52,22.09.csv,2016
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.28,22.09.csv,2016
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.31,22.09.csv,2016
A10451,Sandwich Bauette,10,10,2,NA,5,0,0,10,100,0.51,22.09.csv,2016
