Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10000,Küche,13.7,13.7,4,NA,3.43,0,0,13.7,100,0.55,24.11.csv,2015
A10001,Favorite,715,715,92,NA,7.77,0,0,715,100,28.45,24.11.csv,2015
A10002,Green,712,712,95,NA,7.49,0,0,712,100,28.33,24.11.csv,2015
A10005,Menu Suppe,10.5,10.5,7,NA,1.5,0,0,10.5,100,0.42,24.11.csv,2015
A10006,Menu Salat,39.5,39.5,25,NA,1.58,0,0,39.5,100,1.57,24.11.csv,2015
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0,0,0.5,100,0.02,24.11.csv,2015
A10011,Kitchen 1,247,247,26,NA,9.5,0,0,247,100,9.83,24.11.csv,2015
A10020,Local 0,551,551,70,NA,7.87,0,0,551,100,21.92,24.11.csv,2015
A10030,Market,100.7,100.7,12,4.346,23.17,0,0,100.7,100,4.01,24.11.csv,2015
A10040,Garden,3.8,3.8,1,0.164,23.17,0,0,3.8,100,0.15,24.11.csv,2015
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.04,24.11.csv,2015
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.12,24.11.csv,2015
A10073,Saisonfrüchte geschnitten,10.5,10.5,3,NA,3.5,0,0,10.5,100,0.42,24.11.csv,2015
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.19,24.11.csv,2015
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,24.11.csv,2015
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,24.11.csv,2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,24.11.csv,2015
A10123,Russenzöpfli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,24.11.csv,2015
A10129,Aprikosen-Bögli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,24.11.csv,2015
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,24.11.csv,2015
A10135,Wähe,11.7,11.7,3,NA,3.9,0,0,11.7,100,0.47,24.11.csv,2015
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.38,24.11.csv,2015
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.22,24.11.csv,2015
A10411,Sandwich Power Ham,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.18,24.11.csv,2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.22,24.11.csv,2015
A10415,Sandwich Turkey,11,11,2,NA,5.5,0,0,11,100,0.44,24.11.csv,2015
A10416,Sandwich Ticinese,6.5,6.5,1,NA,6.5,0,0,6.5,100,0.26,24.11.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.22,24.11.csv,2015
A10438,FB Sandwich Ham & Co,11,11,2,NA,5.5,0,0,11,100,0.44,24.11.csv,2015
A10451,Sandwich Bauette,15,15,3,NA,5,0,0,15,100,0.6,24.11.csv,2015
Total Gruppe,NA,2513.2,2513.2,364,4.51,6.9,0,0,2513.2,NA,100,24.11.csv,2015
A10000,Küche,3.8,3.8,1,NA,3.8,0,0,3.8,100,0.17,25.11.csv,2015
A10001,Favorite,888,888,114,NA,7.79,0,0,888,100,40.38,25.11.csv,2015
A10002,Green,449,449,60,NA,7.48,0,0,449,100,20.42,25.11.csv,2015
A10004,Brot Stück,0.3,0.3,1,NA,0.3,0,0,0.3,100,0.01,25.11.csv,2015
A10005,Menu Suppe,4.5,4.5,3,NA,1.5,0,0,4.5,100,0.2,25.11.csv,2015
A10006,Menu Salat,48.5,48.5,31,NA,1.56,0,0,48.5,100,2.21,25.11.csv,2015
A10011,Kitchen 1,308,308,32,NA,9.63,0,0,308,100,14.01,25.11.csv,2015
A10020,Local 0,350,350,46,NA,7.61,0,0,350,100,15.92,25.11.csv,2015
A10030,Market,53.1,53.1,7,2.308,23.01,0,0,53.1,100,2.41,25.11.csv,2015
A10040,Garden,8.4,8.4,1,0.366,22.95,0,0,8.4,100,0.38,25.11.csv,2015
A10063,Frucht 1.00,3,3,3,NA,1,0,0,3,100,0.14,25.11.csv,2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.16,25.11.csv,2015
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.1,25.11.csv,2015
A10110,Sonnenblumenbrötli,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.08,25.11.csv,2015
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,25.11.csv,2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.1,25.11.csv,2015
A10148,Fruchttörtli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,25.11.csv,2015
A10160,Snacks,2.5,2.5,1,NA,2.5,0,0,2.5,100,0.11,25.11.csv,2015
A10200,Birchermüesli Classic,10.1,10.1,3,NA,3.37,0,0,10.1,100,0.46,25.11.csv,2015
A10410,Sandwich Milano,8,8,2,NA,4,0,0,8,100,0.36,25.11.csv,2015
A10411,Sandwich Power Ham,4,4,1,NA,4,0,0,4,100,0.18,25.11.csv,2015
A10415,Sandwich Turkey,16.5,16.5,3,NA,5.5,0,0,16.5,100,0.75,25.11.csv,2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.27,25.11.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.25,25.11.csv,2015
A10438,FB Sandwich Ham & Co,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.25,25.11.csv,2015
A10451,Sandwich Bauette,10,10,2,NA,5,0,0,10,100,0.45,25.11.csv,2015
Total Gruppe,NA,2199.1,2199.1,320,2.674,6.87,0,0,2199.1,NA,100,25.11.csv,2015
A10000,Küche,15.5,15.5,4,NA,3.88,0,0,15.5,100,0.65,26.11.csv,2015
A10001,Favorite,1325,1325,168,NA,7.89,0,0,1325,100,55.15,26.11.csv,2015
A10002,Green,447,447,57,NA,7.84,0,0,447,100,18.6,26.11.csv,2015
A10005,Menu Suppe,7.5,7.5,5,NA,1.5,0,0,7.5,100,0.31,26.11.csv,2015
A10006,Menu Salat,78,78,50,NA,1.56,0,0,78,100,3.25,26.11.csv,2015
A10007,Senf Mayo Ketschup,2,2,4,NA,0.5,0,0,2,100,0.08,26.11.csv,2015
A10013,Kitchen 3,250,250,21,NA,11.9,0,0,250,100,10.41,26.11.csv,2015
A10020,Local 0,110,110,14,NA,7.86,0,0,110,100,4.58,26.11.csv,2015
A10030,Market,83.5,83.5,11,3.592,23.25,0,0,83.5,100,3.48,26.11.csv,2015
A10040,Garden,31.1,31.1,4,1.354,22.97,0,0,31.1,100,1.29,26.11.csv,2015
A10061,Frucht -.80,0.8,0.8,1,NA,0.8,0,0,0.8,100,0.03,26.11.csv,2015
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.04,26.11.csv,2015
A10073,Saisonfrüchte geschnitten,7,7,2,NA,3.5,0,0,7,100,0.29,26.11.csv,2015
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,26.11.csv,2015
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.09,26.11.csv,2015
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.07,26.11.csv,2015
A10128,Aprikosenjalousie,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,26.11.csv,2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0,0,3.9,100,0.16,26.11.csv,2015
A10136,Muffin,2.5,2.5,1,NA,2.5,0,0,2.5,100,0.1,26.11.csv,2015
A10148,Fruchttörtli,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.12,26.11.csv,2015
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.13,26.11.csv,2015
A10415,Sandwich Turkey,11,11,2,NA,5.5,0,0,11,100,0.46,26.11.csv,2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.25,26.11.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,6,6,1,NA,6,0,0,6,100,0.25,26.11.csv,2015
Total Gruppe,NA,2402.6,2402.6,354,4.946,6.79,0,0,2402.6,NA,100,26.11.csv,2015
A10000,Küche,24.8,24.8,8,NA,3.1,0,0,24.8,100,1.32,27.11.csv,2015
A10001,Favorite,628,628,82,NA,7.66,0,0,628,100,33.44,27.11.csv,2015
A10002,Green,345,345,46,NA,7.5,0,0,345,100,18.37,27.11.csv,2015
A10005,Menu Suppe,7,7,4,NA,1.75,0,0,7,100,0.37,27.11.csv,2015
A10006,Menu Salat,40,40,26,NA,1.54,0,0,40,100,2.13,27.11.csv,2015
A10012,Kitchen 2,367,367,34,NA,10.79,0,0,367,100,19.54,27.11.csv,2015
A10020,Local 0,292,292,39,NA,7.49,0,0,292,100,15.55,27.11.csv,2015
A10030,Market,52.3,52.3,8,2.274,23,0,0,52.3,100,2.78,27.11.csv,2015
A10040,Garden,45.5,45.5,5,1.978,23,0,0,45.5,100,2.42,27.11.csv,2015
A10061,Frucht -.80,1.6,1.6,2,NA,0.8,0,0,1.6,100,0.09,27.11.csv,2015
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.11,27.11.csv,2015
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,27.11.csv,2015
A10103,Vanille-Gipfel,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.15,27.11.csv,2015
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0,0,6.6,100,0.35,27.11.csv,2015
A10112,Maisbrötli,3.4,3.4,2,NA,1.7,0,0,3.4,100,0.18,27.11.csv,2015
A10120,Mandelbrezel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,27.11.csv,2015
A10124,Kirschenstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,27.11.csv,2015
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,27.11.csv,2015
A10127,Aprikosenplunder,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,27.11.csv,2015
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,27.11.csv,2015
A10148,Fruchttörtli,9.6,9.6,4,NA,2.4,0,0,9.6,100,0.51,27.11.csv,2015
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.51,27.11.csv,2015
A10410,Sandwich Milano,4,4,1,NA,4,0,0,4,100,0.21,27.11.csv,2015
A10411,Sandwich Power Ham,12,12,3,NA,4,0,0,12,100,0.64,27.11.csv,2015
A10438,FB Sandwich Ham & Co,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.29,27.11.csv,2015
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.27,27.11.csv,2015
Total Gruppe,NA,1878.2,1878.2,281,4.252,6.68,0,0,1878.2,NA,100,27.11.csv,2015
A10000,Küche,10.5,10.5,1,NA,10.5,0,0,10.5,100,0.46,30.11.csv,2015
A10001,Favorite,806,806,101,NA,7.98,0,0,806,100,35.69,30.11.csv,2015
A10002,Green,447,447,60,NA,7.45,0,0,447,100,19.79,30.11.csv,2015
A10005,Menu Suppe,9,9,6,NA,1.5,0,0,9,100,0.4,30.11.csv,2015
A10006,Menu Salat,92,92,56,NA,1.64,0,0,92,100,4.07,30.11.csv,2015
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0,0,0.5,100,0.02,30.11.csv,2015
A10013,Kitchen 3,221,221,18,NA,12.28,0,0,221,100,9.78,30.11.csv,2015
A10020,Local 0,464,464,61,NA,7.61,0,0,464,100,20.54,30.11.csv,2015
A10030,Market,40.9,40.9,6,1.776,23.03,0,0,40.9,100,1.81,30.11.csv,2015
A10040,Garden,39.9,39.9,6,1.738,22.96,0,0,39.9,100,1.77,30.11.csv,2015
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.09,30.11.csv,2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.15,30.11.csv,2015
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.21,30.11.csv,2015
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,30.11.csv,2015
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.1,30.11.csv,2015
A10120,Mandelbrezel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,30.11.csv,2015
A10126,Apfel im Schlafrock,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.13,30.11.csv,2015
A10135,Wähe,7.8,7.8,2,NA,3.9,0,0,7.8,100,0.35,30.11.csv,2015
A10136,Muffin,5,5,2,NA,2.5,0,0,5,100,0.22,30.11.csv,2015
A10148,Fruchttörtli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,30.11.csv,2015
A10162,Bienenstich,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.21,30.11.csv,2015
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.43,30.11.csv,2015
A10410,Sandwich Milano,12.5,12.5,3,NA,4.17,0,0,12.5,100,0.55,30.11.csv,2015
A10414,Sandwich Ham & Cheese,16.5,16.5,3,NA,5.5,0,0,16.5,100,0.73,30.11.csv,2015
A10415,Sandwich Turkey,11,11,2,NA,5.5,0,0,11,100,0.49,30.11.csv,2015
A10416,Sandwich Ticinese,18,18,3,NA,6,0,0,18,100,0.8,30.11.csv,2015
A10427,Bagel Sandwich Tandoori,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.24,30.11.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.24,30.11.csv,2015
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0,0,4,100,0.18,30.11.csv,2015
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.22,30.11.csv,2015
Total Gruppe,NA,2258.6,2258.6,350,3.514,6.45,0,0,2258.6,NA,100,30.11.csv,2015
