Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10040,Garden,105.4,105.4,17,4.588,22.97,0,0,105.4,100,18.85,09.09.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.18,09.09.csv,2016
A10111,Schoggi Fair,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.43,09.09.csv,2016
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.3,09.09.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.89,09.09.csv,2016
Total Gruppe,NA,559.2,559.2,82,4.588,6.82,0,0,559.2,NA,100,09.09.csv,2016
A10000,Küche,24.7,24.7,8,NA,3.09,0,0,24.7,100,1.57,12.09.csv,2016
A10001,Favorite,710,710,94,NA,7.55,0,0,710,100,45.2,12.09.csv,2016
A10002,Green,549,549,76,NA,7.22,0,0,549,100,34.95,12.09.csv,2016
A10006,Menu Salat,15,15,10,NA,1.5,0,0,15,100,0.95,12.09.csv,2016
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0,0,1,100,0.06,12.09.csv,2016
A10040,Garden,225.5,225.5,32,9.712,23.22,0,0,225.5,100,14.36,12.09.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.06,12.09.csv,2016
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.15,12.09.csv,2016
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.28,12.09.csv,2016
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.11,12.09.csv,2016
A10116,Semmel ,1.4,1.4,1,NA,1.4,0,0,1.4,100,0.09,12.09.csv,2016
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.15,12.09.csv,2016
A10147,Pariser Gipfel,3.2,3.2,2,NA,1.6,0,0,3.2,100,0.2,12.09.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.61,12.09.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.35,12.09.csv,2016
A10411,Sandwich Power Ham,4,4,1,NA,4,0,0,4,100,0.25,12.09.csv,2016
A10451,Sandwich Bauette,10,10,2,NA,5,0,0,10,100,0.64,12.09.csv,2016
Total Gruppe,NA,1570.8,1570.8,238,9.712,6.6,0,0,1570.8,NA,100,12.09.csv,2016
A10000,Küche,24.2,24.2,3,NA,8.07,0,0,24.2,100,1.72,13.09.csv,2016
A10001,Favorite,850,850,115,NA,7.39,0,0,850,100,60.28,13.09.csv,2016
A10002,Green,281,281,37,NA,7.59,0,0,281,100,19.93,13.09.csv,2016
A10006,Menu Salat,19.5,19.5,13,NA,1.5,0,0,19.5,100,1.38,13.09.csv,2016
A10040,Garden,202.9,202.9,29,8.804,23.05,0,0,202.9,100,14.39,13.09.csv,2016
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.14,13.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.21,13.09.csv,2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.51,13.09.csv,2016
A10108,Laugenbrezel mit Butter,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,13.09.csv,2016
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,13.09.csv,2016
A10147,Pariser Gipfel,1.6,1.6,1,NA,1.6,0,0,1.6,100,0.11,13.09.csv,2016
A10413,Sandwich Start Your Day,9,9,2,NA,4.5,0,0,9,100,0.64,13.09.csv,2016
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.35,13.09.csv,2016
Total Gruppe,NA,1410.2,1410.2,209,8.804,6.75,0,0,1410.2,NA,100,13.09.csv,2016
A10000,Küche,10.4,10.4,2,NA,5.2,0,0,10.4,100,1.18,14.09.csv,2016
A10001,Favorite,502,502,65,NA,7.72,0,0,502,100,57.18,14.09.csv,2016
A10002,Green,216,216,29,NA,7.45,0,0,216,100,24.6,14.09.csv,2016
A10006,Menu Salat,24,24,16,NA,1.5,0,0,24,100,2.73,14.09.csv,2016
A10040,Garden,119.6,119.6,19,5.14,23.27,0,0,119.6,100,13.62,14.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.34,14.09.csv,2016
A10164,Hausgemachter Kuchen,3,3,1,NA,3,0,0,3,100,0.34,14.09.csv,2016
Total Gruppe,NA,878,878,133,5.14,6.6,0,0,878,NA,100,14.09.csv,2016
A10000,Küche,17.7,17.7,4,NA,4.43,0,0,17.7,100,1.15,15.09.csv,2016
A10001,Favorite,912,912,124,NA,7.35,0,0,912,100,59.06,15.09.csv,2016
A10002,Green,254,254,34,NA,7.47,0,0,254,100,16.45,15.09.csv,2016
A10006,Menu Salat,16.5,16.5,11,NA,1.5,0,0,16.5,100,1.07,15.09.csv,2016
A10040,Garden,317.5,317.5,42,13.714,23.15,0,0,317.5,100,20.56,15.09.csv,2016
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.13,15.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.19,15.09.csv,2016
A10073,Saisonfrüchte geschnitten,7,7,2,NA,3.5,0,0,7,100,0.45,15.09.csv,2016
A10080,Tagesdessert 2.50,1.8,1.8,1,NA,1.8,0,0,1.8,100,0.12,15.09.csv,2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.16,15.09.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.16,15.09.csv,2016
A10127,Aprikosenplunder,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.16,15.09.csv,2016
A10136,Muffin,5.5,5.5,2,NA,2.75,0,0,5.5,100,0.36,15.09.csv,2016
Total Gruppe,NA,1544.2,1544.2,226,13.714,6.83,0,0,1544.2,NA,100,15.09.csv,2016
A10000,Küche,7.5,7.5,1,NA,7.5,0,0,7.5,100,1.37,16.09.csv,2016
A10001,Favorite,369,369,46,NA,8.02,0,0,369,100,67.26,16.09.csv,2016
A10002,Green,69,69,8,NA,8.63,0,0,69,100,12.58,16.09.csv,2016
A10006,Menu Salat,10.5,10.5,7,NA,1.5,0,0,10.5,100,1.91,16.09.csv,2016
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0,0,0.5,100,0.09,16.09.csv,2016
A10040,Garden,85.7,85.7,15,3.712,23.09,0,0,85.7,100,15.62,16.09.csv,2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0,0,6.4,100,1.17,16.09.csv,2016
Total Gruppe,NA,548.6,548.6,80,3.712,6.86,0,0,548.6,NA,100,16.09.csv,2016
A10000,Küche,27.2,27.2,4,NA,6.8,0,0,27.2,100,1.17,19.09.csv,2016
A10001,Favorite,1447,1447,200,NA,7.24,0,0,1447,100,62.11,19.09.csv,2016
A10002,Green,511,511,70,NA,7.3,0,0,511,100,21.93,19.09.csv,2016
A10006,Menu Salat,13.5,13.5,9,NA,1.5,0,0,13.5,100,0.58,19.09.csv,2016
A10040,Garden,237.8,237.8,35,10.24,23.22,0,0,237.8,100,10.21,19.09.csv,2016
A10063,Frucht 1.00,7,7,7,NA,1,0,0,7,100,0.3,19.09.csv,2016
A10072,Schichtjoghurt,18,18,6,NA,3,0,0,18,100,0.77,19.09.csv,2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.31,19.09.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,19.09.csv,2016
A10105,Schinkengipfel ,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.15,19.09.csv,2016
A10114,Fitnessbrötli ,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.09,19.09.csv,2016
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,19.09.csv,2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,19.09.csv,2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.19,19.09.csv,2016
A10136,Muffin,7.5,7.5,3,NA,2.5,0,0,7.5,100,0.32,19.09.csv,2016
A10147,Pariser Gipfel,1.6,1.6,1,NA,1.6,0,0,1.6,100,0.07,19.09.csv,2016
A10161,Muffin gross,6,6,2,NA,3,0,0,6,100,0.26,19.09.csv,2016
A10200,Birchermüesli Classic,19.2,19.2,6,NA,3.2,0,0,19.2,100,0.82,19.09.csv,2016
A10410,Sandwich Milano,4,4,1,NA,4,0,0,4,100,0.17,19.09.csv,2016
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.24,19.09.csv,2016
Total Gruppe,NA,2329.9,2329.9,354,10.24,6.58,0,0,2329.9,NA,100,19.09.csv,2016
A10000,Küche,20.5,20.5,2,NA,10.25,0,0,20.5,100,1.2,20.09.csv,2016
A10001,Favorite,1205,1205,163,NA,7.39,0,0,1205,100,70.55,20.09.csv,2016
A10002,Green,265,265,36,NA,7.36,0,0,265,100,15.52,20.09.csv,2016
A10006,Menu Salat,3,3,2,NA,1.5,0,0,3,100,0.18,20.09.csv,2016
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0,0,1,100,0.06,20.09.csv,2016
A10040,Garden,144.4,144.4,20,6.266,23.05,0,0,144.4,100,8.45,20.09.csv,2016
A10063,Frucht 1.00,3,3,3,NA,1,0,0,3,100,0.18,20.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.18,20.09.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,20.09.csv,2016
A10105,Schinkengipfel ,7,7,2,NA,3.5,0,0,7,100,0.41,20.09.csv,2016
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0,0,6.6,100,0.39,20.09.csv,2016
A10114,Fitnessbrötli ,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.26,20.09.csv,2016
A10119,Studentenschnitte ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.28,20.09.csv,2016
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,20.09.csv,2016
A10125,Nussstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,20.09.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.56,20.09.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.32,20.09.csv,2016
A10410,Sandwich Milano,4,4,1,NA,4,0,0,4,100,0.23,20.09.csv,2016
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.32,20.09.csv,2016
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.32,20.09.csv,2016
L19100,Patisserie offen,3,3,1,NA,3,0,0,3,100,0.18,20.09.csv,2016
Total Gruppe,NA,1708,1708,249,6.266,6.86,0,0,1708,NA,100,20.09.csv,2016
A10000,Küche,16.3,16.3,5,NA,3.26,0,0,16.3,100,0.85,21.09.csv,2016
A10001,Favorite,665,665,90,NA,7.39,0,0,665,100,34.86,21.09.csv,2016
A10002,Green,375,375,52,NA,7.21,0,0,375,100,19.66,21.09.csv,2016
A10006,Menu Salat,20.5,20.5,13,NA,1.58,0,0,20.5,100,1.07,21.09.csv,2016
A10007,Senf Mayo Ketschup,1.5,1.5,3,NA,0.5,0,0,1.5,100,0.08,21.09.csv,2016
A10014,Kitchen 4,624,624,50,NA,12.48,0,0,624,100,32.71,21.09.csv,2016
A10040,Garden,189.9,189.9,29,8.222,23.1,0,0,189.9,100,9.95,21.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.16,21.09.csv,2016
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,21.09.csv,2016
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,21.09.csv,2016
A10163,Bürli,1.4,1.4,1,NA,1.4,0,0,1.4,100,0.07,21.09.csv,2016
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0,0,6.4,100,0.34,21.09.csv,2016
Total Gruppe,NA,1907.8,1907.8,248,8.222,7.69,0,0,1907.8,NA,100,21.09.csv,2016
A10000,Küche,11.5,11.5,2,NA,5.75,0,0,11.5,100,0.67,22.09.csv,2016
A10001,Favorite,1034,1034,143,NA,7.23,0,0,1034,100,59.86,22.09.csv,2016
A10002,Green,287,287,39,NA,7.36,0,0,287,100,16.62,22.09.csv,2016
A10006,Menu Salat,34.5,34.5,23,NA,1.5,0,0,34.5,100,2,22.09.csv,2016
A10007,Senf Mayo Ketschup,2.5,2.5,5,NA,0.5,0,0,2.5,100,0.14,22.09.csv,2016
A10040,Garden,288.7,288.7,43,12.556,22.99,0,0,288.7,100,16.71,22.09.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.06,22.09.csv,2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.2,22.09.csv,2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,22.09.csv,2016
A10105,Schinkengipfel ,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.2,22.09.csv,2016
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.25,22.09.csv,2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.13,22.09.csv,2016
A10118,Brownie ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,22.09.csv,2016
A10125,Nussstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,22.09.csv,2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,22.09.csv,2016
A10135,Wähe,13.5,13.5,3,NA,4.5,0,0,13.5,100,0.78,22.09.csv,2016
A10136,Muffin,10,10,4,NA,2.5,0,0,10,100,0.58,22.09.csv,2016
A10147,Pariser Gipfel,1.6,1.6,1,NA,1.6,0,0,1.6,100,0.09,22.09.csv,2016
A10164,Hausgemachter Kuchen,2.5,2.5,1,NA,2.5,0,0,2.5,100,0.14,22.09.csv,2016
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0,0,12.8,100,0.74,22.09.csv,2016
A10411,Sandwich Power Ham,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.26,22.09.csv,2016
Total Gruppe,NA,1727.3,1727.3,279,12.556,6.19,0,0,1727.3,NA,100,22.09.csv,2016
A10000,Küche,9,9,5,NA,1.8,0,0,9,100,0.76,23.09.csv,2016
A10001,Favorite,602,602,83,NA,7.25,0,0,602,100,51,23.09.csv,2016
A10002,Green,161,161,22,NA,7.32,0,0,161,100,13.64,23.09.csv,2016
A10006,Menu Salat,4.5,4.5,3,NA,1.5,0,0,4.5,100,0.38,23.09.csv,2016
A10020,Local 0,219,219,29,NA,7.55,0,0,219,100,18.55,23.09.csv,2016
A10040,Garden,142,142,20,6.166,23.03,0,0,142,100,12.03,23.09.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.08,23.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.25,23.09.csv,2016
A10108,Laugenbrezel mit Butter,6.6,6.6,3,NA,2.2,0,0,6.6,100,0.56,23.09.csv,2016
A10135,Wähe,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.38,23.09.csv,2016
A10161,Muffin gross,15,15,5,NA,3,0,0,15,100,1.27,23.09.csv,2016
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0,0,12.8,100,1.08,23.09.csv,2016
Total Gruppe,NA,1180.4,1180.4,177,6.166,6.67,0,0,1180.4,NA,100,23.09.csv,2016
A10000,Küche,15.7,15.7,4,NA,3.93,0,0,15.7,100,0.74,26.09.csv,2016
A10001,Favorite,1240,1240,171,NA,7.25,0,0,1240,100,58.39,26.09.csv,2016
A10002,Green,466,466,64,NA,7.28,0,0,466,100,21.94,26.09.csv,2016
A10006,Menu Salat,28.5,28.5,19,NA,1.5,0,0,28.5,100,1.34,26.09.csv,2016
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0,0,1,100,0.05,26.09.csv,2016
A10040,Garden,304.3,304.3,45,13.124,23.19,0,0,304.3,100,14.33,26.09.csv,2016
A10063,Frucht 1.00,3,3,3,NA,1,0,0,3,100,0.14,26.09.csv,2016
A10064,Frucht 1.20,1.2,1.2,1,NA,1.2,0,0,1.2,100,0.06,26.09.csv,2016
A100700,Yogi,1.6,1.6,1,NA,1.6,0,0,1.6,100,0.08,26.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.14,26.09.csv,2016
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.16,26.09.csv,2016
A10101,Ragusa-Gipfel ,12,12,5,NA,2.4,0,0,12,100,0.57,26.09.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,26.09.csv,2016
A10108,Laugenbrezel mit Butter,6.8,6.8,3,NA,2.27,0,0,6.8,100,0.32,26.09.csv,2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.21,26.09.csv,2016
A10115,Kaisersemmel ,1.4,1.4,1,NA,1.4,0,0,1.4,100,0.07,26.09.csv,2016
A10116,Semmel ,1.4,1.4,1,NA,1.4,0,0,1.4,100,0.07,26.09.csv,2016
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,26.09.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.45,26.09.csv,2016
A10409,Sandwich Appenzell,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.26,26.09.csv,2016
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.21,26.09.csv,2016
A10433,Bagel Sandwich Vegi Luxus,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.26,26.09.csv,2016
Total Gruppe,NA,2123.7,2123.7,332,13.124,6.4,0,0,2123.7,NA,100,26.09.csv,2016
A10000,Küche,17.5,17.5,5,NA,3.5,0,0,17.5,100,1.04,27.09.csv,2016
A10001,Favorite,628,628,84,NA,7.48,0,0,628,100,37.31,27.09.csv,2016
A10002,Green,712,712,97,NA,7.34,0,0,712,100,42.3,27.09.csv,2016
A10006,Menu Salat,27,27,18,NA,1.5,0,0,27,100,1.6,27.09.csv,2016
A10040,Garden,261.5,261.5,40,11.364,23.01,0,0,261.5,100,15.53,27.09.csv,2016
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.06,27.09.csv,2016
A10101,Ragusa-Gipfel ,12,12,5,NA,2.4,0,0,12,100,0.71,27.09.csv,2016
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.14,27.09.csv,2016
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.26,27.09.csv,2016
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.13,27.09.csv,2016
A10117,Nuss-Semmel ,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.1,27.09.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.57,27.09.csv,2016
A10417,Sandwich Softie,4,4,1,NA,4,0,0,4,100,0.24,27.09.csv,2016
Total Gruppe,NA,1683.3,1683.3,259,11.364,6.5,0,0,1683.3,NA,100,27.09.csv,2016
A10000,Küche,33.8,33.8,7,NA,4.83,0,0,33.8,100,1.53,28.09.csv,2016
A10001,Favorite,611,611,82,NA,7.45,0,0,611,100,27.75,28.09.csv,2016
A10002,Green,387,387,52,NA,7.44,0,0,387,100,17.57,28.09.csv,2016
A10006,Menu Salat,22.5,22.5,15,NA,1.5,0,0,22.5,100,1.02,28.09.csv,2016
A10007,Senf Mayo Ketschup,2,2,4,NA,0.5,0,0,2,100,0.09,28.09.csv,2016
A10014,Kitchen 4,809,809,65,NA,12.45,0,0,809,100,36.74,28.09.csv,2016
A10020,Local 0,180,180,24,NA,7.5,0,0,180,100,8.17,28.09.csv,2016
A10040,Garden,111.9,111.9,17,4.868,22.99,0,0,111.9,100,5.08,28.09.csv,2016
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.14,28.09.csv,2016
A10073,Saisonfrüchte geschnitten,7,7,2,NA,3.5,0,0,7,100,0.32,28.09.csv,2016
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.33,28.09.csv,2016
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,28.09.csv,2016
A10108,Laugenbrezel mit Butter,8.8,8.8,4,NA,2.2,0,0,8.8,100,0.4,28.09.csv,2016
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.2,28.09.csv,2016
A10118,Brownie ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,28.09.csv,2016
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.44,28.09.csv,2016
