Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10000,Küche,7,7,2,NA,3.5,0,0,7,100,0.3,01.12.csv,2015
A10001,Favorite,739,739,94,NA,7.86,0,0,739,100,31.55,01.12.csv,2015
A10002,Green,416,416,56,NA,7.43,0,0,416,100,17.76,01.12.csv,2015
A10005,Menu Suppe,6,6,4,NA,1.5,0,0,6,100,0.26,01.12.csv,2015
A10006,Menu Salat,36,36,24,NA,1.5,0,0,36,100,1.54,01.12.csv,2015
A10008,Gemüseportion,1.5,1.5,1,NA,1.5,0,0,1.5,100,0.06,01.12.csv,2015
A10011,Kitchen 1,367,367,38,NA,9.66,0,0,367,100,15.67,01.12.csv,2015
A10013,Kitchen 3,97,97,8,NA,12.13,0,0,97,100,4.14,01.12.csv,2015
A10020,Local 0,495,495,64,NA,7.73,0,0,495,100,21.13,01.12.csv,2015
A10030,Market,55.9,55.9,8,2.422,23.08,0,0,55.9,100,2.39,01.12.csv,2015
A10040,Garden,25.4,25.4,4,1.1,23.09,0,0,25.4,100,1.08,01.12.csv,2015
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.04,01.12.csv,2015
A10073,Saisonfrüchte geschnitten,10.5,10.5,3,NA,3.5,0,0,10.5,100,0.45,01.12.csv,2015
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.2,01.12.csv,2015
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.09,01.12.csv,2015
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,01.12.csv,2015
A10123,Russenzöpfli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,01.12.csv,2015
A10126,Apfel im Schlafrock,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.12,01.12.csv,2015
A10128,Aprikosenjalousie,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,01.12.csv,2015
A10135,Wähe,8.3,8.3,2,NA,4.15,0,0,8.3,100,0.35,01.12.csv,2015
A10136,Muffin,5,5,2,NA,2.5,0,0,5,100,0.21,01.12.csv,2015
A10148,Fruchttörtli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,01.12.csv,2015
A10410,Sandwich Milano,8.5,8.5,2,NA,4.25,0,0,8.5,100,0.36,01.12.csv,2015
A10412,Sandwich Gruyere,4,4,1,NA,4,0,0,4,100,0.17,01.12.csv,2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.23,01.12.csv,2015
A10415,Sandwich Turkey,6,6,1,NA,6,0,0,6,100,0.26,01.12.csv,2015
A10416,Sandwich Ticinese,12.5,12.5,2,NA,6.25,0,0,12.5,100,0.53,01.12.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,11,11,2,NA,5.5,0,0,11,100,0.47,01.12.csv,2015
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.21,01.12.csv,2015
Total Gruppe,NA,2342.6,2342.6,329,3.522,7.12,0,0,2342.6,NA,100,01.12.csv,2015
A10000,Küche,9.6,9.6,3,NA,3.2,0,0,9.6,100,0.43,02.12.csv,2015
A10001,Favorite,923,923,120,NA,7.69,0,0,923,100,41.06,02.12.csv,2015
A10002,Green,457,457,61,NA,7.49,0,0,457,100,20.33,02.12.csv,2015
A100039,Portion Pommes,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.24,02.12.csv,2015
