Artikel Analyse,,,,,,,,,,,,,,,,,,
,,,,,,Shops: 27902 Grüntal Mensa,,,,,,Gruppen: 10 Sparten SAP Küche,,,,,,
,,,,,,Kassen: Alle,,,,,,Visibility: 1 Full visibility,,,,,,
,,,,,,Bediener: Alle,,,,,,Gruppieren nach: Gruppe A,,,,,,
,,,,,,Preisebenen:Alle,,,,,,Zeige Maßeinheit: Nein,,,,,,
,,,,,,Drucke Artikel: Ja,,,,,Inkl. umsatzneutrale Artikel: Ja,,,,,,,
,,,,,,Datumsbereich: 04.10.2016 - 04.10.2016,,,,,,,,,,,,
,,,,,,Zeit Fenster: 11:00 - 13:59,,,,,,,,,,,,
,,,,,,Kunde:Alle,,,,,,,,,,,,
Gruppe,10,Sparten SAP Küche,,,,,,,,,,,,,,,,
Artikel,,,,Bruttobetrag,Nettobetrag,,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,,,,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,,Ref %,Tot %Umsatz
A10001,Favorite,,,"1,189.00","1,189.00",,158,,7.53,,,,0.00,0.00,"1,189.00",,100.00,46.84
A10002,Green,,,583.00,583.00,,77,,7.57,,,,0.00,0.00,583.00,,100.00,22.97
A10004,Brot Stück,,,0.60,0.60,,2,,0.30,,,,0.00,0.00,0.60,,100.00,0.02
A10005,Menu Suppe,,,4.50,4.50,,3,,1.50,,,,0.00,0.00,4.50,,100.00,0.18
A10006,Menu Salat,,,25.00,25.00,,16,,1.56,,,,0.00,0.00,25.00,,100.00,0.98
A10007,Senf Mayo Ketschup,,,0.50,0.50,,1,,0.50,,,,0.00,0.00,0.50,,100.00,0.02
A10014,Kitchen 4,,,252.00,252.00,,20,,12.60,,,,0.00,0.00,252.00,,100.00,9.93
A10040,Garden,,,400.20,400.20,,57,17.376,23.03,,,,0.00,0.00,400.20,,100.00,15.77
A10063,Frucht 1.00,,,2.00,2.00,,2,,1.00,,,,0.00,0.00,2.00,,100.00,0.08
A10073,Saisonfrüchte geschnitten,,,7.00,7.00,,2,,3.50,,,,0.00,0.00,7.00,,100.00,0.28
A10100,Gipfel,,,1.30,1.30,,1,,1.30,,,,0.00,0.00,1.30,,100.00,0.05
A10101,Ragusa-Gipfel ,,,7.70,7.70,,3,,2.57,,,,0.00,0.00,7.70,,100.00,0.30
A10108,Laugenbrezel mit Butter,,,4.40,4.40,,2,,2.20,,,,0.00,0.00,4.40,,100.00,0.17
A10112,Maisbrötli,,,1.70,1.70,,1,,1.70,,,,0.00,0.00,1.70,,100.00,0.07
A10128,Aprikosenjalousie,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.09
A10130,Vanillekreuz,,,2.40,2.40,,1,,2.40,,,,0.00,0.00,2.40,,100.00,0.09
A10200,Birchermüesli Classic,,,19.20,19.20,,6,,3.20,,,,0.00,0.00,19.20,,100.00,0.76
A10410,Sandwich Milano,,,8.00,8.00,,2,,4.00,,,,0.00,0.00,8.00,,100.00,0.32
A10413,Sandwich Start Your Day,,,9.00,9.00,,2,,4.50,,,,0.00,0.00,9.00,,100.00,0.35
A10415,Sandwich Turkey,,,5.50,5.50,,1,,5.50,,,,0.00,0.00,5.50,,100.00,0.22
A10416,Sandwich Ticinese,,,6.00,6.00,,1,,6.00,,,,0.00,0.00,6.00,,100.00,0.24
A10417,Sandwich Softie,,,4.50,4.50,,1,,4.50,,,,0.00,0.00,4.50,,100.00,0.18
L19100,Patisserie offen,,,2.40,2.40,,2,,1.20,,,,0.00,0.00,2.40,,100.00,0.09
Total Gruppe,,,,"2,538.30","2,538.30",,362,17.376,7.01,,,,0.00,0.00,"2,538.30",,,100.00
Total,,,,"2,538.30","2,538.30",,362,17.376,7.01,,,,0.00,0.00,"2,538.30",,,
"Dienstag, 07 März 2017 11:36",,,Gedruckt durch 201 RM,,,,,,,Visibility: 1 Full visibility,,,,,,Seite 1 von 1,,
